SYMBOL,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,IPI,UNIGENE,UNIPROT
TRAJ3,,,,28752,,,
RBL2,ENSG00000103479,,,5934,IPI00304028,Hs.513609,Q08999
NAP1L3,ENSG00000186310,ENSP00000362171,ENST00000373079,4675,,Hs.21365,Q8IYV1
OR52N1,ENSG00000181001,ENSP00000493272,ENST00000641645,79473,,Hs.690209,Q8NH53
SEC24C,ENSG00000176986,,,9632,,Hs.81964,A0A024QZM6
DOCK10,ENSG00000135905,,,55619,,Hs.46578,Q96BY6
ZNF414,ENSG00000133250,,,84330,,Hs.515114,Q96IQ9
TRBV5-3,,,,28612,,,
TUBA3C,ENSG00000198033,,,7278,,Hs.349695,Q13748
KLLN,ENSG00000227268,ENSP00000392204,ENST00000445946,100144748,,Hs.559820,B2CW77
USB1,ENSG00000103005,,,79650,,Hs.408702,Q9BQ65
TSNAXIP1,ENSG00000102904,,,55815,,Hs.632212,B4DXD0
unassigned,,,,,,,
ZNF717,ENSG00000227124,ENSP00000417902,ENST00000648506,100131827,,Hs.556877,C9JVC3
LCE6A,ENSG00000235942,ENSP00000411070,ENST00000431011,448835,IPI00807623,Hs.62927,A0A183
IGHV1-69-2,,,,28458,,,
unassigned,,,,,,,
GEN1,ENSG00000178295,,,348654,,Hs.467793,Q17RS7
SLAMF8,ENSG00000158714,,,56833,,Hs.438683,Q9P0V8
ORC1,ENSG00000085840,,,4998,IPI00013215,Hs.17908,Q13415
UNC5C,ENSG00000182168,,,8633,,Hs.388565,A8K385
C14orf132,ENSG00000227051,ENSP00000490729,ENST00000555004,56967,,Hs.6434,Q9NPU4
ZC3H7A,ENSG00000122299,,,29066,,Hs.371856,Q8IWR0
SLC23A2,ENSG00000089057,,,9962,,Hs.516866,A0A140VK48
SLC35D2,ENSG00000130958,ENSP00000494818,ENST00000464104,11046,,Hs.494556,Q76EJ3
RANBP6,ENSG00000137040,ENSP00000259569,ENST00000259569,26953,IPI00514622,Hs.167496,O60518
GAS1,ENSG00000180447,ENSP00000298743,ENST00000298743,2619,IPI00008832,Hs.65029,P54826
C2orf15,ENSG00000273045,ENSP00000302202,ENST00000302513,150590,,Hs.352211,Q8WU43
TTC30B,ENSG00000196659,ENSP00000386181,ENST00000408939,150737,,Hs.447659,Q8N4P2
GADL1,ENSG00000144644,,,339896,,Hs.657052,Q6ZQY3
SCN2A,ENSG00000136531,,,6326,,Hs.93485,Q99250
SENP2,ENSG00000163904,,,59343,,Hs.401388,Q9HC62
NXT1,ENSG00000132661,ENSP00000254998,ENST00000254998,29107,,Hs.516933,Q9UKK6
TRMT10A,ENSG00000145331,,,93587,IPI00152325,Hs.380412,Q8TBZ6
ZNF66,ENSG00000160229,ENSP00000482322,ENST00000615930,7617,,Hs.658748,
WNT5B,ENSG00000111186,,,81029,,Hs.306051,Q9H1J7
ANKRD34B,ENSG00000189127,ENSP00000339802,ENST00000338682,340120,,Hs.519404,A5PLL1
CEP85,ENSG00000130695,,,64793,,Hs.63795,Q6P2H3
DPT,ENSG00000143196,ENSP00000356791,ENST00000367817,1805,,Hs.80552,Q07507
CNN3,ENSG00000117519,,,1266,IPI00216682,Hs.483454,Q15417
FOLR3,ENSG00000110203,ENSP00000481833,ENST00000622388,2352,,Hs.352,A0A087WXL1
TULP3,ENSG00000078246,,,7289,,Hs.655333,O75386
CLPSL1,ENSG00000204140,ENSP00000362968,ENST00000373861,340204,,Hs.131296,A2RUU4
PRAMEF6,ENSG00000232423,ENSP00000365360,ENST00000376189,440561,,Hs.567864,Q5VXH4
ERI1,ENSG00000104626,,,90459,,Hs.20000,A0A024R355
ITPRIP,ENSG00000148841,,,85450,,Hs.523252,Q8IWB1
PNLIPRP2,ENSG00000266200,ENSP00000463502,ENST00000579578,5408,IPI00005924,Hs.423598,P54317
SAPCD2,ENSG00000186193,ENSP00000386348,ENST00000409687,89958,,Hs.19322,Q86UD0
NPBWR2,ENSG00000125522,ENSP00000358783,ENST00000369768,2832,IPI00008162,Hs.248118,P48146
C1orf189,ENSG00000163263,ENSP00000357511,ENST00000368525,388701,IPI00374039,Hs.104967,Q5VU69
IGLJ6,,,,28828,,,
STOML2,ENSG00000165283,,,30968,,Hs.3439,Q9UJZ1
FAM157C,,,,100996541,,Hs.652849,
NSMCE1,ENSG00000169189,,,197370,,Hs.284295,Q8WV22
KIF16B,ENSG00000089177,,,55614,,Hs.101774,A0A1B0GTU3
TENM3,ENSG00000218336,ENSP00000421320,ENST00000513201,55714,,Hs.130438,A0A140VJW8
CXCL9,ENSG00000138755,ENSP00000354901,ENST00000264888,4283,,Hs.77367,Q07325
RRAGD,ENSG00000025039,,,58528,,Hs.31712,Q9NQL2
ANKRD29,ENSG00000154065,,,147463,,Hs.355689,Q8N6D5
ERVFRD-1,ENSG00000244476,ENSP00000420174,ENST00000472091,405754,,Hs.631996,P60508
unassigned,,,,,,,
SHANK2,ENSG00000162105,,,22941,,Hs.268726,Q9UPX8
SLC28A2,ENSG00000137860,,,9153,,Hs.367833,O43868
TRIP13,ENSG00000071539,,,9319,,Hs.436187,Q15645
PTGES2,ENSG00000148334,,,80142,,Hs.495219,A6NHH0
CCNT1,ENSG00000129315,,,904,IPI00030247,Hs.92308,O60563
CHMP2A,ENSG00000130724,ENSP00000472097,ENST00000600006,27243,,Hs.12107,A0A024R4S0
PDS5A,ENSG00000121892,,,23244,,Hs.331431,G1UI16
NEUROD4,ENSG00000123307,ENSP00000242994,ENST00000242994,58158,,Hs.591024,Q8IW56
CFD,ENSG00000197766,ENSP00000332139,ENST000003277260,1675,,Hs.155597,A6XNE2
DACT1,ENSG00000165617,,,51339,,Hs.48950,Q9NYF0
KANSL2,ENSG00000139620,,,54934,,Hs.505412,Q9H9L4
BSG,ENSG00000172270,,,682,IPI00019906,Hs.501293,P35613
JUP,ENSG00000173801,,,3728,IPI00554711,Hs.514174,A0A0S2Z487
ZNF549,ENSG00000121406,ENSP00000240719,ENST00000240719,256051,IPI00743870,Hs.744289,Q6P9A3
MCOLN1,ENSG00000090674,,,57192,,Hs.631858,Q9GZU1
TMEM200C,ENSG00000206432,ENSP00000463375,ENST00000581347,645369,,,A6NKL6
ABHD14B,ENSG00000114779,,,84836,,Hs.420796,Q96IU4
TMEM170A,ENSG00000166822,,,124491,,Hs.487510,Q8WVE7
SLC44A3,ENSG00000143036,,,126969,,Hs.483423,Q8N4M1
ADAMTS16,ENSG00000145536,,,170690,,Hs.661915,Q2XQZ0
APOO,ENSG00000184831,,,79135,,Hs.495851,Q9BUR5
ZBED4,ENSG00000100426,ENSP00000216268,ENST00000216268,9889,,Hs.475208,O75132
AP3B2,ENSG00000103723,,,8120,IPI01011317,Hs.199593,Q13367
TIMELESS,ENSG00000111602,,,8914,,Hs.118631,Q9UNS1
PECR,ENSG00000115425,,,55825,,Hs.281680,Q9BY49
unassigned,,,,,,,
RPN2,ENSG00000118705,,,6185,,Hs.370895,P04844
FIGNL1,ENSG00000132436,,,63979,,Hs.137516,Q6PIW4
C20orf144,ENSG00000149609,ENSP00000364370,ENST00000375222,128864,,Hs.324104,Q9BQM9
KAZALD1,ENSG00000107821,,,81621,,Hs.534859,Q96I82
FITM1,ENSG00000139914,ENSP00000267426,ENST00000267426,161247,,Hs.128060,A5D6W6
KDR,ENSG00000128052,ENSP00000495159,ENST00000645273,3791,IPI00021396,Hs.479756,A0A024RD88
IWS1,ENSG00000163166,,,55677,,Hs.469879,Q96ST2
TRAF5,ENSG00000082512,,,7188,,Hs.523930,O00463
TBX5,ENSG00000089225,,,6910,IPI00082832,Hs.381715,Q99593
PIGM,ENSG00000143315,ENSP00000357069,ENST00000368090,93183,IPI00024023,Hs.552810,Q9H3S5
unassigned,,,,,,,
ENPP2,ENSG00000136960,,,5168,IPI00878576,Hs.190977,Q13822
EXOSC3,ENSG00000107371,,,51010,,Hs.602571,Q9NQT5
CATSPERD,ENSG00000174898,,,257062,IPI00921312,Hs.631842,Q86XM0
ERVK-8,,,,619465,,,
DDX3X,ENSG00000215301,,,1654,,Hs.728563,O00571
LINC00315,,,,246704,,Hs.171428,
PRR23D2,ENSG00000255378,ENSP00000436580,ENST00000528972,100133251,,Hs.520875,E9PI22
PXDN,ENSG00000130508,,,7837,,Hs.332197,Q92626
TMCO6,ENSG00000113119,,,55374,,Hs.534333,Q96DC7
LAYN,ENSG00000204381,,,143903,,Hs.503831,Q6UX15
ACP1,ENSG00000143727,,,52,IPI00218847,Hs.558296,A0A140VK37
IFNL1,ENSG00000182393,ENSP00000329991,ENST00000333625,282618,IPI00216649,Hs.406745,Q8IU54
TMEM88B,ENSG00000205116,ENSP00000455099,ENST00000378821,643965,,Hs.729765,A6NKF7
AAMDC,ENSG00000087884,,,28971,,Hs.745040,K4DI89
HOXD10,ENSG00000128710,ENSP00000249501,ENST00000490088,3236,IPI00292735,Hs.123070,P28358
ARHGEF15,ENSG00000198844,,,22899,,Hs.443109,A0A0S2Z547
TMX2-CTNND1,ENSG00000198561,,,100528016,,Hs.166011,
MAK,ENSG00000111837,,,4117,,Hs.446125,P20794
SNX29,ENSG00000048471,,,92017,IPI00855845,Hs.458401,Q8TEQ0
SOCS5,ENSG00000171150,ENSP00000305133,ENST00000306503,9655,,Hs.468426,O75159
MLH3,ENSG00000119684,,,27030,IPI00005811,Hs.436650,Q9UHC1
SMIM27,ENSG00000235453,,,100129250,,Hs.664395,
TAF9,ENSG00000273841,ENSP00000421873,ENST00000506736,6880,IPI00556532,Hs.653163,Q16594
C2orf66,ENSG00000187944,ENSP00000339384,ENST00000342506,401027,,Hs.245666,Q6UXQ4
ITCH,ENSG00000078747,,,83737,,Hs.632272,Q96J02
SULT1A4,ENSG00000213648,,,445329,IPI00030730,Hs.460558,P0DMM9
BTBD11,ENSG00000151136,,,121551,,Hs.271272,A6QL63
SYT17,ENSG00000103528,,,51760,IPI00305536,Hs.258326,H3BN78
TRAJ36,,,,28719,,,
ZNF23,ENSG00000167377,,,7571,,Hs.656643,B3KR55
GTF2H1,ENSG00000110768,,,2965,IPI00030380,Hs.577202,P32780
10-Sep,,,,,,,
SYCE1L,ENSG00000205078,ENSP00000367911,ENST00000378644,100130958,,Hs.734779,A8MT33
RAD23A,ENSG00000179262,ENSP00000466243,ENST00000591499,5886,IPI00008219,Hs.643267,A8K1J3
TMEM80,ENSG00000177042,,,283232,IPI00914015,Hs.448664,A0A0A0MS80
MARS,ENSG00000166986,,,4141,,Hs.632707,P56192
OTUD4,ENSG00000164164,,,54726,IPI00009780,Hs.270851,Q01804
BHLHE22,ENSG00000180828,ENSP00000318799,ENST00000321870,27319,,Hs.388788,B4DF88
ASH2L,ENSG00000129691,,,9070,,Hs.521530,Q9UBL3
NANOGNB,ENSG00000205857,ENSP00000371553,ENST00000382119,360030,IPI00376120,Hs.558004,Q7Z5D8
TRBV30,,,,28557,,,
SERPINI2,ENSG00000114204,,,5276,IPI00795490,Hs.445555,A0A0C4DGW9
SRPRB,ENSG00000144867,,,58477,,Hs.12152,Q549N5
IGBP1,ENSG00000089289,,,3476,IPI00019148,Hs.496267,P78318
LPAR1,ENSG00000198121,,,1902,,Hs.126667,Q5VZX0
BCL9,ENSG00000116128,,,607,IPI00160290,Hs.415209,A0A024QYY4
TRIM47,ENSG00000132481,ENSP00000254816,ENST00000254816,91107,,Hs.293660,Q96LD4
RRP7A,ENSG00000189306,,,27341,,Hs.745006,Q9Y3A4
TGFBR3L,ENSG00000260001,ENSP00000457962,ENST00000565886,100507588,,Hs.646773,H3BV60
TRIM60,ENSG00000176979,,,166655,,Hs.368004,Q495X7
C8orf46,,,,,,,
TRPC3,ENSG00000138741,,,7222,,Hs.150981,Q13507
RNF182,ENSG00000180537,,,221687,,Hs.111164,A0A024QZW5
HCK,ENSG00000101336,,,3055,IPI00646510,Hs.655210,P08631
TMEM98,ENSG00000006042,,,26022,,Hs.3447,Q9Y2Y6
MEIKIN,ENSG00000239642,ENSP00000488457,ENST00000439905,728637,,Hs.631802,A0A087WXM9
PRKAR2A,ENSG00000114302,,,5576,IPI00219774,Hs.631923,A0A024R2W3
DCUN1D1,ENSG00000043093,,,54165,IPI00291893,Hs.592789,C9JVE2
OR5B12,ENSG00000172362,ENSP00000493263,ENST00000641921,390191,,Hs.553754,Q96R08
DOK3,ENSG00000146094,,,79930,,Hs.720849,Q7L591
SLC4A1AP,ENSG00000163798,,,22950,,Hs.306000,Q9BWU0
PDE4D,ENSG00000113448,,,5144,IPI00514183,Hs.117545,A0A140VJR0
DNAJB2,ENSG00000135924,,,3300,IPI00874105,Hs.77768,P25686
VAMP4,ENSG00000117533,,,8674,,Hs.6651,O75379
unassigned,,,,,,,
TSEN15,ENSG00000198860,,,116461,,Hs.548197,Q8WW01
CCDC185,ENSG00000178395,ENSP00000355840,ENST00000366875,164127,,Hs.192090,Q8N715
SPATA31E1,ENSG00000177992,ENSP00000322640,ENST00000325643,286234,,Hs.130672,Q6ZUB1
ACSM2A,ENSG00000183747,,,123876,,Hs.298252,B7Z530
FBXO39,ENSG00000177294,ENSP00000321386,ENST00000321535,162517,,Hs.368364,Q8N4B4
TM4SF5,ENSG00000142484,ENSP00000270560,ENST00000576530,9032,,Hs.184194,O14894
NOL12,ENSG00000273899,ENSP00000403059,ENST00000493862,79159,,Hs.632778,A0A024R1M6
VASP,ENSG00000125753,,,7408,,Hs.515469,A0A024R0V4
DCUN1D3,ENSG00000188215,ENSP00000319482,ENST00000324344,123879,,Hs.101007,Q8IWE4
DNAJB5,ENSG00000137094,,,25822,,Hs.237506,O75953
MKRN2OS,ENSG00000225526,ENSP00000456723,ENST00000567514,100129480,,Hs.572974,H3BPM6
CDK12,ENSG00000167258,,,51755,IPI00910891,Hs.345028,Q9NYV4
GRHL1,ENSG00000134317,,,29841,,Hs.418493,Q9NZI5
CST9LP1,,,,128820,,,
RIN1,ENSG00000174791,,,9610,,Hs.1030,A0A0S2Z4U0
ZNF559,ENSG00000188321,,,84527,,Hs.172979,A0A0A0MTT2
MAG,ENSG00000105695,,,4099,,Hs.643440,P20916
PTX4,ENSG00000251692,ENSP00000445277,ENST00000447419,390667,,Hs.553770,Q96A99
TPBGL,ENSG00000261594,ENSP00000474988,ENST00000562197,100507050,,Hs.577323,P0DKB5
PGM3,ENSG00000013375,,,5238,IPI00941001,Hs.661665,O95394
MT-RNR1,,,,,,,
MTRNR2L5,ENSG00000249860,ENSP00000437910,ENST00000512524,100463289,,Hs.727204,P0CJ72
TXNDC9,ENSG00000115514,,,10190,,Hs.536122,O14530
C5orf42,,,,,,,
KRTAP27-1,ENSG00000206107,ENSP00000372286,ENST00000382835,643812,,Hs.580881,Q3LI81
PRSS45,ENSG00000188086,,,377047,IPI00902659,Hs.667712,Q7RTY3
MFSD4A,ENSG00000174514,,,148808,,Hs.567714,Q8N468
HTRA1,ENSG00000166033,,,5654,IPI00003176,Hs.501280,Q92743
LOC730098,ENSG00000187186,,,730098,,Hs.459590,B7Z3J9
FAM241A,ENSG00000174749,ENSP00000310182,ENST00000309733,132720,,Hs.23439,Q8N8J7
CXorf49,ENSG00000215115,ENSP00000480355,ENST00000452468,100130361,,Hs.632817,A8MYA2
CCER2,ENSG00000262484,ENSP00000460852,ENST00000571845,643669,,Hs.355357,I3L3R5
BCLAF3,ENSG00000173681,,,256643,IPI00746281,Hs.28896,A2AJT9
PLPP1,ENSG00000067113,,,8611,IPI00297037,Hs.696231,A0A024QZS3
TTC6,ENSG00000139865,,,319089,,Hs.659936,
KLRC3,ENSG00000205810,ENSP00000379716,ENST00000396439,3823,IPI00017478,Hs.654362,Q07444
C11orf44,ENSG00000175728,,,283171,IPI00167524,Hs.376151,Q8N8P7
PTCH2,ENSG00000117425,,,8643,,Hs.591497,Q9Y6C5
UCMA,ENSG00000165623,ENSP00000367952,ENST00000378681,221044,,Hs.112998,A0A067XJP8
TMPO,ENSG00000120802,,,7112,,Hs.11355,A0A024RBE7
TRAT1,ENSG00000163519,,,50852,,Hs.138701,C9JF66
C9,ENSG00000113600,,,735,IPI00022395,Hs.654443,P02748
CELA3B,ENSG00000219073,ENSP00000338369,ENST000003371070,23436,,Hs.728752,P08861
unassigned,,,,,,,
CASR,ENSG00000036828,,,846,IPI00216479,Hs.435615,P41180
ABCG4,ENSG00000172350,ENSP00000481728,ENST00000619701,64137,,Hs.126378,Q9H172
COG1,ENSG00000166685,,,9382,,Hs.103555,Q8WTW3
TNNT1,ENSG00000105048,,,7138,,Hs.631558,P13805
SNRPF,ENSG00000139343,,,6636,IPI00220528,Hs.105465,P62306
TMEM41A,ENSG00000163900,,,90407,,Hs.677570,Q96HV5
BARHL1,ENSG00000125492,ENSP00000263610,ENST00000263610,56751,,Hs.283809,Q9BZE3
TLX2,ENSG00000115297,,,3196,IPI00013948,Hs.168586,O43763
ZNF546,ENSG00000187187,ENSP00000486015,ENST00000627810,339327,,Hs.125008,B3KVL3
TAS2R60,ENSG00000185899,ENSP00000327724,ENST00000332690,338398,,Hs.688222,P59551
EGFEM1P,,,,93556,,Hs.478158,
SCN4B,ENSG00000177098,ENSP00000322460,ENST00000415030,6330,,Hs.65239,Q8IWT1
ADCY2,ENSG00000078295,,,108,IPI01013101,Hs.481545,Q08462
GIMAP8,ENSG00000171115,ENSP00000305107,ENST00000307271,155038,,Hs.647121,A0A090N8H2
ANKRD36,ENSG00000135976,,,375248,,Hs.541894,
EDARADD,ENSG00000186197,,,128178,,Hs.352224,Q8WWZ3
unassigned,,,,,,,
UNQ6126/PRO20091,,,,,,,
DDR1,ENSG00000204580,ENSP00000402013,ENST00000421499,780,IPI00001477,Hs.631988,Q08345
STAM2,ENSG00000115145,ENSP00000263904,ENST00000263904,10254,,Hs.17200,O75886
GRK6,ENSG00000198055,,,2870,IPI00465441,Hs.235116,P43250
VPS13C,ENSG00000129003,,,54832,,Hs.511668,Q709C8
PLCH1,ENSG00000114805,,,23007,,Hs.567423,Q4KWH8
unassigned,,,,,,,
SLC24A4,ENSG00000140090,,,123041,,Hs.385530,Q8NFF2
MAP3K6,ENSG00000142733,,,9064,,Hs.194694,O95382
WASHC5,ENSG00000164961,,,9897,,Hs.270043,E7EQI7
TFPI2,ENSG00000105825,,,7980,,Hs.438231,P48307
OR4A4P,,,,390134,,,
COX4I1,ENSG00000131143,ENSP00000454869,ENST00000565078,1327,IPI00006579,Hs.433419,P13073
unassigned,,,,,,,
DPF3,ENSG00000205683,,,8110,IPI00425378,Hs.162868,Q92784
EBF4,ENSG00000088881,,,57593,,Hs.471955,E9PEI2
NXT2,ENSG00000101888,,,55916,,Hs.25010,Q9NPJ8
CCL7,ENSG00000108688,,,6354,,Hs.251526,P80098
TM2D2,ENSG00000169490,,,83877,,Hs.7471,Q9BX73
SLC25A48,ENSG00000145832,,,153328,,Hs.412418,Q6ZT89
DNM1L,ENSG00000087470,,,10059,,Hs.556296,B4DYR6
USP19,ENSG00000172046,,,10869,,Hs.255596,O94966
SMCO2,ENSG00000165935,ENSP00000298876,ENST00000298876,341346,,Hs.282121,A6NFE2
LHFPL5,ENSG00000197753,ENSP00000353346,ENST00000360215,222662,,Hs.367947,Q8TAF8
ZNF14,ENSG00000105708,ENSP00000340514,ENST00000344099,7561,,Hs.659932,P17017
LLGL1,ENSG00000131899,ENSP00000492144,ENST00000640494,3996,,Hs.513983,Q15334
LRP5,ENSG00000162337,,,4041,,Hs.6347,O75197
MPPED1,ENSG00000186732,,,758,IPI01015242,Hs.159538,O15442
FBXO36,ENSG00000153832,,,130888,,Hs.140666,Q8NEA4
NAP1L5,ENSG00000177432,ENSP00000320488,ENST00000323061,266812,IPI00070003,Hs.12554,Q96NT1
RPS19BP1,ENSG00000187051,ENSP00000333948,ENST00000334678,91582,,Hs.526933,A0A024R1T1
ACOT9,ENSG00000123130,,,23597,,Hs.298885,Q9Y305
H6PD,ENSG00000049239,,,9563,,Hs.463511,R4GMU1
PRKN,ENSG00000185345,,,5071,IPI00005254,Hs.132954,O60260
NDUFA8,ENSG00000119421,ENSP00000362873,ENST00000373768,4702,,Hs.495039,B7Z768
BMP4,ENSG00000125378,,,652,IPI00292640,Hs.68879,P12644
MINOS1,ENSG00000173436,,,440574,,Hs.466662,Q5TGZ0
KRTAP4-12,ENSG00000213416,ENSP00000377582,ENST00000394014,83755,,Hs.572443,Q9BQ66
RAD50,ENSG00000113522,,,10111,,Hs.633509,A5D6Y3
FAM231BP,,,,,,,
ZNF470,ENSG00000197016,,,388566,IPI00294218,Hs.204449,Q6ECI4
RAB1A,ENSG00000138069,,,5861,IPI00185217,Hs.310645,P62820
FAM83B,ENSG00000168143,ENSP00000304078,ENST00000306858,222584,,Hs.152423,Q5T0W9
GPR101,ENSG00000165370,ENSP00000298110,ENST00000298110,83550,,Hs.350569,Q96P66
DEK,ENSG00000124795,,,7913,,Hs.484813,P35659
BST2,ENSG00000130303,,,684,IPI00026241,Hs.118110,A0A024R7H5
PPIL4,ENSG00000131013,ENSP00000253329,ENST00000253329,85313,,Hs.744238,Q8WUA2
CST4,ENSG00000101441,ENSP00000217423,ENST00000217423,1472,,Hs.654549,P01036
B3GALNT1,ENSG00000169255,,,8706,,Hs.418062,O75752
CMKLR1,ENSG00000174600,,,1240,IPI00017843,Hs.197143,Q99788
MUC17,ENSG00000169876,,,140453,,Hs.271819,Q685J3
BEX1,ENSG00000133169,ENSP00000361813,ENST00000372728,55859,,Hs.334370,Q9HBH7
CAVIN4,ENSG00000170681,ENSP00000418668,ENST00000307584,347273,,Hs.99004,Q5BKX8
MED18,ENSG00000130772,ENSP00000494184,ENST00000643699,54797,,Hs.479911,Q9BUE0
EMSY,ENSG00000158636,,,56946,,Hs.352588,Q7Z589
PLXNA2,ENSG00000076356,ENSP00000356000,ENST00000367033,5362,IPI00872947,Hs.497626,O75051
NOP14,ENSG00000087269,,,8602,IPI00022613,Hs.627133,A8KA74
ERVK-16,,,,100616411,,,
SRP72,ENSG00000174780,,,6731,IPI00966751,Hs.237825,O76094
GPD2,ENSG00000115159,,,2820,IPI00017895,Hs.512382,P43304
SCNN1G,ENSG00000166828,ENSP00000300061,ENST00000300061,6340,,Hs.371727,A5X2V1
GNAS,ENSG00000087460,,,2778,IPI00154366,Hs.125898,A0A0S2Z3H8
GPR161,ENSG00000143147,,,23432,,Hs.271809,Q8N6U8
unassigned,,,,,,,
unassigned,,,,,,,
TMEM235,ENSG00000204278,,,283999,,Hs.632228,A6NFC5
RFWD3,ENSG00000168411,,,55159,,Hs.567525,Q6PCD5
MPZL3,ENSG00000160588,ENSP00000278949,ENST00000278949,196264,,Hs.15396,Q6UWV2
SYNE1,ENSG00000131018,,,23345,,Hs.12967,B4E3R1
STX2,ENSG00000111450,,,2054,,Hs.437585,P32856
ST18,ENSG00000147488,,,9705,,Hs.655499,O60284
FEZ2,ENSG00000171055,,,9637,,Hs.258563,Q9UHY8
PHOSPHO2,ENSG00000144362,,,493911,IPI00152344,Hs.745233,Q8TCD6
NDUFAF4,ENSG00000123545,ENSP00000358272,ENST00000316149,29078,,Hs.512144,Q9P032
TCF3,ENSG00000071564,,,6929,,Hs.371282,P15923
LRRC70,ENSG00000186105,ENSP00000399441,ENST00000334994,100130733,,Hs.721348,Q7Z2Q7
RAP1GDS1,ENSG00000138698,,,5910,IPI00855767,Hs.132858,P52306
ZBTB3,ENSG00000185670,ENSP00000433691,ENST00000530112,79842,,Hs.147554,A0A024R5A6
SPATA18,ENSG00000163071,,,132671,,Hs.527090,Q8TC71
CATSPERB,ENSG00000133962,ENSP00000451083,ENST00000557036,79820,,Hs.131755,B3KWW9
PPP1R15B,ENSG00000158615,ENSP00000356156,ENST00000367188,84919,,Hs.304376,
MIR17HG,ENSG00000215417,,,407975,,Hs.24115,
OR10AG1,ENSG00000174970,ENSP00000493281,ENST00000641071,282770,IPI00303621,Hs.554525,A0A126GVM8
CEPT1,ENSG00000134255,,,10390,,Hs.363572,A0A024R0C0
CCDC194,ENSG00000269720,ENSP00000490504,ENST00000636079,110806280,,,
PGPEP1,ENSG00000130517,,,54858,,Hs.131776,Q9NXJ5
PRAMEF22,,,,653606,,,A3QJZ6
WASF2,ENSG00000158195,,,10163,,Hs.469244,Q9Y6W5
SDK1,ENSG00000146555,,,221935,,Hs.653013,Q7Z5N4
ATP11B,ENSG00000058063,,,23200,,Hs.478429,B4DKX1
TLE1,ENSG00000196781,,,7088,,Hs.197320,Q04724
ATP2B1,ENSG00000070961,,,490,IPI00216526,Hs.506276,P20020
GIG44,,,,,,,
TMCO1,ENSG00000143183,,,54499,IPI01018843,Hs.31498,B7Z591
DYRK2,ENSG00000127334,,,8445,IPI00304942,Hs.173135,Q92630
UTP4,ENSG00000141076,ENSP00000488731,ENST00000631682,84916,,Hs.461113,Q969X6
NAT9,ENSG00000109065,,,26151,IPI00790050,Hs.144058,Q9BTE0
TTYH1,ENSG00000167614,ENSP00000481138,ENST00000620298,57348,,Hs.268728,Q9H313
HNRNPU,ENSG00000153187,,,3192,IPI00883857,Hs.106212,Q00839
FRMD8P1,ENSG00000227942,,ENST00000440433,83957,,Hs.652967,
CSAG1,ENSG00000198930,,,158511,,Hs.423718,A0A024RC18
BIRC8,ENSG00000163098,ENSP00000412957,ENST00000426466,112401,IPI00102423,Hs.348263,Q6PIA0
OPRD1,ENSG00000116329,,,4985,,Hs.372,P41143
LOC285095,ENSG00000216921,ENSP00000490626,ENST00000404031,285095,,Hs.85890,
GJA10,ENSG00000135355,ENSP00000358358,ENST00000369352,84694,,Hs.334499,Q969M2
RFX2,ENSG00000087903,,,5990,,Hs.465709,P48378
LAMA1,ENSG00000101680,,,284217,,Hs.270364,P25391
FAM83D,ENSG00000101447,,,81610,,Hs.726442,Q9H4H8
EIF2B4,ENSG00000115211,,,8890,,Hs.169474,Q9UI10
SLC35F4,ENSG00000151812,,,341880,,Hs.28280,A4IF30
TMEM241,ENSG00000134490,,,85019,,Hs.137562,B4DH40
CEP170,ENSG00000143702,ENSP00000484359,ENST00000621831,9859,,Hs.533635,Q5SW79
COQ10B,ENSG00000115520,ENSP00000263960,ENST00000263960,80219,,Hs.606592,B8ZZX2
COTL1,ENSG00000103187,ENSP00000262428,ENST00000262428,23406,,Hs.289092,Q14019
ATP6V1G2,ENSG00000213760,ENSP00000406389,ENST00000444088,534,IPI00552247,Hs.249227,O95670
KRTAP25-1,ENSG00000232263,ENSP00000398619,ENST00000416044,100131902,,Hs.580882,Q3LHN0
CCDC125,ENSG00000183323,ENSP00000481171,ENST00000615018,202243,,Hs.654850,B4DSR1
ADGRG4,ENSG00000156920,,,139378,,Hs.381354,Q8IZF6
ETS1,ENSG00000134954,,,2113,,Hs.369438,P14921
BRF1,ENSG00000185024,,,2972,IPI00607889,Hs.424484,Q92994
HOXA1,ENSG00000105991,ENSP00000343246,ENST00000343060,3198,IPI00218318,Hs.67397,P49639
KRTAP3-1,ENSG00000212901,ENSP00000375430,ENST00000391588,83896,,Hs.307027,Q9BYR8
PCP2,ENSG00000174788,ENSP00000472761,ENST00000598935,126006,,Hs.591400,Q8IVA1
FAM118B,ENSG00000197798,ENSP00000433343,ENST00000533050,79607,,Hs.276315,J3KP39
MTHFS,ENSG00000136371,,,10588,,Hs.194294,P49914
OR6C1,ENSG00000205330,ENSP00000492978,ENST00000642104,390321,,Hs.553763,Q96RD1
SIX1,ENSG00000126778,ENSP00000247182,ENST00000247182,6495,IPI00017506,Hs.633506,Q15475
TMEM14EP,ENSG00000221962,,ENST00000639378,645843,,Hs.632562,
CATIP,ENSG00000158428,ENSP00000289388,ENST00000289388,375307,IPI00374196,Hs.645453,Q7Z7H3
MGAT4B,ENSG00000161013,ENSP00000491898,ENST00000639782,11282,,Hs.567419,Q9UQ53
RSPH10B,ENSG00000155026,,,222967,,Hs.442339,B2RC85
