SYMBOL,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,IPI,UNIGENE,UNIPROT
CLRN3,ENSG00000180745,ENSP00000357660,ENST00000368671,119467,,Hs.242014,Q8NCR9
SLC22A3,ENSG00000146477,ENSP00000275300,ENST00000275300,6581,IPI00872448,Hs.567337,O75751
MMRN2,ENSG00000173269,,,79812,,Hs.524479,Q9H8L6
NSF,ENSG00000073969,ENSP00000481714,ENST00000620290,4905,,Hs.431279,P46459
FOXQ1,ENSG00000164379,ENSP00000296839,ENST00000296839,94234,IPI00018738,Hs.591352,Q9C009
FARS2,ENSG00000145982,,,10667,,Hs.484547,O95363
TRAK1,ENSG00000182606,,,22906,,Hs.535711,A0A024R2M0
HOXC11,ENSG00000123388,ENSP00000446680,ENST00000546378,3227,IPI00011610,Hs.127562,O43248
SYCP2,ENSG00000196074,,,10388,,Hs.202676,Q9BX26
UBE2Z,ENSG00000159202,,,65264,,Hs.514297,Q9H832
CDH7,ENSG00000081138,,,1005,IPI00297181,Hs.541003,F5H5X9
AP2B1,ENSG00000006125,,,163,IPI00784156,Hs.514819,A0A140VJE8
CCDC151,ENSG00000198003,,,115948,,Hs.124010,A5D8V7
SDHB,ENSG00000117118,ENSP00000364649,ENST00000375499,6390,,Hs.465924,P21912
UROC1,ENSG00000159650,ENSP00000290868,ENST00000290868,131669,,Hs.331148,Q96N76
CDH18,ENSG00000145526,,,1016,IPI00014371,Hs.317632,Q13634
TMEM247,ENSG00000284701,ENSP00000388684,ENST00000434431,388946,IPI00921285,Hs.733348,A6NEH6
CKAP4,ENSG00000136026,,,10970,,Hs.74368,A0A024RBH2
PRUNE2,ENSG00000106772,,,158471,,Hs.262857,A0A088AWP5
BNIPL,ENSG00000163141,,,149428,,Hs.591473,Q7Z465
CKAP2L,ENSG00000169607,,,150468,,Hs.434250,Q8IYA6
unassigned,,,,,,,
C2,ENSG00000166278,ENSP00000405800,ENST00000416252,717,IPI01011607,Hs.408903,P06681
CENPA,ENSG00000115163,,,1058,IPI00027152,Hs.1594,P49450
ZNF732,ENSG00000186777,,,654254,,Hs.698668,B4DXR9
DNAJA4,ENSG00000140403,,,55466,,Hs.513053,Q69YX3
OR1K1,ENSG00000165204,ENSP00000277309,ENST00000277309,392392,,Hs.632681,A0A126GVB9
DDX1,ENSG00000079785,,,1653,,Hs.440599,A3RJH1
TEX2,ENSG00000136478,ENSP00000258991,ENST00000258991,55852,,Hs.175414,Q8IWB9
TRAV3,,,,28690,,,
RPA2,ENSG00000117748,ENSP00000363021,ENST00000373912,6118,,Hs.79411,B4DUL2
unassigned,,,,,,,
HHIPL2,ENSG00000143512,,,79802,,Hs.665660,Q6UWX4
LTN1,ENSG00000198862,,,26046,,Hs.288773,O94822
WFDC5,ENSG00000175121,,,149708,,Hs.375031,Q8TCV5
TSEN2,ENSG00000154743,,,80746,,Hs.335550,A0A024R2H2
MAP3K5,ENSG00000197442,ENSP00000351908,ENST00000359015,4217,,Hs.186486,Q99683
DCC,ENSG00000187323,,,1630,,Hs.162025,P43146
GOLPH3,ENSG00000113384,,,64083,,Hs.408909,Q9H4A6
ZNF865,ENSG00000261221,ENSP00000457715,ENST00000568956,100507290,,Hs.729114,P0CJ78
TRBJ1-6,,,,28630,,,
REEP1,ENSG00000068615,,,65055,,Hs.368884,E7EUF7
TFF2,ENSG00000160181,ENSP00000291526,ENST00000291526,7032,,Hs.2979,Q03403
PLA2G2E,ENSG00000188784,ENSP00000364257,ENST00000375116,30814,,Hs.272372,Q9NZK7
C4orf45,ENSG00000164123,ENSP00000412215,ENST00000434826,152940,,Hs.415576,Q96LM5
DNAJC7,ENSG00000168259,,,7266,,Hs.500156,Q99615
OC90,ENSG00000253117,ENSP00000254627,ENST00000254627,729330,IPI00938069,Hs.653174,Q02509
SCN7A,ENSG00000136546,,,6332,,Hs.596087,Q01118
CEP97,ENSG00000182504,,,79598,,Hs.444135,B4DGU8
RBAKDN,ENSG00000273313,,,389458,,Hs.733005,
PLEKHA1,ENSG00000107679,,,59338,,Hs.643512,Q9HB21
MCEMP1,ENSG00000183019,ENSP00000329920,ENST00000333598,199675,,Hs.709539,Q8IX19
LDHAL6A,ENSG00000166800,ENSP00000379516,ENST00000396213,160287,,Hs.668877,Q6ZMR3
HJURP,ENSG00000123485,,,55355,,Hs.532968,Q8NCD3
PRELP,ENSG00000188783,ENSP00000343924,ENST00000343110,5549,IPI00020987,Hs.632481,P51888
ITPR2,ENSG00000123104,,,3709,IPI00218668,Hs.512235,Q14571
PLEKHN1,ENSG00000187583,,,84069,,Hs.528691,Q494U1
LINC00308,ENSG00000184856,,,54143,,Hs.352631,
TELO2,ENSG00000100726,,,9894,,Hs.271044,B4DXS2
CLCN6,ENSG00000011021,,,1185,IPI00414669,Hs.193043,P51797
MPI,ENSG00000178802,,,4351,,Hs.75694,H3BPP3
DENND1C,ENSG00000205744,ENSP00000370889,ENST00000590444,79958,,Hs.236449,Q8IV53
LEMD1,ENSG00000186007,ENSP00000356120,ENST00000367152,93273,IPI00642166,Hs.655520,Q68G75
RPL10A,ENSG00000198755,,,4736,,Hs.148340,P62906
ZBTB5,ENSG00000168795,ENSP00000307604,ENST00000307750,9925,,Hs.161276,O15062
PXK,ENSG00000168297,,,54899,,Hs.190544,A0A0C4DG95
RRAD,ENSG00000166592,,,6236,,Hs.1027,A0A024R6X0
STAB2,ENSG00000136011,,,55576,,Hs.408249,Q8WWQ8
SATL1,ENSG00000184788,,,340562,,Hs.640783,Q86VE3
FAM24B,ENSG00000213185,ENSP00000357894,ENST00000368898,196792,,Hs.114648,Q8N5W8
DPF1,ENSG00000011332,,,8193,IPI00642063,Hs.631576,Q92782
OR4D5,ENSG00000171014,ENSP00000305970,ENST00000307033,219875,,Hs.553639,A0A126GVD9
NAPSA,ENSG00000131400,ENSP00000253719,ENST00000253719,9476,,Hs.512843,O96009
KIF25-AS1,ENSG00000229921,,,100505879,,Hs.225962,
TOPBP1,ENSG00000163781,,,11073,,Hs.593379,A0AV47
HMGB4,ENSG00000176256,,,127540,,Hs.568628,Q8WW32
CEACAM8,ENSG00000124469,,,1088,IPI00908562,Hs.41,B4DLI3
MDGA1,ENSG00000112139,,,266727,IPI00168866,Hs.437993,Q8NFP4
UBTD2,ENSG00000168246,ENSP00000377381,ENST00000393792,92181,IPI00157729,Hs.131570,B3KMW8
TRIP10,ENSG00000125733,,,9322,,Hs.515094,Q15642
CPT1A,ENSG00000110090,,,1374,IPI00032038,Hs.503043,P50416
HDAC8,ENSG00000147099,,,55869,,Hs.310536,Q9BY41
KRTAP9-7,ENSG00000180386,ENSP00000375149,ENST00000391354,100505724,,,A8MTY7
LOC105371045,ENSG00000284395,ENSP00000492108,ENST00000640283,105371045,,,A0A1W2PR82
CTSF,ENSG00000174080,,,8722,,Hs.11590,Q9UBX1
CD99L2,ENSG00000102181,,,83692,,Hs.522805,Q8TCZ2
STOX1,ENSG00000165730,,,219736,,Hs.37636,Q6ZVD7
SMARCAL1,ENSG00000138375,,,50485,,Hs.516674,Q9NZC9
KCNAB3,ENSG00000170049,ENSP00000302719,ENST00000303790,9196,,Hs.435074,O43448
ZNF596,ENSG00000172748,,,169270,,Hs.591388,Q8TC21
IGLV2-11,,,,28816,,,
MOB3C,ENSG00000142961,,,148932,,Hs.632401,X6R3L3
HSPA7,ENSG00000225217,,ENST00000445535,3311,,Hs.662180,
WASF3,ENSG00000132970,,,10810,,Hs.618732,Q9UPY6
DIP2B,ENSG00000066084,,,57609,,Hs.505516,Q7Z3H2
IRF6,ENSG00000117595,,,3664,IPI01012366,Hs.591415,O14896
ANKRD11,ENSG00000167522,,,29123,,Hs.335003,Q6UB99
C2orf49,ENSG00000135974,ENSP00000258457,ENST00000258457,79074,,Hs.549577,C9J4K0
PHF14,ENSG00000106443,,,9678,,Hs.655688,B4DG57
TMEM52B,ENSG00000165685,ENSP00000371348,ENST00000381923,120939,,Hs.226422,Q4KMG9
TEX36,ENSG00000175018,,,387718,IPI00375813,Hs.148259,Q5VZQ5
NFXL1,ENSG00000170448,,,152518,,Hs.646325,B1Q2B0
DDX59,ENSG00000118197,,,83479,,Hs.497332,Q5T1V6
GPNMB,ENSG00000136235,,,10457,,Hs.190495,Q14956
IGKV1-9,,,,28941,,,
APCS,ENSG00000132703,ENSP00000255040,ENST00000255040,325,IPI00022391,Hs.507080,P02743
DIAPH2,ENSG00000147202,,,1730,,Hs.226483,O60879
CUL2,ENSG00000108094,,,8453,IPI00985090,Hs.82919,A0A140VKB1
ITM2A,ENSG00000078596,,,9452,,Hs.17109,O43736
SCAF4,ENSG00000156304,,,57466,,Hs.17255,O95104
FANK1,ENSG00000203780,,,92565,IPI00556003,Hs.352591,Q8TC84
GPR78,ENSG00000155269,,,27201,,Hs.740355,B2R7M4
CWC22,ENSG00000163510,,,57703,,Hs.311363,Q9HCG8
ANKRD37,ENSG00000186352,ENSP00000421529,ENST00000507479,353322,,Hs.508154,Q7Z713
NPIPA3,ENSG00000224712,ENSP00000488574,ENST00000631716,642778,IPI00472783,,F8WFD2
TRBV15,,,,28572,,,
SSU72P5,,,,196120,,,
MRPL43,ENSG00000055950,,,84545,,Hs.421848,Q8N983
TIGD2,ENSG00000180346,ENSP00000486687,ENST00000603357,166815,,Hs.58924,B3KNK0
IL12B,ENSG00000113302,ENSP00000231228,ENST00000231228,3593,IPI00021798,Hs.674,P29460
FABP2,ENSG00000145384,ENSP00000274024,ENST00000274024,2169,,Hs.282265,P12104
IGDCC4,ENSG00000103742,,,57722,,Hs.458607,Q8TDY8
TOPORS,ENSG00000197579,ENSP00000353735,ENST00000360538,10210,,Hs.589962,Q9NS56
NTNG1,ENSG00000162631,,,22854,,Hs.133046,Q5IEC3
HAT1,ENSG00000128708,,,8520,IPI00651621,Hs.632532,O14929
RSL24D1,ENSG00000137876,ENSP00000260443,ENST00000260443,51187,,Hs.274772,A0A024R5U8
SVOPL,ENSG00000157703,,,136306,,Hs.99414,Q8N434
CSRNP3,ENSG00000178662,,,80034,,Hs.470479,Q8WYN3
DFFB,ENSG00000169598,,,1677,,Hs.133089,B4DZS0
unassigned,,,,,,,
MAMDC2,ENSG00000165072,ENSP00000366387,ENST00000377182,256691,IPI00183750,Hs.547172,Q7Z304
PDIA4,ENSG00000155660,,,9601,,Hs.93659,A0A090N8Y2
NBPF15,ENSG00000266338,ENSP00000481835,ENST00000488031,284565,,Hs.523572,B4DRP3
ENPP4,ENSG00000001561,ENSP00000318066,ENST00000321037,22875,,Hs.643497,Q9Y6X5
KLK3,ENSG00000142515,,,354,IPI00386209,Hs.171995,P07288
LMF2,ENSG00000100258,,,91289,,Hs.150540,Q9BU23
CCDC181,ENSG00000117477,,,57821,,Hs.567557,B2R917
SOX3,ENSG00000134595,ENSP00000359567,ENST00000370536,6658,IPI00240510,Hs.157429,P41225
PHLDA1,ENSG00000139289,,,22822,,Hs.602085,Q8WV24
MTM1,ENSG00000171100,,,4534,,Hs.655056,A0A024RC06
IGHV1-18,,,,28468,,,
ZIC4,ENSG00000174963,,,84107,,Hs.415766,Q8N9L1
OLFM2,ENSG00000105088,ENSP00000264833,ENST00000264833,93145,IPI00295767,Hs.169743,O95897
KIAA0754,ENSG00000127603,,,643314,,Hs.658760,A0A286YES6
TNFRSF13C,ENSG00000159958,ENSP00000291232,ENST00000291232,115650,,Hs.344088,Q5H8V1
COL21A1,ENSG00000124749,,,81578,,Hs.47629,A0A158RFW1
IGFBP1,ENSG00000146678,ENSP00000275525,ENST00000275525,3484,IPI00031086,Hs.642938,P08833
PPFIA4,ENSG00000143847,,,8497,IPI00916144,Hs.153648,B4DIS5
OR11H2,ENSG00000258453,ENSP00000485150,ENST00000556246,79334,,Hs.554706,Q8NH07
SMARCC2,ENSG00000139613,,,6601,IPI00150057,Hs.236030,Q8TAQ2
FGF20,ENSG00000078579,ENSP00000180166,ENST00000180166,26281,IPI00014608,Hs.199905,Q9NP95
MKRN4P,,,,7682,,,
ARPC4,ENSG00000241553,,,10093,,Hs.323342,P59998
GABRA1,ENSG00000022355,,,2554,IPI00295235,Hs.175934,A8K177
RHOBTB3,ENSG00000164292,,,22836,,Hs.445030,O94955
PRM2,ENSG00000122304,,,5620,IPI00024683,Hs.2324,P04554
PSMC2,ENSG00000161057,,,5701,IPI00021435,Hs.437366,B7Z571
BRSK1,ENSG00000160469,,,84446,,Hs.182081,Q8TDC3
LTF,ENSG00000012223,,,4057,,Hs.529517,P02788
MSMO1,ENSG00000052802,,,6307,,Hs.105269,Q15800
CDC42SE2,ENSG00000158985,,,56990,,Hs.508829,Q9NRR3
SPTBN2,ENSG00000173898,,,6712,IPI00012645,Hs.26915,O15020
ZPR1,ENSG00000109917,,,8882,,Hs.7165,O75312
C3orf38,ENSG00000179021,ENSP00000322469,ENST00000318887,285237,,Hs.476944,Q5JPI3
OR52M1,ENSG00000197790,ENSP00000353343,ENST00000360213,119772,,Hs.553567,Q8NGK5
PTRH2,ENSG00000141378,,,51651,IPI00032903,Hs.12677,J3KQ48
IRF8,ENSG00000140968,,,3394,IPI00026224,Hs.137427,Q02556
OR51J1,,,,79470,,,Q9H342
HSPA1A,ENSG00000204389,ENSP00000364802,ENST00000375651,3303,IPI00911039,Hs.274402,A8K5I0
SLC22A20P,ENSG00000197847,,,440044,,Hs.532372,
DBP,ENSG00000105516,,,1628,,Hs.414480,Q10586
AK4,ENSG00000162433,,,205,IPI00016568,Hs.10862,P27144
POTED,ENSG00000166351,,,317754,,Hs.742365,Q86YR6
PNPO,ENSG00000108439,,,55163,,Hs.631742,Q9NVS9
MCM9,ENSG00000111877,,,254394,,Hs.279008,Q9NXL9
PRAMEF33,ENSG00000237700,ENSP00000492439,ENST00000437300,645382,,,A0A0G2JMD5
SERGEF,ENSG00000129158,,,26297,IPI00015919,Hs.32470,A8K8C1
CCDC71L,ENSG00000253276,ENSP00000430897,ENST00000523505,168455,,Hs.29692,Q8N9Z2
LINC01551,ENSG00000186960,,,387978,,Hs.633254,
CDK2AP1,ENSG00000111328,ENSP00000261692,ENST00000261692,8099,IPI00792446,Hs.433201,O14519
SCRG1,ENSG00000164106,ENSP00000296506,ENST00000296506,11341,,Hs.7122,O75711
MAP3K10,ENSG00000130758,ENSP00000253055,ENST00000253055,4294,,Hs.466743,Q02779
CCDC144CP,,,,348254,,Hs.462475,
ZNF566,ENSG00000186017,,,84924,,Hs.533939,Q969W8
WDFY1,ENSG00000085449,,,57590,,Hs.368359,A0A024R488
LILRB2,ENSG00000131042,ENSP00000482086,ENST00000615641,10288,,Hs.655652,A2IXV5
SLC16A7,ENSG00000118596,,,9194,,Hs.88156,A0A024RBB2
SIPA1L2,ENSG00000116991,,,57568,,Hs.745009,Q9P2F8
SCRT1,ENSG00000261678,ENSP00000455711,ENST00000569446,83482,,Hs.31746,Q9BWW7
RAP2B,ENSG00000181467,ENSP00000319096,ENST00000323534,5912,IPI00018364,Hs.98643,P61225
BAIAP2,ENSG00000175866,,,10458,,Hs.128316,Q9UQB8
TMEM158,ENSG00000249992,ENSP00000422431,ENST00000503771,25907,,Hs.740403,Q8WZ71
DDX12P,ENSG00000214826,,ENST00000432996,440081,,Hs.447869,
ACER2,ENSG00000177076,ENSP00000342609,ENST00000340967,340485,,Hs.41379,B3KVV5
RPS24,ENSG00000138326,,,6229,,Hs.280130,P62847
PJVK,ENSG00000204311,,,494513,IPI00746516,Hs.87734,Q0ZLH3
AGR3,ENSG00000173467,ENSP00000308606,ENST00000310398,155465,,Hs.100686,Q8TD06
NPIPB7,,,,440350,,,
RNH1,ENSG00000023191,ENSP00000480036,ENST00000621211,6050,,Hs.530687,A0A140VJT8
MORF4L1,ENSG00000185787,,,10933,,Hs.374503,Q9UBU8
ARSI,ENSG00000183876,ENSP00000333395,ENST00000328668,340075,,Hs.591252,Q5FYB1
NAPA,ENSG00000105402,ENSP00000263354,ENST00000263354,8775,,Hs.126938,A0A024R0R9
NEUROD1,ENSG00000162992,ENSP00000295108,ENST00000496876,4760,,Hs.574626,Q13562
EXTL1,ENSG00000158008,ENSP00000363398,ENST00000481377,2134,,Hs.150956,Q92935
RASA1,ENSG00000145715,,,5921,IPI01010423,Hs.664080,P20936
PF4V1,ENSG00000109272,ENSP00000226524,ENST00000226524,5197,IPI00022295,Hs.72933,P10720
ACTL7A,ENSG00000187003,ENSP00000334300,ENST00000333999,10881,,Hs.123530,A0A140VK03
PON2,ENSG00000105854,,,5445,IPI00014958,Hs.514420,A0A0J9YYG4
ZNF606,ENSG00000166704,,,80095,,Hs.654967,A0A024R4S7
KIR2DS1,ENSG00000275921,ENSP00000479102,ENST00000615190,3806,IPI00292723,Hs.744319,K7QUS8
NCBP3,ENSG00000074356,,,55421,,Hs.120963,Q53F19
TOX2,ENSG00000124191,,,84969,,Hs.26608,Q96NM4
PCNX2,ENSG00000135749,,,80003,,Hs.370605,A6NKB5
PMEPA1,ENSG00000124225,,,56937,,Hs.517155,Q969W9
HNRNPUL2,ENSG00000214753,ENSP00000301785,ENST00000301785,221092,,Hs.657058,Q1KMD3
MEX3A,ENSG00000254726,ENSP00000432845,ENST00000532414,92312,IPI00385217,Hs.591496,A1L020
SLC2A5,ENSG00000142583,,,6518,IPI00027452,Hs.530003,A0A140VJK5
USP30,ENSG00000135093,,,84749,,Hs.486434,B3KUS5
GCOM2,,,,339970,,,
NFKBID,ENSG00000167604,,,84807,,Hs.466531,Q8NI38
ASRGL1,ENSG00000162174,,,80150,,Hs.535326,A0A024R573
PADI6,ENSG00000276747,ENSP00000483125,ENST00000619609,353238,,Hs.531598,Q6TGC4
OR13G1,ENSG00000197437,ENSP00000493110,ENST00000642119,441933,,Hs.553834,Q8NGZ3
ACTRT2,ENSG00000169717,ENSP00000367658,ENST00000378404,140625,,Hs.236635,Q8TDY3
LY6L,ENSG00000261667,ENSP00000455811,ENST00000562505,101928108,,,H3BQJ8
MAN2B2,ENSG00000013288,ENSP00000285599,ENST00000285599,23324,,Hs.188464,B7Z754
PPP1R3A,ENSG00000154415,ENSP00000284601,ENST00000284601,5506,IPI00012532,Hs.458309,Q16821
GUF1,ENSG00000151806,,,60558,,Hs.546419,A0A024R9T3
HDHD2,ENSG00000167220,,,84064,,Hs.465041,Q9H0R4
SHISA3,ENSG00000178343,ENSP00000326445,ENST00000319234,152573,,Hs.370904,A0PJX4
CENPW,ENSG00000203760,ENSP00000357309,ENST00000368326,387103,IPI00554528,Hs.486401,Q5EE01
unassigned,,,,,,,
RFTN1,ENSG00000131378,,,23180,,Hs.98910,Q14699
GNLY,ENSG00000115523,,,10578,,Hs.105806,B4E3H9
OSBPL6,ENSG00000079156,,,114880,,Hs.318775,Q9BZF3
FAM156A,ENSG00000268350,ENSP00000480373,ENST00000613284,29057,,Hs.6451,Q8NDB6
IGLV3-21,,,,28796,,Hs.449585,
SPON2,ENSG00000159674,,,10417,,Hs.302963,Q9BUD6
ESYT3,ENSG00000158220,,,83850,,Hs.477711,A0FGR9
SEMA7A,ENSG00000138623,,,8482,IPI00924680,Hs.24640,B3KMH6
GALNT14,ENSG00000158089,,,79623,,Hs.468058,Q96FL9
PRRX2,ENSG00000167157,,,51450,,Hs.660115,A0A140VJS2
RBM27,ENSG00000091009,ENSP00000265271,ENST00000265271,54439,IPI00292975,Hs.61441,Q9P2N5
SF3B5,ENSG00000169976,ENSP00000356541,ENST00000367569,83443,,Hs.110695,Q9BWJ5
unassigned,,,,,,,
LMX1A,ENSG00000162761,,,4009,,Hs.667312,Q8TE12
RGS19,ENSG00000171700,,,10287,,Hs.422336,P49795
RPL36,ENSG00000130255,,,25873,,Hs.408018,Q9Y3U8
ROCK2,ENSG00000134318,,,9475,,Hs.681743,O75116
CLDN18,ENSG00000066405,,,51208,,Hs.655324,P56856
TAAR3P,ENSG00000179073,,ENST00000466706,9288,,Hs.730091,
ZNF73,,,,105379427,,,
SMCO4,ENSG00000166002,ENSP00000431781,ENST00000525141,56935,,Hs.438064,A0A024R3A3
SMOX,ENSG00000088826,,,54498,IPI00424183,Hs.433337,Q9NWM0
MTNR1B,ENSG00000134640,ENSP00000257068,ENST00000257068,4544,,Hs.569039,P49286
RPL22L1,ENSG00000163584,,,200916,,Hs.380933,Q6P5R6
ANAPC2,ENSG00000176248,ENSP00000314004,ENST00000487917,29882,,Hs.533262,Q9UJX6
OTOP3,ENSG00000182938,ENSP00000328090,ENST00000328801,347741,,Hs.454407,Q7RTS5
SLFN11,ENSG00000172716,,,91607,,Hs.745059,Q7Z7L1
ZG16,ENSG00000174992,ENSP00000383563,ENST00000400752,653808,,Hs.632195,O60844
CSNKA2IP,,,,111064647,,,
ACKR3,ENSG00000144476,ENSP00000405945,ENST00000447924,57007,,Hs.471751,P25106
PRR14,ENSG00000156858,,,78994,,Hs.293629,A0A024QZB5
unassigned,,,,,,,
LMX1B,ENSG00000136944,,,4010,,Hs.129133,B7ZLH2
DUSP10,ENSG00000143507,,,11221,,Hs.497822,Q9Y6W6
SCAND1,ENSG00000171222,,,51282,,Hs.584909,P57086
UBL7,ENSG00000138629,,,84993,,Hs.334713,Q96S82
LINC00528,ENSG00000269220,,,200298,,Hs.517397,
PLAGL1,ENSG00000118495,,,5325,IPI00645881,Hs.743225,A1YLA1
TSPAN2,ENSG00000134198,ENSP00000358529,ENST00000369516,10100,,Hs.310458,B1AKP1
LZTS2,ENSG00000107816,,,84445,,Hs.523221,B4DP66
ANKEF1,ENSG00000132623,,,63926,,Hs.70903,Q9NU02
CRP,ENSG00000132693,,,1401,IPI00022389,Hs.76452,P02741
ADGB,ENSG00000118492,,,79747,,Hs.720870,Q8N7X0
PIK3C3,ENSG00000078142,,,5289,IPI00299755,Hs.464971,A8MYT4
IGHV3-7,,,,28452,,,
SPATA17,ENSG00000162814,,,128153,,Hs.171130,Q96L03
DHRS4,ENSG00000157326,ENSP00000494364,ENST00000645612,10901,,Hs.528385,Q9BTZ2
TSNARE1,ENSG00000171045,,,203062,,Hs.370931,E5RHT3
MEDAG,ENSG00000102802,ENSP00000369849,ENST00000380482,84935,,Hs.147880,Q5VYS4
TEX37,ENSG00000172073,ENSP00000307142,ENST00000303254,200523,,Hs.132104,A0A140VK60
DSCR4,ENSG00000184029,,,10281,,Hs.23251,
TRAP1,ENSG00000126602,,,10131,,Hs.30345,Q12931
ZMAT2,ENSG00000146007,,,153527,,Hs.350194,Q96NC0
TRAV8-4,,,,28682,,,
GEM,ENSG00000164949,ENSP00000379497,ENST00000396194,2669,IPI00022710,Hs.654463,A0A024R9F5
LINC00694,,,,,,,
C17orf112,ENSG00000227011,,,100506650,,Hs.146556,F2Z3M2
PIP5KL1,ENSG00000167103,,,138429,,Hs.734928,Q5T9C9
HIST1H2BN,ENSG00000233822,ENSP00000483903,ENST00000612898,8341,IPI00794461,Hs.534368,A0A024RCJ9
BRIX1,ENSG00000113460,,,55299,,Hs.718510,Q8TDN6
MRPL33,ENSG00000243147,ENSP00000368988,ENST00000379666,9553,,Hs.515879,O75394
KRTAP10-8,ENSG00000187766,ENSP00000335565,ENST00000334662,386681,IPI00394677,Hs.528021,P60410
PLD4,ENSG00000166428,,,122618,,Hs.407101,B4DI07
POC1A,ENSG00000164087,ENSP00000296484,ENST00000296484,25886,,Hs.476306,Q8NBT0
DLG4,ENSG00000132535,,,1742,,Hs.463928,P78352
TMEM244,ENSG00000203756,ENSP00000357125,ENST00000368143,253582,,Hs.448372,Q5VVB8
IGKV3-7,,,,28915,,,
HBM,ENSG00000206177,ENSP00000349270,ENST00000472539,3042,IPI00456238,Hs.647389,A0A1K0FU50
IGKV1-13,,,,28939,,,
ARHGAP21,ENSG00000107863,,,57584,,Hs.524195,Q5T5U3
PTPN6,ENSG00000111679,,,5777,IPI00183046,Hs.63489,P29350
IGLV3-1,,,,28809,,,
ARPC5L,ENSG00000136950,,,81873,,Hs.132499,A0A024R897
OR4A15,ENSG00000181958,ENSP00000493060,ENST00000641526,81328,,Hs.554529,Q8NGL6
KIF14,ENSG00000118193,,,9928,,Hs.3104,Q15058
POLR2E,ENSG00000099817,,,5434,IPI00291093,Hs.24301,B4DJ89
ARL6IP4,ENSG00000182196,,,51329,,Hs.103561,Q66PJ3
PALD1,ENSG00000107719,ENSP00000263563,ENST00000263563,27143,,Hs.202351,A0A024QZM5
PSD2,ENSG00000146005,ENSP00000274710,ENST00000274710,84249,,Hs.21963,Q9BQI7
AQP2,ENSG00000167580,ENSP00000450022,ENST00000550862,359,IPI00012818,Hs.130730,P41181
unassigned,,,,,,,
HOXC8,ENSG00000037965,ENSP00000040584,ENST00000040584,3224,IPI00010756,Hs.664500,P31273
unassigned,,,,,,,
TMIE,ENSG00000181585,ENSP00000495111,ENST00000644830,259236,IPI00168780,Hs.185777,Q8NEW7
STATH,ENSG00000126549,ENSP00000246895,ENST00000246895,6779,IPI00022990,Hs.654495,P02808
HERPUD1,ENSG00000051108,,,9709,,Hs.146393,Q15011
ST6GALNAC1,ENSG00000070526,,,55808,,Hs.105352,Q9NSC7
NECAP2,ENSG00000157191,,,55707,,Hs.437385,Q9NVZ3
LSG1,ENSG00000041802,,,55341,,Hs.744061,Q9H089
ZNF516,ENSG00000101493,,,9658,,Hs.436973,Q2YDX2
FSTL3,ENSG00000070404,ENSP00000484412,ENST00000605925,10272,,Hs.529038,A0A024R1Y8
ZC3H12D,ENSG00000178199,,,340152,,Hs.632618,A2A288
SLC6A4,ENSG00000108576,ENSP00000385822,ENST00000401766,6532,IPI00797748,Hs.29792,B2R7Y7
IDUA,ENSG00000127415,,,3425,IPI00018879,Hs.89560,P35475
SHARPIN,ENSG00000179526,,,81858,,Hs.529755,Q6PJD5
DYNLRB2,ENSG00000168589,,,83657,,Hs.98849,H3BQI1
INS-IGF2,ENSG00000129965,ENSP00000495715,ENST00000643349,723961,IPI00894133,Hs.272259,F8WCM5
ARPP21,ENSG00000172995,,,10777,,Hs.475902,A8K1F3
LRCH2,ENSG00000130224,,,57631,,Hs.65366,Q5VUJ6
DGKE,ENSG00000153933,ENSP00000284061,ENST00000284061,8526,IPI00003293,Hs.239514,A1L4Q0
VAMP5,ENSG00000168899,ENSP00000305647,ENST00000306384,10791,,Hs.534373,O95183
SCML2,ENSG00000102098,,,10389,,Hs.495774,Q9UQR0
DUSP1,ENSG00000120129,ENSP00000239223,ENST00000239223,1843,,Hs.171695,B4DU40
SON,ENSG00000159140,,,6651,IPI00000192,Hs.517262,P18583
INTS2,ENSG00000108506,,,57508,,Hs.279646,A0A024QZ48
TOP1MT,ENSG00000184428,,,116447,,Hs.528574,Q969P6
PGAP2,ENSG00000148985,,,27315,,Hs.133968,Q9UHJ9
PPP1R16B,ENSG00000101445,ENSP00000299824,ENST00000299824,26051,,Hs.45719,Q96T49
CC2D2B,ENSG00000188649,,,387707,IPI00909452,Hs.652240,Q6DHV5
WWP2,ENSG00000198373,,,11060,,Hs.408458,B4DHF6
GAGE6,,,,2578,IPI00011545,Hs.632808,Q13070
REXO2,ENSG00000076043,ENSP00000265881,ENST00000265881,25996,,Hs.677190,Q9Y3B8
THOC7,ENSG00000163634,,,80145,,Hs.288151,A0A024R341
TYRO3,ENSG00000092445,,,7301,,Hs.381282,H0YNK6
GPAM,ENSG00000119927,,,57678,,Hs.42586,Q86T70
HIF3A,ENSG00000124440,,,64344,,Hs.420830,Q9Y2N7
MAFA,ENSG00000182759,ENSP00000328364,ENST00000528185,389692,,Hs.521914,Q8NHW3
PTPRC,ENSG00000081237,ENSP00000458846,ENST00000573298,5788,IPI00844079,Hs.654514,M9MML4
MUM1L1,ENSG00000157502,,,139221,,Hs.592221,Q5H9M0
CEP44,ENSG00000164118,,,80817,,Hs.555989,Q9C0F1
ADIPOQ,ENSG00000181092,ENSP00000320709,ENST00000320741,9370,,Hs.80485,A8K660
