"GID","UNIPROT"
"NCU17086","V5ILE1"
"NCU17087","V5IKN2"
"NCU17100","V5IKY1"
"NCU17101","V5IKP4"
"NCU17105","V5IKP8"
"NCU17107","V5IM46"
"NCU17113","V5IKR2"
"NCU17114","V5IM60"
"NCU17115","V5IKR5"
"NCU17116","V5IKS2"
"NCU17123","V5IKS9"
"NCU17126","V5INC7"
"NCU17127","V5IL33"
"NCU17135","V5ILP6"
"NCU17136","V5ILP9"
"NCU17137","V5INF8"
"NCU17138","V5IL41"
"NCU17143","V5IKV5"
"NCU17145","V5IMC1"
"NCU17150","V5IL47"
"NCU17154","V5IKF5"
"NCU17155","V5IKB3"
"NCU17157","V5IM56"
"NCU17161","V5IKB5"
"NCU17167","V5IM69"
"NCU17170","V5IKB9"
"NCU17171","V5ILA2"
"NCU17172","V5IKC0"
"NCU17180","V5ILB8"
"NCU17181","V5IKU4"
"NCU17185","V5IKV4"
"NCU17186","V5IMB7"
"NCU17187","V5IKI0"
"NCU17188","V5IKC8"
"NCU17202","V5IMD9"
"NCU17203","V5IKI7"
"NCU17205","V5IKD3"
"NCU17208","V5IME3"
"NCU17215","V5IKX7"
"NCU17216","V5IMF3"
"NCU17224","V5IKJ6"
"NCU17225","V5IKD9"
"NCU17227","V5ILG9"
"NCU17230","V5ILI6"
"NCU17231","V5IKK8"
"NCU17232","V5IKL2"
"NCU17244","V5IKF2"
"NCU17247","V5IMM7"
"NCU17249","V5ILM3"
"NCU17250","V5IL31"
"NCU17251","V5ILN5"
"NCU17252","V5IL45"
"NCU17257","V5IKH2"
"NCU17258","V5ILP5"
"NCU17260","V5IKH4"
"NCU17261","V5ILP8"
"NCU17263","V5IKP3"
"NCU17264","V5IKH6"
"NCU17267","V5IMR9"
"NCU17268","V5IKP5"
"NCU17270","V5ILQ4"
"NCU17271","V5IL56"
"NCU17272","V5IMS2"
"NCU17274","V5ILQ9"
"NCU17275","V5IKQ7"
"NCU17277","V5IKR0"
"NCU17281","V5ILT8"
"NCU17282","V5ILU0"
"NCU17283","V5IL82"
"NCU17284","V5IMX3"
"NCU17285","V5IKR7"
"NCU12099","V5ILF6"
"NCU00003","Q7RYA2"
"NCU00005","Q7RYA0"
"NCU00006","U9W339"
"NCU00009","Q7RY96"
"NCU00011","Q7RY94"
"NCU00013","Q7RY92"
"NCU00014","Q7RY91"
"NCU00015","Q7RY90"
"NCU00017","Q7RY88"
"NCU00022","Q7RY83"
"NCU00026","Q7RY79"
"NCU00031","Q7RY74"
"NCU00039","Q7RWT2"
"NCU00047","Q7RWS5"
"NCU00048","Q7RWS4"
"NCU00051","Q7RWS1"
"NCU00054","Q7RW44"
"NCU00059","Q7RW40"
"NCU00061","Q7RX89"
"NCU00064","Q7RX86"
"NCU00068","U9W307"
"NCU00069","Q7RX81"
"NCU00070","Q7RX80"
"NCU00071","Q7RX79"
"NCU00072","Q7RX78"
"NCU00073","Q7RX77"
"NCU00074","Q7RX76"
"NCU00078","Q7RX72"
"NCU00079","Q7RX71"
"NCU00082","Q7RX68"
"NCU00083","Q7RX67"
"NCU00084","Q7RYP3"
"NCU00085","Q7RYP2"
"NCU00091","U9W4T4"
"NCU00093","Q7RYN5"
"NCU00096","Q7RYN2"
"NCU00099","Q7RYM9"
"NCU00100","Q7RYM8"
"NCU00102","Q7RYM6"
"NCU00103","Q7RYM5"
"NCU00110","Q7RYL8"
"NCU00111","Q7RYL7"
"NCU00118","Q7RYL1"
"NCU00120","Q7RYK9"
"NCU00123","Q7RYK6"
"NCU00124","U9W8B1"
"NCU00125","U9W373"
"NCU00126","Q7RYK3"
"NCU00127","Q7RYK2"
"NCU00128","Q7RWW4"
"NCU00132","Q7RWW1"
"NCU00142","Q7RWV1"
"NCU00143","Q7RWV0"
"NCU00144","U9W4W0"
"NCU00149","Q7RXQ9"
"NCU00151","Q7RXQ7"
"NCU00161","U9W389"
"NCU00162","Q7RXP6"
"NCU00167","Q7RXP1"
"NCU00175","Q7RXB2"
"NCU00176","Q7RXB1"
"NCU00179","Q7RXA8"
"NCU00180","Q7RXA7"
"NCU00184","Q7RXA3"
"NCU00185","Q7RXA2"
"NCU00186","Q7RXA1"
"NCU00189","Q7RX98"
"NCU00192","Q7RX95"
"NCU00197","Q7RX90"
"NCU00199","Q7RXM6"
"NCU00201","U9W397"
"NCU00204","Q7RXM2"
"NCU00205","Q7RXM1"
"NCU00208","Q7RXL8"
"NCU00209","Q7RXL7"
"NCU00214","Q7RXL3"
"NCU00215","U9W359"
"NCU00219","Q7RXK8"
"NCU00221","U9W8F8"
"NCU00222","U9W362"
"NCU00224","U9W4Z4"
"NCU00225","Q7RZY6"
"NCU00229","Q7RZY2"
"NCU00231","Q7RZY0"
"NCU00232","Q7RZX9"
"NCU00234","Q7RZX7"
"NCU00238","Q7RZX3"
"NCU00240","Q7RZX1"
"NCU00241","Q7RZX0"
"NCU00245","Q7RZW6"
"NCU00246","U9W8G8"
"NCU00247","Q7RZW4"
"NCU00248","Q7RZW3"
"NCU00249","Q7RZW2"
"NCU00250","Q7RZW1"
"NCU00251","Q7RZW0"
"NCU00252","Q7RZV9"
"NCU00253","Q7RZV8"
"NCU00254","Q7RZV7"
"NCU00259","Q7RZV4"
"NCU00262","U9W8H4"
"NCU00264","Q7RZU9"
"NCU00265","Q7RZU8"
"NCU00267","Q7RZU6"
"NCU00268","Q7RZU5"
"NCU00270","Q7RZU3"
"NCU00271","Q7RZU2"
"NCU00273","Q7RZU0"
"NCU00275","Q7RZT8"
"NCU00277","Q7RZT7"
"NCU00279","Q7RZT5"
"NCU00280","Q7RZT4"
"NCU00282","U9W3C4"
"NCU00283","Q7RZT1"
"NCU00284","Q7RZT0"
"NCU00285","U9W510"
"NCU00287","Q7RZS7"
"NCU00288","Q7RZS6"
"NCU00291","Q7RZS3"
"NCU00295","Q7RZR9"
"NCU00296","Q7RZR8"
"NCU00297","Q7RZR7"
"NCU00304","Q7RZR0"
"NCU00307","Q7RZQ7"
"NCU00310","Q7RZQ4"
"NCU00312","Q7RZQ2"
"NCU00313","Q7RZQ1"
"NCU00314","Q7RZQ0"
"NCU00318","Q7RZP6"
"NCU00319","Q7RZP5"
"NCU00320","U9W8J1"
"NCU00321","Q7RZP3"
"NCU00322","Q7RZP2"
"NCU00324","Q7RZP0"
"NCU00325","Q7RZN9"
"NCU00327","Q7RZN7"
"NCU00330","Q7RZN4"
"NCU00331","Q7RZN3"
"NCU00332","Q7RZN2"
"NCU00339","Q7RZM5"
"NCU00343","Q7RZM2"
"NCU00344","U9W3E5"
"NCU00345","Q7RZM0"
"NCU00349","Q7RZL6"
"NCU00353","Q7RZL2"
"NCU00354","Q7RZL1"
"NCU00362","Q7RZK4"
"NCU00363","Q7RZK3"
"NCU00364","Q7RZK2"
"NCU00365","Q7RZK1"
"NCU00367","Q7RYU1"
"NCU00368","Q7RYU0"
"NCU00370","U9W8K1"
"NCU00372","Q7RYT7"
"NCU00373","Q7RYT6"
"NCU00375","Q7RYT4"
"NCU00379","Q7RYT0"
"NCU00380","Q7RYS9"
"NCU00382","Q7RYS7"
"NCU00384","Q7RYS5"
"NCU00386","Q7RYS4"
"NCU00388","Q7RYS2"
"NCU00391","Q7RYR9"
"NCU00392","Q7RYR8"
"NCU00397","Q7RYR3"
"NCU00398","U9WGY9"
"NCU00400","Q7RYR0"
"NCU00401","U9W8L7"
"NCU00407","Q7RYQ3"
"NCU00408","Q7RYQ2"
"NCU00411","Q7RYQ0"
"NCU00412","Q7RYP9"
"NCU00415","Q7RYP7"
"NCU00420","U9WH02"
"NCU00423","Q7RXT5"
"NCU00425","Q7RXT4"
"NCU00426","Q7RXT3"
"NCU00427","Q7RXT2"
"NCU00432","U9W3C2"
"NCU00439","Q7RXS0"
"NCU00442","Q7RXR7"
"NCU00445","Q7RXR4"
"NCU00448","Q7RXZ6"
"NCU00449","Q7RXZ5"
"NCU00451","Q7RXZ3"
"NCU00454","Q7RXZ0"
"NCU00456","Q7RXY8"
"NCU00458","U9W558"
"NCU00459","U9W3D4"
"NCU00462","Q7RXY3"
"NCU00471","Q7RXX4"
"NCU00473","Q7RXX2"
"NCU00474","U9WH22"
"NCU00483","Q7RWU4"
"NCU00485","Q7RWU2"
"NCU00486","Q7RWU1"
"NCU00491","Q7RWT7"
"NCU00492","Q7RWT6"
"NCU00494","Q7RWT4"
"NCU00496","Q7RW34"
"NCU00497","U9W3F2"
"NCU00500","Q7SE73"
"NCU00504","Q7SE69"
"NCU00509","Q7SE64"
"NCU00510","Q7SE63"
"NCU00512","Q7SE61"
"NCU00515","V5IQL6"
"NCU00516","V5IR66"
"NCU00521","Q7SCL6"
"NCU00524","Q7SCL3"
"NCU00525","Q7SDL9"
"NCU00529","Q7SDL5"
"NCU00530","Q7SDL4"
"NCU00531","Q7SDL3"
"NCU00532","Q7SDL2"
"NCU00533","Q7SDL1"
"NCU00534","Q7SDL0"
"NCU00537","Q7SDK7"
"NCU00541","V5IQL3"
"NCU00545","Q7SFA3"
"NCU00547","Q7SFA1"
"NCU00550","V5IRF7"
"NCU00557","Q7SF92"
"NCU00558","Q7SF91"
"NCU00559","Q7SF90"
"NCU00561","Q7SF88"
"NCU00562","Q7SF87"
"NCU00563","Q7SF86"
"NCU00568","Q7SF82"
"NCU00571","Q7SF79"
"NCU00573","Q7SF77"
"NCU00574","Q7SF76"
"NCU00576","Q7SF74"
"NCU00577","Q7SF73"
"NCU00583","Q7SI67"
"NCU00584","Q7SI66"
"NCU00590","Q7SI61"
"NCU00594","Q7SI57"
"NCU00603","Q7SI48"
"NCU00604","Q7SI47"
"NCU00607","Q7SI44"
"NCU00611","Q7SI40"
"NCU00616","V5IQ62"
"NCU00619","Q7SI33"
"NCU00620","Q7SI32"
"NCU00627","Q7SI25"
"NCU00630","Q7SI22"
"NCU00633","Q7SI19"
"NCU00638","Q7SI14"
"NCU00640","Q7SI12"
"NCU00645","Q7SI07"
"NCU00653","Q7SHZ9"
"NCU00654","Q7SHZ8"
"NCU00657","Q7SHZ5"
"NCU00659","V5IQI1"
"NCU00663","Q7SHY9"
"NCU00666","Q7SHY6"
"NCU00674","Q7SHX9"
"NCU00679","V5IQ45"
"NCU00687","Q7SHW7"
"NCU00688","Q7SHW6"
"NCU00689","V5IQH2"
"NCU00694","Q7SHW0"
"NCU00695","Q7SHV9"
"NCU00697","Q7SHV7"
"NCU00698","Q7SEU7"
"NCU00699","Q7SEU6"
"NCU00700","V5IR26"
"NCU00704","Q7SEU1"
"NCU00705","Q7SEU0"
"NCU00707","Q7SET9"
"NCU00708","Q7SET8"
"NCU00718","Q7SES8"
"NCU00719","Q7SES7"
"NCU00724","Q7SES2"
"NCU00728","Q7SEF0"
"NCU00729","Q7SEE9"
"NCU00730","Q7SEE8"
"NCU00733","Q7SEE5"
"NCU00735","Q7SEE3"
"NCU00739","Q7SED9"
"NCU00740","Q7SED8"
"NCU00744","Q7SED4"
"NCU00745","Q7SED3"
"NCU00746","Q7SED2"
"NCU00747","Q7SED1"
"NCU00748","Q7SED0"
"NCU00751","Q7SDS2"
"NCU00752","Q7SDS1"
"NCU00753","Q7SDS0"
"NCU00755","Q7SDR8"
"NCU00756","Q7SDR7"
"NCU00757","Q7SDR6"
"NCU00759","V5IRC8"
"NCU00760","Q7SDR3"
"NCU00763","Q7SDR0"
"NCU00764","Q7SDQ9"
"NCU00766","Q7SFW3"
"NCU00770","Q7SFV9"
"NCU00773","Q7SFV6"
"NCU00774","Q7SFV5"
"NCU00779","Q7SFV1"
"NCU00781","Q7SFU9"
"NCU00783","Q7SFU7"
"NCU00784","Q7SFU6"
"NCU00787","Q7SFU3"
"NCU00788","Q7SFU2"
"NCU00797","Q7SFT4"
"NCU00798","Q7SFT3"
"NCU00800","Q7SFT1"
"NCU00802","Q7SCU0"
"NCU00804","Q7SCT8"
"NCU00806","Q7SCT6"
"NCU00807","Q7SEC7"
"NCU00811","Q7SEC3"
"NCU00814","Q7SEC0"
"NCU00817","Q7SEB7"
"NCU00818","Q7SEB6"
"NCU00819","Q7SEB5"
"NCU00822","Q7SEB2"
"NCU00825","Q7SEA9"
"NCU00826","Q7SEA8"
"NCU00827","Q7SEA7"
"NCU00832","Q7SEA2"
"NCU00833","Q7SEA1"
"NCU00834","Q7SEA0"
"NCU00835","Q7SCJ6"
"NCU00839","Q7SDA0"
"NCU00840","Q7SD99"
"NCU00841","Q7SD98"
"NCU00842","Q7SD97"
"NCU00844","Q7SD95"
"NCU00845","Q7SD94"
"NCU00846","Q7SD93"
"NCU00847","Q7SD92"
"NCU00849","V5IRP8"
"NCU00850","Q7SD89"
"NCU00851","Q7SD88"
"NCU00853","Q7SFH8"
"NCU00854","Q7SFH7"
"NCU00855","Q7SFH6"
"NCU00856","Q7SFH5"
"NCU00857","Q7SFH4"
"NCU00859","V5IQF2"
"NCU00861","Q7SFH0"
"NCU00862","Q7SFG9"
"NCU00867","Q7SFG4"
"NCU00868","Q7SFG3"
"NCU00869","Q7SFG2"
"NCU00870","Q7SFG1"
"NCU00871","Q7SFG0"
"NCU00872","Q7SFF9"
"NCU00873","Q7SFF8"
"NCU00875","Q7SFF6"
"NCU00877","Q7SFF4"
"NCU00878","Q7SFF3"
"NCU00882","Q7SFE9"
"NCU00883","Q7SFE8"
"NCU00885","Q7SFE6"
"NCU00886","V5IR02"
"NCU00887","Q7SFE4"
"NCU00898","Q7SFD4"
"NCU00899","Q7SCV5"
"NCU00900","Q7SCV4"
"NCU00903","Q7SCV3"
"NCU00906","Q7SCV0"
"NCU00907","Q7SCH9"
"NCU00912","Q7SCL2"
"NCU00917","V5IQZ4"
"NCU00918","Q7SFC9"
"NCU00921","Q7SFC6"
"NCU00922","Q7SFC5"
"NCU00926","Q7SFC1"
"NCU00929","Q7SFB8"
"NCU00932","Q7SFB5"
"NCU00934","Q7SFB3"
"NCU00935","Q7SFB2"
"NCU00938","Q7SFA9"
"NCU00940","Q7SFA7"
"NCU00941","Q7SFA6"
"NCU00946","Q7SGH6"
"NCU00947","V5IQC6"
"NCU00948","Q7SGH4"
"NCU00949","Q7SGH3"
"NCU00953","Q7SGG9"
"NCU00956","Q7SGG6"
"NCU00960","Q7SGG2"
"NCU00961","Q7SGG1"
"NCU00964","Q7SGF8"
"NCU00965","Q7SGF7"
"NCU00967","Q7SGF5"
"NCU00970","Q7SGF2"
"NCU00973","Q7SGE9"
"NCU00975","Q7SGE7"
"NCU00976","Q7SGE6"
"NCU00980","Q7SGE2"
"NCU00986","Q7SGD6"
"NCU00989","Q7SD35"
"NCU00990","Q7SD34"
"NCU00992","V5IR91"
"NCU00993","Q7SD31"
"NCU00995","Q7SD29"
"NCU00999","Q7S823"
"NCU01001","Q1K8E4"
"NCU01003","Q7S821"
"NCU01005","Q1K8E1"
"NCU01009","Q1K8D8"
"NCU01010","Q1K8D7"
"NCU01011","Q1K8D6"
"NCU01012","Q1K8D5"
"NCU01015","Q7RV21"
"NCU01016","Q1K8D3"
"NCU01017","Q1K8D2"
"NCU01019","Q1K8D1"
"NCU01025","Q1K8C7"
"NCU01026","F5HGY3"
"NCU01027","F5HB01"
"NCU01032","Q1K8C6"
"NCU01033","Q1K8C5"
"NCU01034","V5IP10"
"NCU01038","F5HDX6"
"NCU01039","F5HIL3"
"NCU01042","F5HE08"
"NCU01043","Q7S817"
"NCU01047","Q1K8B9"
"NCU01048","Q1K8B8"
"NCU01049","Q1K8B7"
"NCU01051","Q1K8B5"
"NCU01052","Q1K8B4"
"NCU01053","Q1K8B3"
"NCU01054","Q1K8B2"
"NCU01056","Q1K8B1"
"NCU01058","Q1K8A9"
"NCU01060","Q1K8A7"
"NCU01063","Q1K8A5"
"NCU01064","Q1K8A4"
"NCU01067","Q1K8A2"
"NCU01070","Q1K8A0"
"NCU01071","Q1K899"
"NCU01073","Q1K897"
"NCU01074","V5IMT8"
"NCU01075","F5HBR1"
"NCU01076","Q7S812"
"NCU01077","Q1K895"
"NCU01079","Q1K893"
"NCU01081","Q1K891"
"NCU01082","Q1K890"
"NCU01085","Q1K887"
"NCU01087","Q1K886"
"NCU01088","Q1K885"
"NCU01090","F5HI76"
"NCU01091","Q1K884"
"NCU01096","Q1K879"
"NCU01097","Q7S808"
"NCU01098","Q7S807"
"NCU01100","Q1K877"
"NCU01105","Q1K875"
"NCU01108","Q1K872"
"NCU01109","Q7RUH5"
"NCU01113","F5HBK6"
"NCU01118","F5HGH3"
"NCU01121","Q1K766"
"NCU01122","V5IL83"
"NCU01123","Q1K764"
"NCU01124","V5IP26"
"NCU01134","Q7RV13"
"NCU01135","F5HGZ2"
"NCU01136","Q1K762"
"NCU01144","Q1K758"
"NCU01145","V5IM86"
"NCU01153","Q1K753"
"NCU01156","Q7S805"
"NCU01158","V5IM91"
"NCU01159","Q7S803"
"NCU01167","Q1K864"
"NCU01170","Q1K863"
"NCU01173","Q1K860"
"NCU01176","Q1K858"
"NCU01182","Q1K854"
"NCU01186","Q1K850"
"NCU01189","Q1K848"
"NCU01191","Q1K846"
"NCU01193","Q1K844"
"NCU01196","Q1K843"
"NCU01202","Q1K840"
"NCU01203","Q1K839"
"NCU01205","Q1K838"
"NCU01208","V5IMW4"
"NCU01209","Q1K836"
"NCU01211","Q1K834"
"NCU01212","Q1K833"
"NCU01214","Q1K832"
"NCU01218","F5HHM6"
"NCU01223","Q1K828"
"NCU01240","V5IMX0"
"NCU01245","Q1K6K5"
"NCU01247","Q7RVT5"
"NCU01248","Q7RVT4"
"NCU01253","Q1K6I7"
"NCU01257","Q1K6R5"
"NCU01259","Q1K6R4"
"NCU01260","Q1K6R3"
"NCU01261","Q7S7D9"
"NCU01262","Q1K6R2"
"NCU01274","Q7S7B8"
"NCU01277","Q7S7B5"
"NCU01278","V5ILM0"
"NCU01281","Q7S7G1"
"NCU01283","V5IP60"
"NCU01284","Q1K6T6"
"NCU01285","Q1K6T5"
"NCU01288","V5IMZ5"
"NCU01289","Q7S7F8"
"NCU01291","Q1K6T2"
"NCU01292","Q1K7X0"
"NCU01297","Q1K7W7"
"NCU01298","V5IMZ9"
"NCU01299","Q1K7W6"
"NCU01303","Q1K7W2"
"NCU01306","Q1K7W0"
"NCU01307","Q1K7V9"
"NCU01308","Q7S7W9"
"NCU01309","Q1K7V8"
"NCU01310","Q1K7V7"
"NCU01311","Q7S7W8"
"NCU01313","Q7S7W7"
"NCU01314","Q1K7V5"
"NCU01319","Q1K7V2"
"NCU01324","V5IN04"
"NCU01325","Q1K7U6"
"NCU01326","Q1K7U5"
"NCU01327","Q1K7U4"
"NCU01329","Q7S7W4"
"NCU01334","Q7RVW1"
"NCU01336","Q1K7U0"
"NCU01339","Q1K7T7"
"NCU01340","Q1K7T6"
"NCU01344","Q1K7T2"
"NCU01346","Q7S7W2"
"NCU01347","Q1K7T1"
"NCU01349","Q1K7S9"
"NCU01350","Q1K7S8"
"NCU01351","Q1K7S7"
"NCU01355","V5IN08"
"NCU01356","Q1K6N8"
"NCU01357","Q1K6N7"
"NCU01358","Q1K6N6"
"NCU01361","Q7RUD6"
"NCU01366","V5ILF9"
"NCU01370","Q1K711"
"NCU01373","Q1K709"
"NCU01375","Q1K707"
"NCU01380","Q1K703"
"NCU01381","Q1K702"
"NCU01382","Q1K701"
"NCU01383","Q7S7K5"
"NCU01385","Q1K700"
"NCU01386","Q1K6Z9"
"NCU01391","Q1K6Z4"
"NCU01392","Q7S769"
"NCU01394","Q7S767"
"NCU01396","Q7S765"
"NCU01397","Q7S764"
"NCU01400","Q7S761"
"NCU01407","Q7S7G8"
"NCU01415","Q7S7G5"
"NCU01416","Q1K6T9"
"NCU01420","Q1K6M0"
"NCU01421","Q1K6L9"
"NCU01423","Q7S7A4"
"NCU01425","Q1K6L6"
"NCU01426","Q1K6L5"
"NCU01430","Q7RWH8"
"NCU01432","Q1K4S0"
"NCU01434","Q1K4R8"
"NCU01445","Q1K4R4"
"NCU01448","Q1K4R1"
"NCU01450","Q7RWF8"
"NCU01451","F5HIM5"
"NCU01458","A3RNI0"
"NCU01461","A3RNI3"
"NCU01462","Q1K5C7"
"NCU01463","Q1K5C6"
"NCU01465","V5ILK3"
"NCU01466","Q7RXW5"
"NCU01469","Q7RXW2"
"NCU01472","Q7RXV9"
"NCU01476","Q7RXV5"
"NCU01477","Q7RXV4"
"NCU01483","Q7RXU9"
"NCU01485","Q7RXU7"
"NCU01487","Q7RXU5"
"NCU01488","Q7RWC6"
"NCU01490","Q1K4Q6"
"NCU01491","Q1K4Q5"
"NCU01493","Q7RU21"
"NCU01495","Q1K4Q3"
"NCU01496","V5INP3"
"NCU01499","Q1K5L1"
"NCU01505","F5HGL0"
"NCU01509","F5HD64"
"NCU01519","V5IQ68"
"NCU01520","Q1K5J9"
"NCU01526","Q1K5J5"
"NCU01527","Q7RY63"
"NCU01529","Q1K5J4"
"NCU01530","Q1K5J3"
"NCU01531","Q1K5J2"
"NCU01532","Q1K5J1"
"NCU01534","V5INN8"
"NCU01536","Q1K5I9"
"NCU01541","Q1K4Y8"
"NCU01542","Q7RWZ2"
"NCU01549","Q1K4Y5"
"NCU01551","Q1K4Y4"
"NCU01555","Q1K4Y1"
"NCU01559","Q1K4Y0"
"NCU01560","Q1K4X9"
"NCU01561","Q1K4X8"
"NCU01565","Q1K4X4"
"NCU01566","Q1K4X3"
"NCU01567","Q1K4X2"
"NCU01568","Q1K4X1"
"NCU01570","F5HI62"
"NCU01571","Q1K4W9"
"NCU01573","Q7RUZ0"
"NCU01577","F5HFA2"
"NCU01579","Q1K4W7"
"NCU01581","Q1K4W5"
"NCU01584","V5IR46"
"NCU01585","Q7RXG4"
"NCU01591","Q1K565"
"NCU01592","F5HF39"
"NCU01593","F5HA84"
"NCU01597","Q1K563"
"NCU01599","F5HHR7"
"NCU01601","Q1K562"
"NCU01607","Q1K561"
"NCU01608","Q1K560"
"NCU01610","Q1K559"
"NCU01615","Q7RU49"
"NCU01620","Q7RU45"
"NCU01623","Q1K556"
"NCU01629","Q1K4M4"
"NCU01631","Q1K4M3"
"NCU01642","Q7RWZ8"
"NCU01645","Q1K4Z5"
"NCU01646","F5HDI3"
"NCU01649","Q1K4Z3"
"NCU01650","Q7RWZ7"
"NCU01651","Q1K4Z2"
"NCU01653","F5H950"
"NCU01655","Q1K4Z0"
"NCU01660","Q1K5I5"
"NCU01668","V5INL3"
"NCU01673","Q1K5H8"
"NCU01679","V5IR39"
"NCU01681","V5IQ38"
"NCU01684","F5H936"
"NCU01686","Q1K5H5"
"NCU01688","Q1K5H4"
"NCU01697","Q1K5H2"
"NCU01699","Q7RY23"
"NCU01700","Q7RY22"
"NCU01715","Q7RWJ1"
"NCU01717","Q7RWJ0"
"NCU01720","Q1K4T9"
"NCU01722","V5INA4"
"NCU01725","Q1K4T6"
"NCU01729","V5IQ28"
"NCU01734","V5INJ2"
"NCU01735","V5IPH0"
"NCU01737","F5HG24"
"NCU01739","Q1K5S3"
"NCU01742","Q7RYK1"
"NCU01746","Q1K5R8"
"NCU01748","Q7RYK0"
"NCU01750","Q1K5R6"
"NCU01761","Q1K5R0"
"NCU01763","F5HB43"
"NCU01764","Q1K5Q8"
"NCU01766","V5IN89"
"NCU01768","Q7RU87"
"NCU01769","Q1K5Q6"
"NCU01780","Q1K5P9"
"NCU01781","Q1K5P8"
"NCU01785","Q1K4Q9"
"NCU01788","Q7RWF3"
"NCU01790","Q1K4Q7"
"NCU01794","Q1K553"
"NCU01798","Q1K550"
"NCU01799","Q1K549"
"NCU01801","Q1K547"
"NCU01802","Q1K546"
"NCU01805","Q1K543"
"NCU01807","Q1K541"
"NCU01810","Q1K539"
"NCU01811","Q1K538"
"NCU01812","Q1K537"
"NCU01814","Q1K536"
"NCU01815","Q1K535"
"NCU01818","Q7RWC3"
"NCU01819","V5IQ01"
"NCU01828","Q7RXN1"
"NCU01829","F5HE32"
"NCU01834","Q1K575"
"NCU01835","Q1K574"
"NCU01837","Q1K573"
"NCU01840","Q7RXM8"
"NCU01841","Q1K570"
"NCU01844","Q1K568"
"NCU01846","V5IR15"
"NCU01848","Q7SD20"
"NCU01851","Q7SD17"
"NCU01854","V5IP73"
"NCU01855","Q7SD13"
"NCU01860","Q7SHE6"
"NCU01863","Q7SHE3"
"NCU01865","Q7SHE1"
"NCU01869","Q7SHD7"
"NCU01871","V5IP08"
"NCU01872","Q7SHD4"
"NCU01873","Q7SHD3"
"NCU01874","Q7SHD2"
"NCU01875","Q7SHD1"
"NCU01876","Q7SHD0"
"NCU01877","Q7SHC9"
"NCU01879","Q7SHC7"
"NCU01880","Q7SHC6"
"NCU01881","V5IQP0"
"NCU01884","Q7SHC2"
"NCU01886","Q7SHC0"
"NCU01889","Q7SHB7"
"NCU01891","Q7SHB5"
"NCU01893","Q7SHB3"
"NCU01894","Q7SHB2"
"NCU01896","Q7SHB0"
"NCU01897","Q7SHA9"
"NCU01898","V5IRE6"
"NCU01899","Q7SHA7"
"NCU01901","Q7SHA5"
"NCU01908","Q7SH98"
"NCU01910","Q7SH96"
"NCU01917","Q7SH89"
"NCU01920","Q7SH86"
"NCU01922","Q7SH84"
"NCU01923","Q7SH83"
"NCU01924","V5IQM8"
"NCU01926","V5IP50"
"NCU01927","V5IQ63"
"NCU01931","Q7SDP2"
"NCU01938","V5IQ57"
"NCU01942","Q7SDZ4"
"NCU01943","V5IQM1"
"NCU01944","Q7SDZ2"
"NCU01946","V5IP43"
"NCU01947","Q7SDY9"
"NCU01967","Q7SE93"
"NCU01969","Q7SE91"
"NCU01971","Q7SE89"
"NCU01972","Q7SE88"
"NCU01974","Q7SE86"
"NCU01976","V5IP35"
"NCU01978","Q7SE82"
"NCU01982","Q7SE78"
"NCU01983","V5INW8"
"NCU01984","Q7SE76"
"NCU01987","Q7SFP4"
"NCU01988","Q7SFP3"
"NCU01989","Q7SFP2"
"NCU01991","Q7SFP0"
"NCU01995","Q7SFN6"
"NCU01999","Q7SFN2"
"NCU02001","Q7SFN0"
"NCU02002","Q7SFM9"
"NCU02006","Q7SFM6"
"NCU02008","Q7SFM4"
"NCU02012","Q7SFM0"
"NCU02013","Q7SFL9"
"NCU02014","Q7SFL8"
"NCU02016","Q7SFL6"
"NCU02021","Q1K926"
"NCU02022","Q1K925"
"NCU02024","Q7SF40"
"NCU02025","Q1K924"
"NCU02026","Q1K923"
"NCU02029","Q7SF39"
"NCU02030","Q1K920"
"NCU02031","Q1K919"
"NCU02033","Q7SF38"
"NCU02037","Q1K915"
"NCU02038","Q1K914"
"NCU02040","Q1K912"
"NCU02042","Q7SF36"
"NCU02046","Q7SF32"
"NCU02049","Q7SF29"
"NCU02051","Q7SF27"
"NCU02054","Q7SDE4"
"NCU02058","Q7SDE0"
"NCU02061","Q7SDD7"
"NCU02062","Q7SDD6"
"NCU02068","V5INV9"
"NCU02071","Q7SEZ2"
"NCU02077","Q7SEY7"
"NCU02078","Q7SEY6"
"NCU02080","Q7SEY4"
"NCU02081","Q7SEY3"
"NCU02085","Q7SEX9"
"NCU02086","Q7SCR0"
"NCU02087","Q7SCQ9"
"NCU02088","Q7SCQ8"
"NCU02089","Q7SCQ7"
"NCU02092","Q7SDB8"
"NCU02095","Q7SDB5"
"NCU02099","Q7SDB1"
"NCU02101","Q7SDN2"
"NCU02106","Q7SDM7"
"NCU02112","Q7SDM2"
"NCU02115","Q7SCY9"
"NCU02120","Q7SCY4"
"NCU02125","Q7SE50"
"NCU02129","Q7SE46"
"NCU02130","Q7SE45"
"NCU02132","Q7SE43"
"NCU02138","Q7SE38"
"NCU02142","Q7SE34"
"NCU02143","Q7SE33"
"NCU02144","Q7SE32"
"NCU02145","Q7SES1"
"NCU02146","Q7SES0"
"NCU02153","Q7SER3"
"NCU02155","Q7SER1"
"NCU02158","V5IRC3"
"NCU02159","Q7SEQ7"
