"GID","UNIPROT"
"NCU08015","Q7SAM6"
"NCU08016","Q7SAM5"
"NCU08017","Q7SAM4"
"NCU08019","Q7SAM2"
"NCU08028","Q7SAL3"
"NCU08033","Q7SAK8"
"NCU08037","Q7SAK4"
"NCU08039","Q7SAK2"
"NCU08043","Q7SAJ8"
"NCU08047","Q7SAJ4"
"NCU08049","V5INN5"
"NCU08050","Q7SGN3"
"NCU08051","Q7SGN2"
"NCU08053","Q7SGN0"
"NCU08059","Q7SGM4"
"NCU08063","Q7SGM0"
"NCU08065","Q7SGL8"
"NCU08069","Q7SGL4"
"NCU08073","Q7SGL1"
"NCU08074","Q7SGL0"
"NCU08075","Q7SGK9"
"NCU08077","Q7SGK7"
"NCU08078","Q7SGK6"
"NCU08079","Q7SGK5"
"NCU08080","Q7SGK4"
"NCU08081","Q7SGK3"
"NCU08083","Q7SGK1"
"NCU08084","Q7SGK0"
"NCU08085","Q7SGJ9"
"NCU08086","Q7SGJ8"
"NCU08087","Q7SGJ7"
"NCU08089","Q7SGJ5"
"NCU08090","Q7SGJ4"
"NCU08091","V5INV8"
"NCU08093","Q7SGJ1"
"NCU08095","Q7SGI9"
"NCU08096","Q7SGI8"
"NCU08098","Q7SGI6"
"NCU08099","Q7SGI5"
"NCU08100","Q7SGI4"
"NCU08101","Q7SGI3"
"NCU08102","Q7SGI2"
"NCU08103","Q7SGI1"
"NCU08105","Q7SCX5"
"NCU08106","Q7SCX4"
"NCU08107","Q7SCX3"
"NCU08109","Q7SCX1"
"NCU08113","Q7SCW7"
"NCU08116","Q7SD10"
"NCU08117","Q7SD09"
"NCU08123","Q7S4K8"
"NCU08125","Q7S4K6"
"NCU08130","Q7S4K1"
"NCU08134","Q7S4J7"
"NCU08136","Q7S4J5"
"NCU08137","Q7S3Z3"
"NCU08140","Q7S3Z0"
"NCU08141","Q7S3Y9"
"NCU08146","Q7S4A1"
"NCU08149","Q7S499"
"NCU08150","Q7S498"
"NCU08154","Q7S494"
"NCU08155","Q7S493"
"NCU08156","Q7S4J4"
"NCU08157","Q7S4J3"
"NCU08159","Q7S4J1"
"NCU08163","V5IKP1"
"NCU08165","Q7S4I5"
"NCU08166","Q7S4I4"
"NCU08168","Q7S4I2"
"NCU08169","Q7S4I1"
"NCU08170","Q7S4I0"
"NCU08172","Q7S4H8"
"NCU08174","Q7S4B9"
"NCU08175","Q7S4B8"
"NCU08179","Q7S4B4"
"NCU08182","Q7S4B1"
"NCU08183","Q7S4B0"
"NCU08184","Q7S4A9"
"NCU08185","V5IL54"
"NCU08186","Q7S4A7"
"NCU08187","Q7S4A6"
"NCU08188","Q7S4A5"
"NCU08190","Q7S3P7"
"NCU08191","Q7S3P6"
"NCU08193","Q7S3P4"
"NCU08194","Q7S3P3"
"NCU08200","Q7S3N9"
"NCU08204","Q7RUD2"
"NCU08206","Q7RV06"
"NCU08207","Q7S3N6"
"NCU08208","Q7S3N5"
"NCU08209","Q7S3N4"
"NCU08210","Q7S3N3"
"NCU08211","Q7S3N2"
"NCU08212","Q7S3N1"
"NCU08213","Q7S3N0"
"NCU08219","Q7S3M4"
"NCU08220","Q7S3M3"
"NCU08222","Q7S3M1"
"NCU08223","Q7S3M0"
"NCU08224","Q7S3L9"
"NCU08226","Q7S3L7"
"NCU08227","U9W3N6"
"NCU08229","Q7S3L4"
"NCU08230","Q7S3L3"
"NCU08233","Q7S3L0"
"NCU08234","Q7S3K9"
"NCU08235","Q7S3K8"
"NCU08236","Q7S3K7"
"NCU08237","Q7S3K6"
"NCU08238","Q7S3K5"
"NCU08239","Q7S3K4"
"NCU08240","Q7S3K3"
"NCU08241","Q7S3K2"
"NCU08242","Q7S3K1"
"NCU08243","Q7S3K0"
"NCU08244","Q7S3J9"
"NCU08245","Q7S3J8"
"NCU08246","Q7S3J7"
"NCU08247","Q7S3J6"
"NCU08248","Q7S3J5"
"NCU08249","Q7S3J4"
"NCU08250","Q7S3J3"
"NCU08251","Q7S3J2"
"NCU08252","Q7S3J1"
"NCU08253","Q7S3J0"
"NCU08254","Q7S3I9"
"NCU08255","Q7S3I8"
"NCU08256","Q7S3I7"
"NCU08257","Q7S3I6"
"NCU08258","Q7S3I5"
"NCU08259","Q7S3I4"
"NCU08260","Q7S3I3"
"NCU08261","Q7S3I2"
"NCU08262","Q7S3I1"
"NCU08263","Q7S079"
"NCU08264","Q7S078"
"NCU08265","Q7S077"
"NCU08274","V5IMG8"
"NCU08279","Q7S8I8"
"NCU08281","Q7S8B2"
"NCU08282","Q7S8B1"
"NCU08288","Q7S8A5"
"NCU08292","Q7SA93"
"NCU08300","V5IQ36"
"NCU08302","V5IMG0"
"NCU08305","Q7SA83"
"NCU08307","V5IQ31"
"NCU08308","Q7SA80"
"NCU08311","Q7SA77"
"NCU08314","Q7SA74"
"NCU08317","Q7SA71"
"NCU08318","Q7SA70"
"NCU08321","Q7SA67"
"NCU08328","Q7SA61"
"NCU08330","Q7SA59"
"NCU08331","V5IMF2"
"NCU08334","Q7SGS8"
"NCU08337","Q7SGS5"
"NCU08338","Q7SGS4"
"NCU08347","Q7SGR7"
"NCU08348","Q7SGR6"
"NCU08349","Q7SGR5"
"NCU08350","Q7SGR4"
"NCU08351","Q7SGR3"
"NCU08354","Q7SGR1"
"NCU08355","Q7SGR0"
"NCU08358","Q7SGQ7"
"NCU08360","Q7SGQ5"
"NCU08362","V5IQU3"
"NCU08366","Q7SGP9"
"NCU08367","Q7SGP8"
"NCU08371","Q7SGP4"
"NCU08374","Q7SGP1"
"NCU08376","Q7SGN9"
"NCU08383","Q7SD68"
"NCU08386","Q7SD65"
"NCU08387","Q7SD64"
"NCU08390","Q7SD61"
"NCU08391","V5IPP0"
"NCU08393","Q7SC27"
"NCU08396","Q7SC24"
"NCU08397","Q7SC23"
"NCU08403","Q7SC50"
"NCU08404","Q7SC49"
"NCU08405","Q7SC48"
"NCU08406","Q7SC47"
"NCU08413","Q7SC41"
"NCU08414","Q7SC40"
"NCU08415","V5IR76"
"NCU08417","V5INS1"
"NCU08420","Q7SBY8"
"NCU08421","Q7SBY7"
"NCU08429","Q1K8P5"
"NCU08431","Q1K8P4"
"NCU08432","Q1K8P3"
"NCU08433","Q1K8P2"
"NCU08437","Q1K8N8"
"NCU08438","F5HHZ9"
"NCU08440","Q1K8N6"
"NCU08442","Q1K8N4"
"NCU08443","Q7SC85"
"NCU08447","Q7SC63"
"NCU08448","Q7SC62"
"NCU08449","Q7SC61"
"NCU08452","Q7SC58"
"NCU08453","Q7SC57"
"NCU08454","Q7SC56"
"NCU08455","Q7SC55"
"NCU08456","V5IR67"
"NCU08463","V5IPN3"
"NCU08469","Q1K8J5"
"NCU08470","Q7RUL5"
"NCU08472","Q1K8J4"
"NCU08475","F5HDV7"
"NCU08476","F5HGU3"
"NCU08478","Q1K8G6"
"NCU08487","V5INI0"
"NCU08490","Q1K8Q4"
"NCU08491","Q1K8Q3"
"NCU08492","Q1K8Q2"
"NCU08494","Q1K8Q1"
"NCU08495","Q1K8Q0"
"NCU08496","Q1K8P9"
"NCU08497","V5INQ6"
"NCU08504","Q7SC97"
"NCU08506","Q7SC95"
"NCU08508","Q7SC93"
"NCU08509","Q7SC92"
"NCU08513","Q7SBX9"
"NCU08517","Q7SBX6"
"NCU08518","Q7SBX5"
"NCU08521","Q7SAW0"
"NCU08522","Q7SAV9"
"NCU08523","Q7SAV8"
"NCU08524","Q7SAV7"
"NCU08525","Q7SAV6"
"NCU08526","Q7SAV5"
"NCU08527","Q7SAV4"
"NCU08529","Q7SBM1"
"NCU08530","Q7SBM0"
"NCU08531","Q7SBL9"
"NCU08532","Q7SBL8"
"NCU08533","Q7SBL7"
"NCU08534","Q7SBL6"
"NCU08537","U9W3T6"
"NCU08538","Q7SBL2"
"NCU08539","Q7SBL1"
"NCU08541","Q7SBK9"
"NCU08542","Q7SBK8"
"NCU08543","Q7SBK7"
"NCU08544","Q7SBK6"
"NCU08545","Q7SBK5"
"NCU08546","Q7SBK4"
"NCU08547","Q7SBK3"
"NCU08548","Q7SBK2"
"NCU08550","U9W5H2"
"NCU08555","Q7SBJ6"
"NCU08556","Q7SAS3"
"NCU08557","Q7SAS2"
"NCU08558","Q7SAS1"
"NCU08559","U9W3T2"
"NCU08560","Q7SAV1"
"NCU08564","Q7SB30"
"NCU08565","Q7SB29"
"NCU08569","Q7SB26"
"NCU08570","Q7SB25"
"NCU08571","Q7SB24"
"NCU08572","Q7SB23"
"NCU08573","Q7SB22"
"NCU08574","Q7SB21"
"NCU08575","Q7SB20"
"NCU08576","Q7SB19"
"NCU08585","Q7S365"
"NCU08594","Q7SCN4"
"NCU08597","Q7SCN1"
"NCU08599","V5IQF7"
"NCU08600","Q7SDG2"
"NCU08601","Q7SDG1"
"NCU08602","Q7SDG0"
"NCU08604","Q7SDF8"
"NCU08608","Q7SFL0"
"NCU08610","Q7SFK8"
"NCU08612","Q7SFK6"
"NCU08613","Q7SFK5"
"NCU08614","Q7SFK4"
"NCU08617","Q7SFK2"
"NCU08619","Q7SFK0"
"NCU08621","Q7SFJ8"
"NCU08622","Q7SFJ7"
"NCU08623","Q7SFJ6"
"NCU08624","Q7SFJ5"
"NCU08625","Q7SFJ4"
"NCU08629","Q7SFJ2"
"NCU08630","Q7SFJ1"
"NCU08631","Q7SFJ0"
"NCU08632","Q7SFI9"
"NCU08634","Q7SFI7"
"NCU08635","Q7SFI6"
"NCU08636","Q7SFI5"
"NCU08637","V5IQG7"
"NCU08638","V5IRT1"
"NCU08639","Q7SFI2"
"NCU08640","Q7SFI1"
"NCU08641","Q7SFI0"
"NCU08644","Q7S851"
"NCU08645","Q7S850"
"NCU08646","Q7S849"
"NCU08649","Q7S8Q4"
"NCU08650","V5INS4"
"NCU08652","Q7S8Q1"
"NCU08654","Q7S8P9"
"NCU08655","Q7S8P8"
"NCU08656","Q7S8P7"
"NCU08657","Q7S8P6"
"NCU08660","Q7S8P3"
"NCU08662","Q7S8P1"
"NCU08667","Q7S8W8"
"NCU08670","Q7S8W5"
"NCU08672","Q7S8W3"
"NCU08676","Q7S8V9"
"NCU08677","Q7S8V8"
"NCU08679","Q7S8V6"
"NCU08680","Q7S8V5"
"NCU08681","Q7S8V4"
"NCU08686","Q7S870"
"NCU08688","Q7S868"
"NCU08694","Q7S856"
"NCU08695","Q7S855"
"NCU08696","Q7SCG9"
"NCU08697","Q7SCG8"
"NCU08700","V5INI5"
"NCU08701","Q1K8W6"
"NCU08702","Q1K8W5"
"NCU08705","V5IPN8"
"NCU08708","F5HBF0"
"NCU08709","Q1K8W1"
"NCU08711","F5HE60"
"NCU08712","F5HG50"
"NCU08713","A7UX80"
"NCU08715","F5HB83"
"NCU08717","Q1K8V9"
"NCU08718","Q1K8V8"
"NCU08720","F5HEQ0"
"NCU08721","Q1K8V6"
"NCU08722","Q1K8V5"
"NCU08723","V5IR70"
"NCU08724","Q1K8V4"
"NCU08727","V5INR3"
"NCU08732","Q1K8V0"
"NCU08734","Q7SCG1"
"NCU08735","Q7SCG0"
"NCU08737","Q7SCF8"
"NCU08744","Q7SCF1"
"NCU08745","Q7SCF0"
"NCU08748","Q7SCE7"
"NCU08749","Q7SCE6"
"NCU08753","Q7RWP4"
"NCU08756","Q7RWP1"
"NCU08757","Q7RWP0"
"NCU08763","Q1K4V4"
"NCU08764","Q1K4V3"
"NCU08765","Q1K4V2"
"NCU08768","Q1K4V0"
"NCU08770","Q1K4U9"
"NCU08773","Q1K4U7"
"NCU08774","Q1K4U6"
"NCU08775","Q1K4U5"
"NCU08776","Q7RWN3"
"NCU08777","Q7RWN2"
"NCU08779","U9W3Q8"
"NCU08780","Q7RWY3"
"NCU08781","Q7RWY2"
"NCU08784","U9W3Q4"
"NCU08786","Q7RWX7"
"NCU08787","Q7RWX6"
"NCU08788","Q7RWX5"
"NCU08789","Q7RWX4"
"NCU08790","Q7RWX3"
"NCU08792","Q7RWX2"
"NCU08793","U9W5H7"
"NCU08796","Q7RWW8"
"NCU08797","Q7RWW7"
"NCU08799","A7UX88"
"NCU08800","Q7S8T4"
"NCU08801","Q7S8T3"
"NCU08802","V5IP01"
"NCU08805","Q7S8S9"
"NCU08806","Q7S8S8"
"NCU08812","Q7S8F8"
"NCU08813","Q7S8F7"
"NCU08814","Q7S8F6"
"NCU08816","Q7S8F4"
"NCU08818","Q7S8F2"
"NCU08820","Q7S8F0"
"NCU08821","Q7S8E9"
"NCU08822","Q7S8E8"
"NCU08826","Q7S8Y9"
"NCU08827","V5IMP6"
"NCU08829","Q7S8Y6"
"NCU08830","Q7S8Y5"
"NCU08832","Q7S8Y3"
"NCU08833","Q7S8Y2"
"NCU08834","Q7S8Y1"
"NCU08835","Q7S8Y0"
"NCU08836","Q7S8X9"
"NCU08837","Q7S8X8"
"NCU08838","Q7S8X7"
"NCU08839","Q7S8X6"
"NCU08841","A7UX91"
"NCU08842","Q7S8X3"
"NCU08843","Q7S8X2"
"NCU08844","Q7S8X1"
"NCU08845","Q7S842"
"NCU08846","Q7S841"
"NCU08847","V5IL62"
"NCU08848","Q1K736"
"NCU08849","Q1K735"
"NCU08851","Q7S7M4"
"NCU08853","Q7S7M2"
"NCU08855","Q1K734"
"NCU08857","V5IL61"
"NCU08859","V5ILS5"
"NCU08861","Q1K730"
"NCU08862","Q1K729"
"NCU08863","Q7S7L8"
"NCU08864","Q7S751"
"NCU08865","Q1K6J0"
"NCU08866","Q7S750"
"NCU08867","V5IKX3"
"NCU08868","V5ILS2"
"NCU08869","Q7S795"
"NCU08870","Q1K6K9"
"NCU08872","Q1K6K8"
"NCU08879","Q7S757"
"NCU08881","Q7S755"
"NCU08883","Q7S2H0"
"NCU08884","Q7S2G9"
"NCU08885","Q1K6A5"
"NCU08887","Q1K6A3"
"NCU08889","V5ILV1"
"NCU08891","Q7S2G7"
"NCU08892","Q1K6A0"
"NCU08899","Q1K694"
"NCU08901","Q1K692"
"NCU08902","Q1K632"
"NCU08905","F5HCC6"
"NCU08912","Q1K674"
"NCU08915","Q1K673"
"NCU08916","Q7S252"
"NCU08917","Q1K672"
"NCU08918","Q1K671"
"NCU08921","Q1K669"
"NCU08922","Q1K668"
"NCU08929","Q1K6T0"
"NCU08932","V5ING9"
"NCU08934","Q1K6S7"
"NCU08937","Q1K6S5"
"NCU08946","Q1K6R7"
"NCU08949","V5IM17"
"NCU08953","Q1K6L2"
"NCU08954","Q1K6L1"
"NCU08957","Q7S799"
"NCU08959","Q7S797"
"NCU08960","Q7S796"
"NCU08961","V5INH9"
"NCU08962","Q7S7F2"
"NCU08965","Q7S7E9"
"NCU08966","V5IM22"
"NCU08969","Q7S7E5"
"NCU08970","Q7S7E4"
"NCU08971","Q7S7E3"
"NCU08972","Q7S7E2"
"NCU08974","Q7S2Z5"
"NCU08975","Q7S2Z4"
"NCU08978","Q7S2Z1"
"NCU08979","Q7S2Z0"
"NCU08982","Q7S2Y7"
"NCU08984","Q7S2Y5"
"NCU08986","U9W8R0"
"NCU08987","Q7S2Y2"
"NCU08988","Q7S2Y1"
"NCU08992","Q7S2X8"
"NCU08994","Q7S2X6"
"NCU08996","Q7S2X4"
"NCU08999","U9W3H0"
"NCU09003","Q7S2W7"
"NCU09005","U9W594"
"NCU09007","Q7S2W3"
"NCU09008","Q7S0D6"
"NCU09010","Q7S0D4"
"NCU09012","Q7S0S1"
"NCU09015","Q7S0R8"
"NCU09017","Q7S0R6"
"NCU09020","Q7S2V5"
"NCU09022","Q7S2V3"
"NCU09024","Q7S2V1"
"NCU09029","Q7S2U6"
"NCU09030","Q7S2U5"
"NCU09031","Q7S2U4"
"NCU09032","Q7S2U3"
"NCU09036","Q7S2T9"
"NCU09037","Q7S2T8"
"NCU09038","Q7S2T7"
"NCU09039","Q7S2T6"
"NCU09046","Q7S2S9"
"NCU09048","Q7S1V1"
"NCU09049","Q7S1V0"
"NCU09052","Q7S1U7"
"NCU09053","Q7S1U6"
"NCU09054","Q7S1U5"
"NCU09055","Q7S1U4"
"NCU09056","Q7S1U3"
"NCU09057","Q7S1U2"
"NCU09059","Q7S1U0"
"NCU09060","Q7S1T9"
"NCU09061","Q7S1T8"
"NCU09062","Q7S1T7"
"NCU09065","Q7SCT0"
"NCU09066","V5IRB1"
"NCU09069","V5INR4"
"NCU09070","Q7SFS9"
"NCU09072","Q7SFS7"
"NCU09073","Q7SFS6"
"NCU09074","Q7SFS5"
"NCU09075","Q7SFS4"
"NCU09078","Q7SFS2"
"NCU09080","Q7SFS0"
"NCU09081","Q7SFR9"
"NCU09082","Q7SFR8"
"NCU09084","Q7SFR6"
"NCU09087","Q7SFR3"
"NCU09088","Q7SFR2"
"NCU09092","Q7SFQ8"
"NCU09095","Q7SFQ5"
"NCU09096","Q7SFQ4"
"NCU09097","Q7SFQ3"
"NCU09099","Q7SFQ1"
"NCU09100","Q7SFQ0"
"NCU09101","Q7SFP9"
"NCU09103","Q7SFP7"
"NCU09104","Q7SFP6"
"NCU09105","V5IQ05"
"NCU09108","V5IPM0"
"NCU09124","Q7S2M4"
"NCU09125","Q7S2M3"
"NCU09126","Q7S2M2"
"NCU09127","Q7S2M1"
"NCU09128","V5IPN5"
"NCU09129","Q7S2L9"
"NCU09130","Q7S2L8"
"NCU09134","Q7S2L5"
"NCU09136","Q7S2L3"
"NCU09137","Q7S2L2"
"NCU09140","Q7S2K9"
"NCU09143","Q7S2K6"
"NCU09144","V5IRM3"
"NCU09145","Q7S0Z9"
"NCU09147","U9WGA7"
"NCU09148","Q7S0Z6"
"NCU09149","Q7S0Z5"
"NCU09150","Q7S0Z4"
"NCU09152","Q7S0Z2"
"NCU09153","Q7S0Z1"
"NCU09154","Q7S0Z0"
"NCU09155","Q7S0Y9"
"NCU09156","U9W7Y2"
"NCU09157","Q7S358"
"NCU09158","Q7S357"
"NCU09159","Q7S356"
"NCU09163","A7UXB0"
"NCU09164","Q7S351"
"NCU09165","Q7S350"
"NCU09166","Q7S349"
"NCU09167","Q7S348"
"NCU09168","Q7S347"
"NCU09171","Q7S344"
"NCU09172","Q7S343"
"NCU09173","Q7S342"
"NCU09174","Q7S341"
"NCU09176","Q7S339"
"NCU09177","Q7S338"
"NCU09178","Q7S337"
"NCU09179","Q7S336"
"NCU09180","Q7S335"
"NCU09181","Q7S334"
"NCU09185","Q7S330"
"NCU09186","Q7S329"
"NCU09187","Q7S328"
"NCU09188","Q7S327"
"NCU09190","Q7S325"
"NCU09191","Q1K6E8"
"NCU09193","Q1K6E6"
"NCU09196","Q7S3A7"
"NCU09197","Q1K6E3"
"NCU09200","Q1K6E0"
"NCU09201","Q1K6D9"
"NCU09204","Q1K6D7"
"NCU09206","Q1K6D6"
"NCU09207","Q1K6D5"
"NCU09213","Q1K6D1"
"NCU09214","Q7S3A2"
"NCU09215","V5IRN1"
"NCU09222","Q7S3A0"
"NCU09224","Q7S398"
"NCU09225","Q7S397"
"NCU09236","Q7SCU4"
"NCU09238","Q7SCU2"
"NCU09240","V5IRS8"
"NCU09241","Q7SF69"
"NCU09242","Q7SF68"
"NCU09243","Q7SF67"
"NCU09244","Q7SF66"
"NCU09245","Q7SF65"
"NCU09247","Q7SF63"
"NCU09251","Q7SF59"
"NCU09252","Q7SF58"
"NCU09256","Q7SF54"
"NCU09257","Q7SF53"
"NCU09259","Q7SF51"
"NCU09260","Q7SF50"
"NCU09262","Q7SF48"
"NCU09268","Q7SF42"
"NCU09270","Q7S1N7"
"NCU09271","V5IKF6"
"NCU09272","Q7S1N5"
"NCU09273","Q7S1N4"
"NCU09274","Q7S1N3"
"NCU09275","Q7S1N2"
"NCU09276","Q7S1N1"
"NCU09277","Q7S1N0"
"NCU09280","Q7S1M7"
"NCU09282","Q7S1M5"
"NCU09284","Q7S1M3"
"NCU09288","Q7S0R1"
"NCU09289","Q7S0R0"
"NCU09293","Q7S0Q6"
"NCU09294","Q7S1I7"
"NCU09295","Q7S1I6"
"NCU09296","V5IKQ9"
"NCU09303","Q7S1H8"
"NCU09305","Q7S1H6"
"NCU09306","A7UXI2"
"NCU09307","Q7SD86"
"NCU09314","Q7SD80"
"NCU09316","Q7SDF5"
"NCU09317","Q7SDF4"
"NCU09319","V5IPR1"
"NCU09323","Q7SDE8"
"NCU09326","Q7SD58"
"NCU09328","Q7SD57"
"NCU09329","Q7SD56"
"NCU09330","Q7SD55"
"NCU09335","Q7S132"
"NCU09336","Q7S131"
"NCU09338","Q7S2P9"
"NCU09339","Q7S2P8"
"NCU09342","Q7S2P5"
"NCU09343","Q7S2P4"
"NCU09344","Q7S2P3"
"NCU09348","Q7S2P0"
"NCU09351","Q7S2N7"
"NCU09354","V5IR84"
"NCU09355","Q7S2N3"
"NCU09356","Q7S2N2"
"NCU09360","Q7SCI9"
"NCU09362","Q7SCJ2"
"NCU09363","Q7SCJ1"
"NCU09365","Q7SCR8"
"NCU09370","V5IQW5"
"NCU09372","Q7SCN9"
"NCU09375","Q7SCN6"
"NCU09376","Q7SCN5"
"NCU09379","Q7SCW5"
"NCU09383","Q7SCW1"
"NCU09384","Q7SCW0"
"NCU09386","Q7SCV8"
"NCU09388","Q7SCV6"
"NCU09389","Q7S2A2"
"NCU09393","Q7S299"
"NCU09394","Q7S298"
"NCU09395","Q7S297"
"NCU09396","Q7S296"
"NCU09400","Q7S292"
"NCU09401","Q7S291"
"NCU09402","Q7S290"
"NCU09404","Q7S288"
"NCU09408","Q7S284"
"NCU09410","Q7S282"
"NCU09411","Q7S281"
"NCU09412","Q7S280"
"NCU09413","Q7S0T4"
"NCU09415","Q7S0T2"
"NCU09418","Q7S0S9"
"NCU09421","Q7S0S6"
"NCU09422","Q7S0S5"
"NCU09424","Q7S0S3"
"NCU09426","Q7S0B6"
"NCU09428","Q7S0B4"
"NCU09430","Q7S011"
"NCU09431","Q7S010"
"NCU09433","Q7S1Y1"
"NCU09440","V5IM61"
"NCU09441","V5IKF8"
"NCU09443","Q7S1X2"
"NCU09448","Q7S0G5"
"NCU09449","Q7S0G4"
"NCU09451","Q7S0G2"
"NCU09452","Q7S0G1"
"NCU09453","Q7S0M4"
"NCU09455","Q7S0M2"
"NCU09459","Q7S0L8"
"NCU09462","Q7SC17"
"NCU09464","Q7SC16"
"NCU09466","Q7SC14"
"NCU09467","V5IR90"
"NCU09470","Q7SC11"
"NCU09471","Q7SC10"
"NCU09472","Q7SC09"
"NCU09478","Q7SC05"
"NCU09479","Q7SC04"
"NCU09481","Q7SC02"
"NCU09482","Q7SC01"
"NCU09483","V5IQD1"
"NCU09487","Q7SBZ6"
"NCU09490","Q7SBZ3"
"NCU09492","V5IQD4"
"NCU09494","Q7SBX1"
"NCU09498","Q7S1H3"
"NCU09499","Q7S1H2"
"NCU09500","Q7S1H1"
"NCU09502","Q7S1G9"
"NCU09503","Q7S1G8"
"NCU09504","U9W2T6"
"NCU09505","U9W2L5"
"NCU09506","Q7S1G5"
"NCU09509","Q7S1G2"
"NCU09511","Q7S1Q4"
"NCU09514","Q7S1Q1"
"NCU09517","Q7S1P8"
"NCU09520","Q7S1P5"
"NCU09522","Q7S1P3"
"NCU09523","Q7S1P2"
"NCU09524","Q7S1P1"
"NCU09526","Q7S1N9"
"NCU09527","Q7S0I2"
"NCU09529","Q7S0I0"
"NCU09530","Q7S0H9"
"NCU09535","Q7S059"
"NCU09536","Q7S058"
"NCU09540","Q7S2C1"
"NCU09541","Q7S2C0"
"NCU09550","Q7S2B1"
"NCU09556","Q7S2A5"
"NCU09562","Q7S431"
"NCU09565","Q7S429"
"NCU09566","Q7S428"
"NCU09568","Q7S426"
"NCU09569","Q7S4N1"
"NCU09573","V5IKC5"
"NCU09574","Q7S4M6"
"NCU09576","Q7S4M4"
"NCU09577","Q7S4M3"
"NCU09578","Q7S4M2"
"NCU09581","Q7S4L9"
"NCU09584","Q7S4L6"
"NCU09585","Q7S4L5"
"NCU09586","Q7S4L4"
"NCU09587","Q7S4L3"
"NCU09588","Q7S4L2"
"NCU09589","Q7S4L1"
"NCU09590","Q7S4L0"
"NCU09591","Q7S4K9"
"NCU09593","Q1K8H3"
"NCU09597","Q7SBY1"
"NCU09599","Q1K8G9"
"NCU09603","Q1K8N2"
"NCU09604","Q7SC81"
"NCU09605","Q7RVZ5"
"NCU09606","Q1K8N1"
"NCU09612","Q1K8M8"
"NCU09613","Q1K8M7"
"NCU09615","Q7RV27"
"NCU09617","Q7SC80"
"NCU09619","F5HI98"
"NCU09620","Q1K8M5"
"NCU09623","F5HGX0"
"NCU09627","Q7RUN5"
"NCU09629","Q7RV26"
"NCU09630","F5HH42"
"NCU09631","Q1K8M3"
"NCU09632","Q1K8G5"
"NCU09633","V5IP52"
"NCU09634","Q7RVY9"
"NCU09635","Q7S0U1"
"NCU09636","Q7S0U0"
"NCU09639","Q7S0T7"
"NCU09641","Q7S0T5"
"NCU09645","Q7S278"
"NCU09647","Q7S276"
"NCU09650","Q7S273"
"NCU09651","Q7S272"
"NCU09657","Q7S266"
"NCU09658","Q7S265"
"NCU09660","Q7S263"
"NCU09665","Q7S258"
"NCU09667","Q7S7D4"
"NCU09669","V5ILW1"
"NCU09671","Q1K6R1"
"NCU09676","Q1K6Q8"
"NCU09679","Q1K6Q6"
"NCU09681","Q7S7C7"
"NCU09683","Q7S759"
"NCU09685","Q1K6J5"
"NCU09687","Q1K6J4"
"NCU09689","Q1K6K1"
"NCU09690","Q1K6K0"
"NCU09691","Q1K6J9"
"NCU09693","V5IL77"
"NCU09694","Q7S778"
"NCU09698","Q7S776"
"NCU09704","Q7S2S2"
"NCU09711","Q7S2R5"
"NCU09712","V5ILD6"
"NCU09713","Q7S2R3"
"NCU09714","Q7S2R2"
"NCU09716","Q7S2R0"
"NCU09717","Q7S2Q9"
"NCU09719","Q7S2Q7"
"NCU09720","Q7S2Q6"
"NCU09722","Q7S2Q4"
"NCU09723","Q7S2Q3"
"NCU09724","Q7S2Q2"
"NCU09725","Q7S2Q1"
"NCU09726","Q7S2Q0"
"NCU09728","Q7SEJ5"
"NCU09729","Q7SEJ4"
"NCU09734","Q7SEJ1"
"NCU09736","Q7SEI9"
"NCU09743","Q7SEI2"
"NCU09755","Q7S0W2"
"NCU09756","Q7S0W1"
"NCU09760","V5INU1"
"NCU09761","Q7S019"
"NCU09762","Q7S018"
"NCU09764","Q7S197"
"NCU09766","Q7S195"
"NCU09768","Q7S193"
"NCU09772","Q7S190"
"NCU09776","Q7S186"
"NCU09780","Q7S5T2"
"NCU09781","Q7S5T1"
"NCU09782","Q7S5T0"
"NCU09784","Q7S5T7"
"NCU09785","Q7S5T6"
"NCU09786","Q7S5T5"
"NCU09787","Q7S5T4"
"NCU09790","Q7S603"
"NCU09795","Q7S5Z8"
"NCU09797","Q7S5Z6"
"NCU09799","Q7S5S2"
"NCU09802","Q7SDJ9"
"NCU09806","Q7SDJ5"
"NCU09807","Q7SDJ4"
"NCU09814","Q7SDI7"
"NCU09820","Q7SCP7"
"NCU09823","Q7S1R9"
"NCU09824","V5ILU1"
"NCU09827","Q7S1R5"
"NCU09828","Q7S1R4"
"NCU09829","Q7S1R3"
"NCU09831","Q7S1R1"
"NCU09832","Q7S1R0"
"NCU09834","Q7S1Q8"
"NCU09835","Q7S1Q7"
"NCU09836","Q7S1Q6"
"NCU09837","Q7S071"
"NCU09838","Q7S070"
"NCU09839","Q7S069"
"NCU09845","Q7S0G7"
"NCU09846","Q7S0G6"
"NCU09847","V5INI3"
"NCU09848","Q7S1B7"
"NCU09851","Q7S1B4"
"NCU09852","Q7S1B3"
"NCU09853","Q7S1B2"
"NCU09854","Q7S1B1"
"NCU09856","Q7S1A9"
"NCU09857","Q7S1A8"
"NCU09863","Q7S5Z1"
"NCU09867","Q7S5Y7"
"NCU09868","Q7S5Y6"
"NCU09870","Q7S5W5"
"NCU09872","Q7S5W3"
