"SYMBOL","ENTREZID","UNIPROT"
"sbmC",946546,"P33012"
"yfhG",947010,"P0AD44"
"yhbE",947699,"P0AA73"
"uxaA",947603,"P42604"
"selB",948103,"P14081"
"tsaD",947578,"C4ZQY1"
"hofB",947481,"P36645"
"yigB",948357,"P0ADP0"
"kdgK",948041,"P37647"
"uvrY",946424,"P0AED5"
"iraD",948851,"C4ZT14"
"idnT",948798,"P39344"
"yadG",944833,"P36879"
"glnB",947016,"P0A9Z1"
"psd",948673,"B1XDR4"
"malF",948532,"P02916"
"yhfU",947892,"P64631"
"mnmG",948248,"C4ZZ19"
"narZ",945999,"P19319"
"iraM",945729,"C4ZS77"
"hisA",946521,"P10371"
"pdeN",,"P76446"
"cbrC",948230,"P31469"
"yojO",,"A5A619"
"yfdH",,"P77293"
"glyA",947022,"C4ZXC6"
"nrdD",948755,"P28903"
"rcnA",949078,"P76425"
"ulaE",948712,"C4ZR74"
"yhaM",2847723,"C4ZR24"
"ymfJ",945718,"P75973"
"yphD",949063,"P77315"
"yhdY",947764,"P45768"
"oxyR",948462,"P0ACQ4"
"ompN",946313,"P77747"
"btuB",948468,"P06129"
"rspA",946126,"P38104"
"yqgD",,"P46879"
"ycgY",945761,"P76012"
"rlmE",947689,"C4ZSR8"
"yagP",7751633,"P75684"
"rnd",946328,"P09155"
"tesB",945074,"P0AGG2"
"yfcD",946783,"P65556"
"mraZ",944810,"C4ZQ03"
"proQ",948950,"P45577"
"hdeB",948026,"P0AET2"
"yjhG",946829,"P39358"
"proX",947165,"P0AFM2"
"fliT",946433,"B1X683"
"aaeA",947748,"P46482"
"lafU",944921,"Q47154"
"gatZ",946641,"C4ZSH9"
"insI1",945968,"P0CF88"
"yhcB",947815,"P0ADW3"
"cbeA",946510,"P76364"
"ycdX",948477,"C4ZRX5"
"ispA",945064,"P22939"
"narX",945788,"P0AFA2"
"xerC",948355,"P0A8P6"
"hyaA",945579,"P69739"
"fadB",948336,"B1XAK8"
"cynS",948998,"B1XBI8"
"yicI",948169,"P31434"
"argA",947289,"P0A6C5"
"yjaH",948508,"P32681"
"yggL",947449,"P38521"
"frwB",948447,"P69816"
"ycgL",946226,"C4ZTM0"
"yiiG",948392,"P32151"
"cdh",948410,"B1XB84"
"menF",946712,"P38051"
"zapD",944873,"C4ZRJ6"
"purE",949031,"P0AG18"
"lsrB",945418,"B1XEA4"
"ygiZ",946450,"Q46867"
"hycC",945327,"P16429"
"nikB",947986,"P33591"
"yjbS",5061529,"P58036"
"soxS",948567,"P0A9E2"
"rstB",948870,"P18392"
"yagR",,
"abgR",945831,"P77744"
"intR",946976,"P76056"
"elfA",948306,"P75855"
"yeaY",946312,"P0AA91"
"hyfH",946965,"P77423"
"yeeS",946514,"P76362"
"lolE",945665,"P75958"
"hemL",946892,"B1XD24"
"pflC",948453,"P32675"
"uidR",946150,"P0ACT6"
"pitA",948009,"P0AFJ7"
"ypjI",5625570,"P58095"
"fecR",949104,"P23485"
"insO1",,"P75680"
"iadA",948853,"P39377"
"sbp",948411,"P0AG78"
"tgt",949130,"B1XEZ4"
"modC",945362,"P09833"
"ypdB",947395,"P0AE39"
"ftsX",947969,"P0AC30"
"yheS",947856,"P63389"
"pckA",,"B1X750"
"ybbV",,"P75711"
"cysC",947221,"P0A6J1"
"rrrQ",946100,"P76159"
"galT",945357,"P09148"
"rplI",948720,"C4ZR80"
"ydiP",945095,"P77402"
"insF5",,"P0CF83"
"yaaJ",944745,"P30143"
"sseB",946994,"P0AFZ1"
"yqgC",945052,"P64570"
"aroC",946814,"B1X9K2"
"symE",949088,"C4ZT30"
"prmC",945779,"P0ACC1"
"yjiN",948860,"P39385"
"hscB",946995,"P0A6L9"
"gspD",947822,"P45758"
"soxR",948566,"P0ACS2"
"rfbA",945154,"P37744"
"cadC",948653,"P23890"
"yqfB",947380,"B1XEI7"
"hscA",944885,"B1XB01"
"nagD",,"P0AF24"
"yoaJ",7751648,"C1P603"
"yhhN",947973,"P0ADI9"
"yadV",944859,"P33128"
"phnE",948625,"P0DP70"
"codA",944996,"P25524"
"yadS",949062,"P0AFP0"
"pgsA",945791,"P0ABF8"
"cspG",945591,"P0A978"
"lptG",945324,"P0ADC6"
"argD",947864,"P18335"
"moaE",945399,"P30749"
"aceB",948512,"P08997"
"ymjA",945874,"P0ACV8"
"dedA",946798,"P0ABP6"
"recC",947294,"P07648"
"yfdN",946419,"P76510"
"nrdR",947437,"B1XF01"
"ygeV",947320,"Q46802"
"cysK",946877,"P0ABK5"
"rsd",948496,"B1XBZ8"
"yncL",5061503,"A5A615"
"yjfF",948754,"P37772"
"dgcI",,"P75801"
"rsxC",946137,"P77611"
"minD",945741,"P0AEZ3"
"yhcG",947739,"P45423"
"uup",945566,"P43672"
"appB",,"P26458"
"nikE",947987,"P33594"
"alr",948564,"P0A6B4"
"ycjM",945659,"P76041"
"cyoE",945073,"B1XFL6"
"lpp",946175,"P69776"
"prpD",945931,"P77243"
"nanR",945468,"C4ZSW4"
"ariR",945340,"P75993"
"tesA",945127,"P0ADA1"
"mdtO",948582,"P32715"
"yddH",946192,"P76121"
"rnc",947033,"C4ZYJ0"
"yfdL",949099,"P76508"
"bglA",947378,"Q46829"
"prfB",947369,"P07012"
"wcaI",946588,"P32057"
"tatE",945228,"P0A843"
"tauD",945021,"P37610"
"yccX",945304,"P0AB65"
"adiY",948627,"P33234"
"hflX",948688,"P25519"
"ybbP",945118,"P77504"
"yjcO",948586,"P0AF56"
"ycjF",945878,"C4ZV70"
"rlpA",945241,"P10100"
"dgcP",,"P76245"
"fmt",947779,"C4ZUE2"
"rnt",946159,"P30014"
"clsA",945821,"C4ZTU1"
"recT",945917,"P33228"
"yggT",947421,"P64564"
"malP",947922,"P00490"
"yaiI",945033,"C4ZTE6"
"ylcI",5061499,"A5A607"
"yhfW",947890,"P45549"
"nrdE",947155,"P39452"
"cheA",946401,"P07363"
"nrfC",948581,"P0AAK7"
"ymfN",,"P75978"
"wbbJ",946556,"P37750"
"greA",947696,"P0A6W5"
"agaC",947652,"P42910"
"insA5",,"P0CF11"
"dnaE",944877,"P10443"
"secY",947799,"P0AGA2"
"idnK",946066,"P39208"
"ydaQ",947399,"P76057"
"glvB",,"P69789"
"ydcH",945997,"P0ACW6"
"pgm",945271,"P36938"
"lacY",949083,"P02920"
"tilS",944889,"P52097"
"yjdJ",948647,"P39274"
"argI",948774,"P04391"
"fur",945295,"P0A9A9"
"yraR",947667,"P45469"
"fabI",945870,"P0AEK4"
"tyrP",946412,"P0AAD4"
"gadB",946058,"P69910"
"cspD",945669,"P0A968"
"nikD",947989,"P33593"
"yqjA",947643,"P0AA63"
"yiiD",948387,"P0ADQ2"
"ybbW",945138,"P75712"
"hcaR",947000,"Q47141"
"phoP",945697,"P23836"
"thyA",949035,"C4ZZX9"
"ybhA",945372,"P21829"
"yejG",945319,"P0AD21"
"glpE",947935,"C4ZVX6"
"trxB",949054,"P0A9P4"
"yfbU",946767,"C4ZVI7"
"oppD",945802,"P76027"
"yjjY",948925,"P0ADD9"
"pflB",945514,"P09373"
"gmhA",949134,"C4ZRV8"
"bioB",945370,"B1X7A5"
"iroK",14678510,"U3PVA8"
"fixC",948958,"P68644"
"entA",945284,"P15047"
"yqiH",947531,"P77616"
"galM",944943,"P0A9C3"
"fixB",948939,"P31574"
"pstB",948240,"P0AAH0"
"yaeQ",946809,"P0AA97"
"yaaX",944747,"P75616"
"galF",,"P0AAB6"
"ettA",948909,"P0A9W3"
"yehR",949023,"P33354"
"fliD",946428,"P24216"
"ansB",947454,"P00805"
"mnaT",946010,"P76112"
"ygeQ",947344,"Q46797"
"yebB",946377,"P24238"
"yfdS",946426,"P76515"
"chaA",945790,"P31801"
"ribA",945763,"C4ZTX2"
"yneM",5061497,
"csdA",947275,"Q46925"
"rpiB",948602,"P37351"
"exbD",946345,"P0ABV2"
"hcaT",947007,"Q47142"
"djlC",945253,"P77359"
"b4286",,
"yiaF",948072,"P0ADK0"
"glgS",947533,"C4ZQW6"
"guaD",947366,"P76641"
"nikA",947981,"P33590"
"ves",946245,"P76214"
"fecD",946816,"P15029"
"rhaR",948396,"P09378"
"yobA",948315,"P0AA57"
"ytjA",1450298,"Q2M5U1"
"carB",944775,"P00968"
"ykgJ",945905,"P0AAL9"
"yhgN",947938,"P67143"
"mipA",946301,"P0A908"
"rfaI",,"P27128"
"dosC",945835,"P0AA89"
"secE",948486,"P0AG96"
"rpsS",947811,"C4ZUH1"
"yehP",946652,"P33352"
"ompT",945185,"P09169"
"malX",946009,"P19642"
"cysP",946883,"P16700"
"tdcG",2847724,"P42630"
"pyrE",948157,"C4ZXN4"
"ychG",,
"hda",946977,"C4ZX71"
"arcC",,"P37306"
"fhuE",945649,"P16869"
"gcvA",947278,"P0A9F6"
"uspG",945229,"P39177"
"rpoZ",948160,"B1X982"
"dadX",945754,"P29012"
"zapE",947821,"P64612"
"yecM",946415,"P52007"
"fsr",945119,"P52067"
"clsC",947321,"P75919"
"yicJ",948168,"P31435"
"rlmN",946249,"C4ZX92"
"yfaE",946729,"P0ABW3"
"clpP",945082,"P0A6G7"
"yafO",944916,"Q47157"
"cbpM",945597,"P63264"
"hybC",945182,"P0ACE0"
"hslR",947912,"P0ACG8"
"pdxY",946162,"P77150"
"elaA",946750,"P0AEH3"
"panB",944839,"B1XCA9"
"yjeM",948679,"P39282"
"maa",945096,"P77791"
"crfC",948620,"P0DM85"
"yehE",946615,"P33344"
"queF",947270,"C4ZZU9"
"poxB",946132,"P07003"
"ymiA",1450256,"P0CB62"
"yfiB",947094,"P07021"
"smpB",947296,"C4ZYN7"
"rnhA",946955,"C4ZRV1"
"yfjU",945062,"P0CF86"
"yffM",946921,"P76544"
"yedI",946465,"P46125"
"yfdC",944801,"P37327"
"puuC",947003,"P23883"
"ybfQ",1450245,"Q2EEQ8"
"zntB",,"P64423"
"glcE",2847718,"P52073"
"mepM",946376,"P0AFS9"
"sspB",944774,"P0AFZ3"
"yibF",948113,"P0ACA1"
"gspB",947826,"P03825"
"ddpC",946028,"P77463"
"phnD",948624,"P16682"
"dppC",948064,"P0AEG1"
"dicA",946241,"P06966"
"dmlA",946319,"P76251"
"rsmB",947789,"B1X6E1"
"elfD",946773,"P75856"
"sbcC",949076,"P13458"
"hycD",948994,"P16430"
"tag",947137,"P05100"
"yehZ",,"P33362"
"groS",948655,"C5A1D4"
"ybbJ",945126,"P0AAS3"
"pyrB",948767,"C4ZRB8"
"cmoB",946387,"B1XHD9"
"yohK",949125,"P0AD19"
"yddJ",,"P76122"
"rhaM",948402,"C5A069"
"yaiS",946967,"P71311"
"yidR",948198,"P31455"
"setA",944793,"P31675"
"recG",948162,"P24230"
"yoeB",1450274,"P69348"
"pflA",945517,"P0A9N4"
"cysS",946969,"B1XGC4"
"melR",948637,"P0ACH8"
"yqhD",947493,"Q46856"
"arnD",945334,"P76472"
"rrrD",947539,"P78285"
"pdxI",,"P25906"
"dcuA",948659,"P0ABN5"
"bdm",946041,"P76127"
"ppnP",,"C4ZTF0"
"pcnB",947318,"P0ABF1"
"purK",945153,"P09029"
"otsA",946405,"B1X658"
"paaI",945265,"P76084"
"ugpQ",947955,"P10908"
"usg",946797,"P08390"
"ybjL",945474,"C4ZY19"
"acpS",947037,"C4ZYI6"
"ilvN",948183,"P0ADF8"
"yccF",945594,"P0AB12"
"rfbB",945276,"P37759"
"mgsA",945574,"B1X8R7"
"ptrB",946358,"P24555"
"mdfA",945448,"P0AEY8"
"ulaA",948717,"P39301"
"kdpE",945302,"P21866"
"sfmD",945160,"P77468"
"yhcN",947835,"P64614"
"ytfF",948732,"P39314"
"pspD",945635,"P0AFV8"
"ttdA",947565,"P05847"
"ykiA",945423,"P75704"
"appY",948797,"P05052"
"nfuA",947925,"C4ZVW3"
"ibsD",7751628,"C1P616"
"yaeR",944875,"P52096"
"yajD",945051,"P0AAQ2"
"eptB",948068,"P37661"
"flhB",946391,"P76299"
"dkgA",947495,"Q46857"
"rfaB",,"P27127"
"yecE",946382,"P37348"
"nuoA",946764,"P0AFC3"
"ecpE",946631,"P77263"
"iscR",945279,"P0AGK8"
"mazE",947245,"P0AE72"
"pstA",948239,"P07654"
"nudJ",945689,"P0AEI6"
"mobB",948343,"P32125"
"cbrA",948197,"P31456"
"yojI",946705,"P33941"
"mglB",949041,"P0AEE5"
"ubiJ",948915,"P0ADP7"
"ygiN",947506,"P0ADU2"
"dapD",944862,"C4ZRQ8"
"ybiI",945434,"P41039"
"perM",,"P0AFI9"
"pfkB",946230,"P06999"
"ydbL",945943,"P76076"
"dauA",945770,"P0AFR2"
"kgtP",947069,"P0AEX3"
"dmsC",945502,"P18777"
"bamB",946982,"P77774"
"msbA",945530,"P60752"
"blr",2847682,"P56976"
"purU",945827,"P37051"
"ykfB",946846,"P77162"
"panD",945686,"P0A790"
"pabB",946337,"P05041"
"yeiB",949044,"P25747"
"hokD",948616,"P0ACG6"
"hycF",947048,"P16432"
"yhjV",948057,"P37660"
"nudI",946740,"P52006"
"mntS",14678509,"P0DKB3"
"gyrA",946614,"P0AES4"
"pka",947056,"P76594"
"narQ",946948,"P27896"
"chbC",945982,"P17334"
"menC",946734,"P29208"
"ydcC",947435,"P28917"
"rayT",944913,"Q47152"
"menE",946741,"P37353"
"ybbN",947119,
"ydcI",948865,"P77171"
"tusB",947844,"B1X6J2"
"yigA",948359,"P23305"
"hypE",947182,"P24193"
"insN1",,"P75679"
"ybdL",945211,"P77806"
"moaC",945397,"B1X7B3"
"efeO",945603,"P0AB24"
"holA",947573,"P28630"
"yaiZ",947355,"P0AAQ0"
"yicL",948176,"P31437"
"yegW",946639,"P0ACM5"
"xseA",946988,"C4ZX84"
"rplV",947813,"C4ZUH0"
"ycjW",945875,"P77615"
"yagH",944949,"P77713"
"hisC",946551,"P06986"
"yeeO",946506,"P76352"
"btsS",,"P0AD14"
"yceM",945204,"P75931"
"sgbU",948100,"P37679"
"maeB",946947,"P76558"
"leuL",946072,"P0AD79"
"tsaC",947783,"P45748"
"flu",946540,"P39180"
"ycbJ",945545,"P0AB03"
"bcsA",948053,"P37653"
"dsbB",946344,"P0A6M2"
"gadX",948028,"P37639"
"atl",,"P0AFP2"
"insJ",948082,"P19768"
"lgoR",948881,"P39399"
"ecpR",944966,"B1XE36"
"sohB",945858,"P0AG14"
"rlmH",945239,"C4ZWC3"
"insH6",,"P0CE53"
"fliE",946446,"P0A8T5"
"fhuF",948891,"P39405"
"xseB",945069,"C4ZTH9"
"yaaY",949128,"P75620"
"yfcO",946620,"P76498"
"recN",947105,"P05824"
"ibsB",7751626,"C1P608"
"cedA",946235,"P0AE60"
"fliI",946457,"P52612"
"dnaB",948555,"P0ACB0"
"ykfH",1450236,"Q9XB42"
"ftsY",947978,"P10121"
"garD",947641,"P39829"
"yeeZ",946538,"P0AD12"
"hldD",948134,"B1X953"
"insA4",,"P0CF10"
"iscX",945196,"P0C0L9"
"yjjW",948905,"P39409"
"pabA",947873,"P00903"
"bdcA",948765,"P39333"
"gfcA",945029,"P75885"
"baeR",946605,"P69228"
"ydaY",946208,"P76069"
"oxc",946845,"P0AFI0"
"yoaI",946294,"P76239"
"yaaU",944766,"P31679"
"ribD",945620,"P25539"
"yqeL",7751637,"C1P613"
"casB",947223,"P76632"
"yadK",944835,"P37016"
"ydgI",945159,"P0AAE5"
"ybfL",947075,"P75741"
"emrE",948442,"P23895"
"yqgA",947462,"Q46831"
"ffh",947102,"P0AGD7"
"rhtA",947045,"P0AA67"
"lasT",,"P37005"
"thiI",945067,"C4ZTI0"
"pykA",946527,"P21599"
"sgcQ",948834,"P39364"
"garL",947630,"B1XGT9"
"hrpA",948444,"P43329"
"dgt",947177,"P15723"
"ddlA",945313,"P0A6J8"
"ybgK",945317,
"clsB",945409,"P0AA84"
"torA",946267,"P33225"
"pepD",945013,"P15288"
"yfhL",947031,"P52102"
"ycjU",945891,"P77366"
"insD5",,"P0CF57"
"ldcC",944887,"P52095"
"folA",944790,"P0ABQ4"
"appC",,"P26459"
"insC1",945025,"P0CF40"
"quuQ",946103,"P76161"
"groL",948665,"P0A6F5"
"sdhB",945300,"P07014"
"mcbR",946014,"P76114"
"gpmI",,"P37689"
"kch",945841,"P31069"
"clpB",947077,"P63284"
"panZ",,"P37613"
"ytfR",2847725,"Q6BEX0"
"mlaB",947954,"P64602"
"yhgF",947911,"P46837"
"yfdT",946836,"P76516"
"bglH",948228,"P26218"
"essD",947545,"P0A9R2"
"rlmL",945564,"P75864"
"paaE",945962,"P76081"
"ydjN",946238,"P77529"
"yohD",946661,"P33366"
"ybcJ",945158,"P0AAS7"
"macA",947322,"P75830"
"ydgK",946154,"P76180"
"rplR",947804,"C4ZUF9"
"pepN",947253,"P04825"
"trmB",,"P0A8I5"
"fepB",947538,"P0AEL6"
"ubiA",948540,"B1XC39"
"fdhF",948584,"P07658"
"ycjT",945895,"P77154"
"rsxE",947509,"C4ZY95"
"recO",947038,"P0A7H3"
"rplC",947817,"B1X6H1"
"yjbQ",948561,"P0AF48"
"phnH",948619,"P16686"
"wzc",946567,"P76387"
"fadM",945812,"P77712"
"hyaF",945572,"P19932"
"agaW",947647,"P42905"
"wcaM",946561,"P71244"
"mdtA",946604,"B1X7H0"
"pyrC",945787,"C4ZS02"
"yhiI",948003,"P37626"
"hycA",947193,"P0AEV4"
"rlmM",947283,"P0ADR6"
"ymgI",5061515,"A5A611"
"glpC",946735,"P0A996"
"yhbT",947669,"P64599"
"agaD",947649,"P42911"
"nhaR",944757,"P0A9G2"
"fadE",949007,"Q47146"
"sfmC",945367,"P77249"
"dcm",946479,"P0AED9"
"torT",946289,"P38683"
"yhhZ",947952,"P46855"
"rihA",945503,"C4ZWD8"
"yjfM",948700,"P39295"
"yffP",946928,"P76547"
"ygeW",945826,"Q46803"
"proP",948626,"P0C0L7"
"ycbX",945563,"P75863"
"ymcF",,"P0DPC8"
"insB1",944743,"P0CF25"
"dtd",948378,"C5A055"
"lamB",948548,"B1XC35"
"uspD",948415,"P0AAB8"
"rplL",948489,"P0A7K2"
"gcvT",947390,"C5A0H7"
"purD",948504,"P15640"
"fimI",948841,"P39264"
"eutS",946936,"P63746"
"ygjV",947604,"P42603"
"yjjX",948919,"P39411"
"hyfG",946964,"P77329"
"rhmR",944752,"P77732"
"phnP",948600,"P16692"
"yicS",1450300,"Q2M7X4"
"ygiD",946447,"P24197"
"yhiS",948017,"P37635"
"mntH",946899,"C4ZVS8"
"acnB",944864,"P36683"
"rplM",947828,"P0AA10"
"yaiY",945223,"P0AAP7"
"yagB",944944,"P37008"
"livK",947964,"P04816"
"yejF",946689,"P33916"
"modB",945361,"P0AF01"
"pgpA",947542,"P18200"
"ydhK",946528,"P76186"
"ycgM",946115,"P76004"
"pbpC",947152,"P76577"
"gpr",947480,"Q46851"
"deoB",948910,"C4ZT65"
"insD2",,"P0CF54"
"galK",945358,"C4ZXS8"
"lhr",946156,"P30015"
"ycaI",945531,"P37443"
"yfdV",949110,"P0AA49"
"yggN",947453,"P0ADS9"
"ybeH",,"P0DP63"
"glnK",945087,"P0AC55"
"yeaC",947074,"P76231"
"hycE",947396,"P16431"
"ygeI",947336,"Q46789"
"yfaP",946728,"P76462"
"hdeD",948024,"P0AET5"
"psuK",946664,"P30235"
"stfQ",946098,"P77515"
"yibV",5061524,"A5A625"
"nuoB",946738,"P0AFC7"
"ccmF",948783,"P33927"
"ygbN",947208,"Q46892"
"ulaC",948715,"P69820"
"narK",945783,"P10903"
"yheO",947851,"P64624"
"queE",947527,"P64554"
"aceE",944834,"P0AFG8"
"ompA",945571,"P0A910"
"aaeR",947760,"P67662"
"ftnB",946407,"P0A9A2"
"flhE",946094,"P76297"
"prlC",948016,"P27298"
"yaiP",945308,"Q47536"
"yfeR",946873,"P0ACR7"
"feaB",945933,"P80668"
"yfbO",946752,"P76485"
"yfdG",,"P77682"
"yccE",947468,"P36661"
"mpaA",945969,"P0ACV6"
"ligA",946885,"B1XA82"
"ygeN",2847705,"Q46793"
"rph",948156,"P0CG18"
"sprT",,"C5A0L3"
"ubiF",945261,"P75728"
"aspA",948658,"P0AC38"
"intE",948034,"P75969"
"fbaB",946632,"P0A991"
"mltA",944964,"P0A935"
"lspA",944800,"C4ZPV3"
"ybaY",945070,"P77717"
"yjgZ",948804,"P39351"
"yciW",945859,"P76035"
"guaA",947334,"B1XAY2"
"rng",947744,"P0A9J0"
"rseP",944871,"P0AEH1"
"pdeG",,"P75995"
"rpmG",946318,"B1X970"
"wecA",948789,"P0AC78"
"insE1",944952,"P0CF66"
"fadJ",949097,"C4ZVN2"
"hcaC",947015,"P0ABW0"
"idnR",949058,"P39343"
"gspM",947841,"P36678"
"bglB",948234,"P11988"
"uvrA",948559,"P0A698"
"ymgF",1450253,"P58034"
"ldrB",2847735,"Q6BF87"
"slp",948022,"P37194"
"argE",948456,"P23908"
"pphA",946356,"P55798"
"dapA",946952,"P0A6L2"
"yacC",948472,"P0AA95"
"cynT",946548,"P0ABE9"
"fepG",945209,"P23877"
"ogt",945853,"P0AFH0"
"sodB",944953,"P0AGD3"
"ymbA",,
"prfC",948897,"B1XFI4"
"eutM",946942,"P0ABF4"
"dsdC",948828,"P46068"
"znuB",946372,"P39832"
"wcaK",946569,"P71242"
"ecnB",2847737,"P0ADB7"
"potH",945475,"P31135"
"mngR",945371,"P13669"
"trkG",945932,"P23849"
"cmk",945535,"B1X850"
"ybfA",947452,"P0AAU2"
"prkB",947862,"P0AEX5"
"yecA",945061,"P0AD05"
"gsiD",945461,"P75799"
"ecpB",948806,"P77188"
"nuoH",946761,"C4ZUC5"
"abgT",945912,"P46133"
"scpC",947402,"P52043"
"metK",945389,"P0A817"
"ynjF",946221,"P76226"
"lsrC",946105,"B1XEA2"
"hyfR",948886,"P71229"
"mcrA",945727,"P24200"
"dicC",946120,"P06965"
"rplX",947810,"P60624"
"rclC",944974,"P75685"
"yehS",949026,"P33355"
"ycjP",945892,"P77716"
"ralR",945914,"P33229"
"ydfK",947451,"P76154"
"yacL",944809,"P0A8E5"
"dinI",945022,"P0ABR1"
"lnt",946201,"P23930"
"nudE",947906,"P45799"
"ypdJ",1450283,"Q2EET0"
"ygfA",,"P0AC28"
"phnL",948612,"P16679"
"ycbU",945561,"P75859"
"ptrA",947284,"P05458"
"wcaF",946578,"P0ACD2"
"yohC",946666,"P0AD17"
"fruL",,"P0ADF0"
"pheM",947212,"P0AD74"
"nadA",945351,"P11458"
"ybcY",945170,"P77460"
"citF",945230,"P75726"
"creC",948609,"P08401"
"yjhU",948827,"P39356"
"sfmF",944977,"P38052"
"marB",946184,"P31121"
"yjcF",948576,"P32704"
"yjcH",948574,"P0AF54"
"yahC",947337,"P77219"
"rpsC",947814,"C4ZUG9"
"pspF",945683,"P37344"
"araB",946017,"P08204"
"ytfP",948741,"P0AE48"
"argS",946452,"C4ZQG0"
"sstT",947605,"P0AGE4"
"sodC",945343,"P0AGD1"
"yjaG",948501,"P32680"
"sbcD",945049,"P0AG76"
"agp",945773,"P19926"
"nei",945320,"P50465"
"znuC",946374,"P0A9X1"
"potD",945682,"P0AFK9"
"ybhB",945383,"P12994"
"ydfD",946102,"P29010"
"ydbK",,"P52647"
"ydaF",945911,"P0ACW0"
"ybfP",945274,"P75737"
"secD",949133,"P0AG90"
"yehB",946617,"P33341"
"ytfE",948724,"P69506"
"setC",948177,"P31436"
"ybjN",945482,"P0AAY6"
"nanC",946843,"P69856"
"trmH",948161,"P0AGJ2"
"phoU",948233,"P0A9K7"
"yqhG",945919,"Q46858"
"exoD",947902,"P75717"
"yqhH",946832,"P65298"
"polA",948356,"P00582"
"ycjD",945871,"P45736"
"dgcZ",946075,"P31129"
"cspB",946091,"P36995"
"ynjE",946505,"P78067"
"arnA",947683,"P77398"
"narH",945780,"P11349"
"argK",947412,"P27254"
"rhaA",948400,"P32170"
"yihD",948348,"P0ADP9"
"ychF",945769,"P0ABU2"
"ynjD",944965,"P76909"
"amyA",946434,"P26612"
"ldhA",946315,"P52643"
"prmA",947708,"C4ZSZ5"
"glpK",948423,"P0A6F3"
"xdhC",945148,"Q46801"
"insE3",,"P0CF68"
"yfeX",946913,"P76536"
"mreD",947756,"P0ABH4"
"idnD",944769,"P39346"
"atpB",948252,"C4ZZ16"
"phnK",948611,"P16678"
"ymgA",948991,"P75992"
"yqhC",947491,"Q46855"
"rpsJ",947816,"B1X6H2"
"vsr",946476,"P09184"
"uspB",948008,"P0A8S5"
"glxK",945129,"P77364"
"yqjI",947584,"P64588"
"aceF",944794,"P06959"
"pdeC",,"P32701"
"cobS",946520,"B1X6T0"
"ybgJ",945311,
"yfaA",946618,"P17994"
"plsX",946165,"P27247"
"gltA",945323,"P0ABH7"
"eutK",946912,"P76540"
"ynaK",947417,"P76068"
"yffL",946922,"P76543"
"yahK",944975,"P75691"
"nimR",,"P76241"
"rpsQ",947808,"P0AG63"
"nmpC",946786,"P21420"
"ynjB",946271,"P76223"
"uof",5625562,"A8DYP9"
"yfcJ",946791,"P77549"
"intF",947351,"P71298"
"glgA",947932,"P0A6U8"
"gltJ",945443,"P0AER3"
"gloA",946161,"P0AC81"
"yidC",948214,"P25714"
"fumA",946826,"P0AC33"
"yfcC",946780,"P39263"
"yhaC",947557,"P11864"
"mglC",949039,"P23200"
"ybjI",945470,"P75809"
"proV",947148,"P14175"
"xdhD",949079,"Q46814"
"insB6",,"P0CF29"
"caiB",948997,"C4ZPW4"
"yigF",948340,"P27842"
"can",944832,"P61517"
"cyoB",945615,"P0ABI8"
"nrdI",947158,"B1XCL1"
"yphC",947019,"P77360"
"ygaZ",945093,"P76630"
"prs",945772,"P0A717"
"yjbF",948533,"P32687"
"yhjG",948043,"P37645"
"htrE",944819,"P33129"
"ssuA",945560,"P75853"
"dctA",948039,"C4ZW75"
"nrfF",948578,"P32711"
"dppB",948063,"P0AEF8"
"adeP",948224,"P31466"
"phnF",948617,"P16684"
"tfaQ",946060,"P76155"
"yjfI",948704,"P0AF76"
"fkpA",947850,"P45523"
"rdgC",948585,"C4ZTF1"
"frvB",948390,"P32154"
"hchA",946481,"C4ZQN7"
"bioD1",,"P13000"
"phoE",944926,"P02932"
"ynbG",7751614,"C1P600"
"tfaR",946062,"P77163"
"ymgJ",5061516,"A5A612"
"purT",946368,"C4ZZK6"
"ydjO",946237,"P76210"
"yeiR",946701,"P33030"
"parE",947501,"P20083"
"yehH",2847726,
"yfbM",946745,"P76483"
"mngA",945355,"P54745"
"tdcC",947629,"P0AAD8"
"yigG",948344,"P27843"
"ydcD",946958,"P31991"
"rnhB",944852,"P10442"
"ybcM",945163,"P77634"
"yjhX",1450297,"Q2EEU2"
"arfB",946046,"P40711"
"yjgR",948978,"P39342"
"rihC",944796,"P22564"
"hcaD",945427,"B1XB17"
"yeeA",946545,"P33011"
"tas",947306,"P0A9T4"
"insF1",944948,"P0CF79"
"deoD",945654,"C4ZT66"
"yfeS",946887,"P78271"
"phnG",948618,"P16685"
"ygeY",947360,"P65807"
"phnB",,"P16681"
"tufA",947838,"P0CE47"
"aaeX",947751,"P46478"
"yfiC",,"C4ZYJ8"
"dnaQ",946441,"P03007"
"ydiN",946198,"P76198"
"ykfI",946726,"P77692"
"yrfG",947904,"P64636"
"rbsD",948267,"C4ZZ26"
"mtr",947675,"P0AAD2"
"degS",947865,"P0AEE3"
"glcG",947473,"P0AEQ1"
"cpxP",2847688,"P0AE85"
"yghS",947476,"Q46843"
"ebgC",947581,"P0AC73"
"smrA",945953,"P76053"
"yrbL",947910,"P64610"
"metB",948434,"P00935"
"gltI",946938,"P37902"
"hypB",947194,"P0AAN3"
"yidJ",948188,"P31447"
"mhpB",945047,"P0ABR9"
"malZ",949131,"P21517"
"ftsW",946322,"P0ABG4"
