SYMBOL,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,IPI,UNIGENE,UNIPROT
Vps37d,ENSMUSG00000043614,,,194309,IPI00224500,Mm.44356,Q810I0
Vps41,ENSMUSG00000041236,ENSMUSP00000072729,ENSMUST00000222269,218035,IPI00330411,Mm.27389,Q5KU39
Vps45,ENSMUSG00000015747,ENSMUSP00000015891,ENSMUST00000015891,22365,IPI00124291,Mm.263185,P97390
Vps4a,ENSMUSG00000031913,ENSMUSP00000034388,ENSMUST00000034388,116733,IPI00312172,Mm.236004,Q8VEJ9
Vps4b,ENSMUSG00000009907,,,20479,IPI00133700,Mm.18705,P46467
Vps51,ENSMUSG00000024797,,,68505,IPI00652882,Mm.227361,Q3UVL4
Vps52,ENSMUSG00000024319,,,224705,IPI00623259,Mm.448614,Q8C754
Vps53,ENSMUSG00000017288,,,68299,IPI00229808,Mm.46397,Q8CCB4
Vps54,ENSMUSG00000020128,,,245944,IPI00556732,Mm.170103,Q5SPW0
Vps72,ENSMUSG00000008958,,,21427,IPI00126141,Mm.133919,Q62481
Vps8,ENSMUSG00000033653,,,209018,IPI00875536,Mm.235683,Q0P5W1
Vta1,ENSMUSG00000019868,,,66201,IPI00133024,Mm.227983,Q9CR26
Snf8,ENSMUSG00000006058,,,27681,IPI00111949,Mm.372235,Q9CZ28
Vmp1,ENSMUSG00000018171,ENSMUSP00000018315,ENSMUST00000018315,75909,IPI00387192,Mm.390398,Q99KU0
Bphl,ENSMUSG00000038286,,,68021,IPI00320462,Mm.140243,Q8R164
Vars,ENSMUSG00000007029,,,22321,IPI00130353,Mm.28420,Q790I0
Vars2,ENSMUSG00000038838,,,68915,IPI00222180,Mm.32002,Q3U2A8
unassigned,,,,,,,
Vps39,ENSMUSG00000027291,,,269338,IPI00227698,Mm.246131,Q3USV9
Vangl1,ENSMUSG00000027860,,,229658,IPI00228377,Mm.118004,Q80Z96
Vangl2,ENSMUSG00000026556,,,93840,IPI00154106,Mm.36148,Q91ZD4
Vcam1,ENSMUSG00000027962,,,22329,IPI00264750,Mm.76649,Q3UPN1
Vegfa,ENSMUSG00000023951,,,22339,IPI00955379,Mm.282184,A0A1L1SVG2
Vegfb,ENSMUSG00000024962,,,22340,IPI00117120,Mm.15607,P49766
Vegfc,ENSMUSG00000031520,ENSMUSP00000033919,ENSMUST00000033919,22341,IPI00131065,Mm.1402,P97953
Vegfd,ENSMUSG00000031380,,,14205,IPI00131038,Mm.297978,P97946
Flt1,ENSMUSG00000029648,,,14254,IPI00124497,Mm.389712,A0A0R4J0A4
Kdr,ENSMUSG00000062960,,,16542,IPI00987395,Mm.285,Q8VCD0
Flt4,ENSMUSG00000020357,ENSMUSP00000020617,ENSMUST00000020617,14257,IPI00273133,Mm.3291,P35917
Vezf1,ENSMUSG00000018377,ENSMUSP00000138880,ENSMUST00000183959,22344,IPI00129531,Mm.46628,Q5SXC4
Vnn3,ENSMUSG00000020010,ENSMUSP00000020190,ENSMUST00000020190,26464,IPI00230412,Mm.27334,Q9QZ25
Gpbp1,ENSMUSG00000032745,,,73274,IPI00272160,Mm.57286,Q6NXH3
Gpbp1l1,ENSMUSG00000034042,,,77110,IPI00874963,Mm.41715,Q6NZP2
Vipr1,ENSMUSG00000032528,ENSMUSP00000035115,ENSMUST00000035115,22354,IPI00128984,Mm.282007,P97751
Vipr2,ENSMUSG00000011171,,,22355,IPI00114615,Mm.395245,P41588
Vasp,ENSMUSG00000030403,ENSMUSP00000032561,ENSMUST00000032561,22323,IPI00624876,Mm.9684,P70460
Vash1,ENSMUSG00000021256,ENSMUSP00000021681,ENSMUST00000021681,238328,IPI00121761,Mm.216101,Q8C1W1
Vash2,ENSMUSG00000037568,,,226841,IPI00404391,Mm.22856,Q8C5G2
Avp,ENSMUSG00000037727,ENSMUSP00000035551,ENSMUST00000046001,11998,IPI00118471,Mm.6190,P35455
Avpr1a,ENSMUSG00000020123,ENSMUSP00000020323,ENSMUST00000020323,54140,IPI00312866,Mm.4351,Q3U1H9
Avpr1b,ENSMUSG00000026432,ENSMUSP00000027690,ENSMUST00000027690,26361,IPI00230032,Mm.89986,Q9WU02
Avpr2,ENSMUSG00000031390,ENSMUSP00000033765,ENSMUST00000033765,12000,IPI00134032,Mm.383171,Q3SWS4
Vasn,ENSMUSG00000039646,ENSMUSP00000045162,ENSMUST00000038770,246154,IPI00321074,Mm.482140,Q9CZT5
Rag1,ENSMUSG00000061311,ENSMUSP00000077584,ENSMUST00000078494,19373,IPI00135954,Mm.828,P15919
Rag2,ENSMUSG00000032864,ENSMUSP00000106858,ENSMUST00000111227,19374,IPI00127759,Mm.4988,P21784
Vax1,ENSMUSG00000006270,ENSMUSP00000134642,ENSMUST00000172821,22326,IPI00762603,Mm.23801,Q2NKI2
Vax2,ENSMUSG00000034777,ENSMUSP00000035976,ENSMUST00000037807,24113,IPI00123684,Mm.307165,Q14B19
Veph1,ENSMUSG00000027831,ENSMUSP00000029419,ENSMUST00000029419,72789,IPI01007682,Mm.443526,A1A535
Vcan,ENSMUSG00000021614,,,13003,IPI00469565,Mm.158700,E9PYH0
Vrtn,ENSMUSG00000071235,,,432677,IPI00133640,Mm.311913,Q3SYK4
Hsd17b12,ENSMUSG00000027195,,,56348,IPI00119219,Mm.22505,O70503
Hacd1,ENSMUSG00000063275,,,30963,IPI00876215,Mm.241205,A2AQ81
Hacd2,ENSMUSG00000035376,ENSMUSP00000060462,ENSMUST00000061156,70757,IPI00124411,Mm.27286,Q9D3B1
Hacd3,ENSMUSG00000033629,ENSMUSP00000044955,ENSMUST00000036615,57874,IPI00322145,Mm.308180,Q8K2C9
Hacd4,ENSMUSG00000028497,,,66775,IPI00131890,Mm.386788,A2AKM2
Slc27a2,ENSMUSG00000027359,,,26458,IPI00130924,Mm.290044,O35488
Tecr,ENSMUSG00000031708,,,106529,IPI00262743,Mm.352239,G3UWE1
Acadvl,ENSMUSG00000018574,,,11370,IPI00119203,Mm.18630,P50544
Vldlr,ENSMUSG00000024924,,,22359,IPI00323114,Mm.4141,P98156
Vamp1,ENSMUSG00000030337,,,22317,IPI00918069,Mm.32321,Q62442
Vamp2,ENSMUSG00000020894,,,22318,IPI00229703,Mm.28643,P63044
Vamp3,ENSMUSG00000028955,ENSMUSP00000030797,ENSMUST00000030797,22319,IPI00132276,Mm.273930,P63024
Vamp4,ENSMUSG00000026696,,,53330,IPI00404693,Mm.10699,O70480
Vamp5,ENSMUSG00000073002,ENSMUSP00000145880,ENSMUST00000206154,53620,IPI00131276,Mm.440321,Q791P0
Vamp7,ENSMUSG00000051412,ENSMUSP00000052262,ENSMUST00000051100,20955,IPI00137647,Mm.1517,P70280
Vamp8,ENSMUSG00000050732,ENSMUSP00000059501,ENSMUST00000059983,22320,IPI00453589,Mm.1838,A0A0R4J0R1
Vapa,ENSMUSG00000024091,ENSMUSP00000024897,ENSMUST00000024897,30960,IPI00125267,Mm.266767,Q9WV55
Vapb,ENSMUSG00000054455,ENSMUSP00000064699,ENSMUST00000067530,56491,IPI00308187,Mm.260456,Q8BH80
Nsf,ENSMUSG00000034187,,,18195,IPI00656325,Mm.260117,P46460
Sec22a,ENSMUSG00000034473,,,317717,IPI00308221,Mm.259164,B2RSR2
Sec22b,ENSMUSG00000027879,ENSMUSP00000029476,ENSMUST00000029476,20333,IPI00114368,Mm.2551,O08547
Sec22c,ENSMUSG00000061536,,,215474,IPI00405766,Mm.31421,Q8BXT9
Golt1a,ENSMUSG00000103421,ENSMUSP00000092136,ENSMUST00000094557,68338,IPI00121184,Mm.247935,Q9DCQ3
Golt1b,ENSMUSG00000030245,,,66964,IPI00133212,Mm.3676,Q9CR60
Bnip1,ENSMUSG00000024191,,,224630,IPI00278462,Mm.21795,Q6QD59
Sft2d1,ENSMUSG00000073468,,,106489,IPI00515205,Mm.311080,Q5SSN7
Sft2d2,ENSMUSG00000040848,,,108735,IPI00875475,Mm.288369,Q8VD57
Sft2d3,ENSMUSG00000044982,ENSMUSP00000100656,ENSMUST00000054984,67158,IPI00135388,Mm.31537,E9QJT3
Use1,ENSMUSG00000002395,,,67023,IPI00928446,Mm.41890,E9Q496
Vti1a,ENSMUSG00000024983,,,53611,IPI00131540,Mm.258637,Q5FWJ7
Vti1b,ENSMUSG00000021124,,,53612,IPI00331284,Mm.265929,Q91XH6
Slc18a3,ENSMUSG00000100241,ENSMUSP00000139829,ENSMUST00000191501,20508,IPI00677977,Mm.190503,Q3TYJ1
Slc17a7,ENSMUSG00000070570,ENSMUSP00000082489,ENSMUST00000085374,72961,IPI00109153,Mm.255631,Q3TXX4
Slc17a6,ENSMUSG00000030500,ENSMUSP00000032710,ENSMUST00000032710,140919,IPI00120342,Mm.256618,A0A0R4J0A6
Slc17a8,ENSMUSG00000019935,,,216227,IPI00221470,Mm.233921,D3YTT3
Slc32a1,ENSMUSG00000037771,,,22348,IPI00221831,Mm.143404,O35633
Lman2,ENSMUSG00000021484,ENSMUSP00000021940,ENSMUST00000021940,66890,IPI00321634,Mm.38868,Q9DBH5
Vopp1,ENSMUSG00000037788,,,232023,IPI00153345,Mm.24642,Q8R1C3
Vezt,ENSMUSG00000036099,,,215008,IPI00885798,Mm.124177,Q3ZK22
Hdlbp,ENSMUSG00000034088,,,110611,IPI00123379,Mm.30012,Q3U4Z7
Vil1,ENSMUSG00000026175,,,22349,IPI00314041,Mm.471601,Q62468
Vill,ENSMUSG00000038775,,,22351,IPI00553806,Mm.83817,G5E8C6
Vim,ENSMUSG00000026728,ENSMUSP00000114742,ENSMUST00000141365,22352,IPI00227299,Mm.268000,P20152
Vmac,ENSMUSG00000054723,ENSMUSP00000132817,ENSMUST00000164907,106639,IPI00223392,Mm.37290,G3XA49
Vcl,ENSMUSG00000021823,,,22330,IPI00405227,Mm.279361,Q64727
Sorbs3,ENSMUSG00000022091,ENSMUSP00000154195,ENSMUST00000227653,20410,IPI00129264,Mm.5068,Q8K0M3
Lman2l,ENSMUSG00000001143,,,214895,IPI00230453,Mm.287854,P59481
Vip,ENSMUSG00000019772,ENSMUSP00000019906,ENSMUST00000019906,22353,IPI00316548,Mm.98916,P32648
Vsnl1,ENSMUSG00000054459,ENSMUSP00000152711,ENSMUST00000220506,26950,IPI00230418,Mm.27005,P62761
Rrh,ENSMUSG00000028012,,,20132,IPI00128521,Mm.278758,O35214
Vsx1,ENSMUSG00000033080,ENSMUSP00000039088,ENSMUST00000046095,114889,IPI00125937,Mm.207061,A2AQX5
Vsx2,ENSMUSG00000021239,,,12677,IPI00990176,Mm.4405,Q6PDC1
Cyp2r1,ENSMUSG00000030670,,,244209,IPI00308361,Mm.108037,Q32MW1
Vdr,ENSMUSG00000022479,,,22337,IPI00311693,Mm.245084,P48281
Gc,ENSMUSG00000035540,,,14473,IPI00126184,Mm.196595,P21614
Ggcx,ENSMUSG00000053460,ENSMUSP00000070109,ENSMUST00000065906,56316,IPI00136012,Mm.19937,B2RS80
Proc,ENSMUSG00000024386,ENSMUSP00000132226,ENSMUST00000171765,19123,IPI00113750,Mm.2786,P33587
Pros1,ENSMUSG00000022912,ENSMUSP00000023629,ENSMUST00000023629,19128,IPI00124374,Mm.127156,Q08761
Proz,ENSMUSG00000031445,ENSMUSP00000147733,ENSMUST00000210050,66901,IPI00133222,Mm.441140,Q9CQW3
Vkorc1,ENSMUSG00000096145,ENSMUSP00000033074,ENSMUST00000033074,27973,IPI00133579,Mm.29703,Q9CRC0
Vkorc1l1,ENSMUSG00000066735,ENSMUSP00000059139,ENSMUST000000517580,69568,IPI00421220,Mm.288718,Q0VGU5
Vmo1,ENSMUSG00000020830,ENSMUSP00000021179,ENSMUST00000021179,327956,IPI00356612,Mm.244514,Q5SXG7
Vit,ENSMUSG00000024076,ENSMUSP00000024880,ENSMUST00000024880,74199,IPI00785455,Mm.292983,Q8VHI5
Vtn,ENSMUSG00000017344,ENSMUSP00000017488,ENSMUST00000128479,22370,IPI00129240,Mm.3667,P29788
Vdac1,ENSMUSG00000020402,,,22333,IPI00122549,Mm.3555,Q60932
Vdac2,ENSMUSG00000021771,,,22334,IPI00122547,Mm.262327,Q60930
Vdac3,ENSMUSG00000008892,,,22335,IPI00122548,Mm.227704,Q5EBQ0
Cbarp,ENSMUSG00000035640,,,100503659,IPI00831665,Mm.485395,Q66L44
Cacng1,ENSMUSG00000020722,ENSMUSP00000021065,ENSMUST00000021065,12299,IPI00119463,Mm.57093,O70578
Cacng2,ENSMUSG00000019146,ENSMUSP00000019290,ENSMUST00000019290,12300,IPI00132786,Mm.277338,O88602
Cacng3,ENSMUSG00000066189,ENSMUSP00000081664,ENSMUST00000084615,54376,IPI00122300,Mm.444212,Q9JJV5
Cacng4,ENSMUSG00000020723,ENSMUSP00000021066,ENSMUST00000021066,54377,IPI00122299,Mm.103724,A2AAU2
Cacng5,ENSMUSG00000040373,,,140723,IPI00128831,Mm.87663,Q544Q4
Cacng6,ENSMUSG00000078815,ENSMUSP00000138622,ENSMUST00000183200,54378,IPI00128828,Mm.424047,Q14C42
Cacng7,ENSMUSG00000069806,ENSMUSP00000090567,ENSMUST00000092891,81904,IPI00140061,Mm.214994,B9EJ14
Cacng8,ENSMUSG00000053395,ENSMUSP00000144569,ENSMUST00000201660,81905,,Mm.357990,
Tmem37,ENSMUSG00000050777,ENSMUSP00000050862,ENSMUST00000056089,170706,IPI00122296,Mm.24750,Q9JJV3
Cacna2d1,ENSMUSG00000040118,,,12293,IPI00626793,Mm.159842,O08532
Cacna2d2,ENSMUSG00000010066,,,56808,IPI00111158,Mm.273084,Q6PHS9
Cacna2d3,ENSMUSG00000021991,ENSMUSP00000022567,ENSMUST00000022567,12294,IPI00130253,Mm.386754,Q9Z1L5
Cacna2d4,ENSMUSG00000041460,,,319734,IPI00988663,Mm.440773,F8VPL1
Cacna1c,ENSMUSG00000051331,,,12288,IPI00277044,Mm.41628,Q01815
Cacna1d,ENSMUSG00000015968,,,12289,IPI00855172,Mm.9772,Q99246
Cacna1f,ENSMUSG00000031142,,,54652,IPI00875458,Mm.289647,Q7TNI3
Cacna1s,ENSMUSG00000026407,,,12292,IPI01008077,Mm.4418,F8VQE0
Cacnb1,ENSMUSG00000020882,,,12295,IPI00421278,Mm.41252,Q8R3Z5
Cacnb2,ENSMUSG00000057914,,,12296,IPI00420996,Mm.313930,C7IVS7
Cacnb3,ENSMUSG00000003352,,,12297,IPI00133518,Mm.3544,D3Z3Z3
Cacnb4,ENSMUSG00000017412,,,12298,IPI00626660,Mm.330223,A2ATZ8
Cacna1b,ENSMUSG00000004113,,,12287,IPI00115062,Mm.4424,O55017
Cacna1a,ENSMUSG00000034656,,,12286,IPI00989195,Mm.334658,E9Q1R5
Cacna1e,ENSMUSG00000004110,,,12290,,Mm.267517,A0A087WS83
Cacna1i,ENSMUSG00000022416,,,239556,IPI00752899,Mm.291058,E9Q7P2
Cacna1g,ENSMUSG00000020866,,,12291,IPI00625903,Mm.29585,E9PWL1
Cacna1h,ENSMUSG00000024112,,,58226,IPI00556756,Mm.268378,E9Q6P9
Hvcn1,ENSMUSG00000064267,,,74096,IPI00120788,Mm.28804,Q3U2S8
Kcnab1,ENSMUSG00000027827,,,16497,IPI00133817,Mm.316402,Q3U6C5
Kcnab2,ENSMUSG00000028931,,,16498,IPI00928524,Mm.388924,Q3UPV6
Kcnab3,ENSMUSG00000018470,ENSMUSP00000018614,ENSMUST00000018614,16499,IPI00338334,Mm.232472,Q8C439
Lrrc8a,ENSMUSG00000007476,,,241296,IPI00126759,Mm.389232,Q80WG5
Lrrc8b,ENSMUSG00000070639,ENSMUSP00000108327,ENSMUST00000112707,433926,IPI00874916,Mm.439781,Q5DU41
Lrrc8c,ENSMUSG00000054720,,,100604,IPI00404595,Mm.319847,Q8R502
Lrrc8d,ENSMUSG00000046079,,,231549,IPI00350794,Mm.23837,Q8BGR2
Lrrc8e,ENSMUSG00000046589,ENSMUSP00000052055,ENSMUST00000053035,72267,IPI00119720,Mm.25479,Q66JT1
Bpifb9a,ENSMUSG00000067998,,,71425,IPI00349521,Mm.389341,Q80XI7
Vmn1r1,ENSMUSG00000091013,ENSMUSP00000153940,ENSMUST00000227629,625823,IPI00624723,Mm.479992,E9PVR6
Vmn1r101,ENSMUSG00000094545,ENSMUSP00000129819,ENSMUST00000164245,100042968,IPI00955694,Mm.480292,E9Q365
Vmn1r103,ENSMUSG00000096663,ENSMUSP00000128293,ENSMUST00000163461,667129,,Mm.480263,K7N6X7
Vmn1r104,ENSMUSG00000096903,ENSMUSP00000127493,ENSMUST00000169689,667135,,Mm.480262,L7N293
Vmn1r107,ENSMUSG00000095275,ENSMUSP00000136232,ENSMUST00000179079,673977,,Mm.480248,D3YTY1
Vmn1r11,ENSMUSG00000115236,ENSMUSP00000154588,ENSMUST00000226968,113860,IPI00110354,Mm.377157,Q3SXA2
Vmn1r113,ENSMUSG00000091638,ENSMUSP00000133307,ENSMUST00000173723,436135,,Mm.480278,G3UWI8
Vmn1r116,ENSMUSG00000095973,ENSMUSP00000128742,ENSMUST00000164288,667268,,Mm.480256,L7N2A6
Vmn1r117,ENSMUSG00000096737,ENSMUSP00000131580,ENSMUST00000166937,667262,,Mm.480257,L7N2C9
Vmn1r119,ENSMUSG00000094010,ENSMUSP00000127126,ENSMUST00000164683,384696,IPI00990027,Mm.480283,E9Q4H3
Vmn1r122,ENSMUSG00000094001,ENSMUSP00000131706,ENSMUST00000164409,435951,,Mm.480280,K7N726
Vmn1r125,ENSMUSG00000095309,ENSMUSP00000096335,ENSMUST00000098739,667215,,Mm.480260,L7N227
Vmn1r129,ENSMUSG00000094879,ENSMUSP00000128469,ENSMUST00000165961,621510,IPI00986130,Mm.480271,E9QA94
Vmn1r13,ENSMUSG00000064259,ENSMUSP00000154534,ENSMUST00000226892,113862,,Mm.431976,G5E8I3
Vmn1r143,ENSMUSG00000096071,ENSMUSP00000127638,ENSMUST00000171622,667469,IPI00955749,Mm.484971,E9PUW9
Vmn1r149,ENSMUSG00000094542,ENSMUSP00000132932,ENSMUST00000165916,100043051,IPI00955668,Mm.480287,E9PWL6
Vmn1r15,ENSMUSG00000115199,ENSMUSP00000154252,ENSMUST00000228297,113863,IPI00110334,Mm.377160,Q14C10
Vmn1r151,ENSMUSG00000093853,ENSMUSP00000127282,ENSMUST00000166079,435947,,Mm.480281,L7N288
Vmn1r152,ENSMUSG00000095383,ENSMUSP00000128566,ENSMUST00000168326,667504,IPI00955703,Mm.480252,E9Q9N3
Vmn1r158,ENSMUSG00000094700,ENSMUSP00000133990,ENSMUST00000174643,100043067,,Mm.480285,G3UY92
Vmn1r168,ENSMUSG00000074291,ENSMUSP00000096301,ENSMUST00000098704,100043101,,Mm.480247,K7N6B6
Vmn1r169,ENSMUSG00000094602,ENSMUSP00000154343,ENSMUST00000228832,100043103,,Mm.480300,L7N275
Vmn1r173,ENSMUSG00000115021,ENSMUSP00000154603,ENSMUST00000226233,545934,,Mm.480277,E9Q8V7
Vmn1r174,ENSMUSG00000090411,ENSMUSP00000154506,ENSMUST00000228331,404291,IPI00762230,Mm.160375,E9PYW5
Vmn1r177,ENSMUSG00000057513,ENSMUSP00000073621,ENSMUST00000073967,384572,IPI00856884,Mm.377900,E9PXM3
Vmn1r178,ENSMUSG00000062598,ENSMUSP00000154764,ENSMUST00000226450,232959,IPI00153551,Mm.377248,Q8R2B6
Vmn1r179,ENSMUSG00000046924,ENSMUSP00000055372,ENSMUST00000049819,404286,IPI00153549,Mm.377930,Q8R2B4
Vmn1r180,ENSMUSG00000092473,ENSMUSP00000134362,ENSMUST00000173816,232962,IPI00320995,Mm.377249,B9EK86
Vmn1r181,ENSMUSG00000097425,ENSMUSP00000154403,ENSMUST00000228842,404289,IPI00320992,Mm.279185,Q0P547
Vmn1r183,ENSMUSG00000066723,ENSMUSP00000083176,ENSMUST00000086012,209824,IPI00170113,Mm.377233,Q8K3N5
Vmn1r184,ENSMUSG00000046130,ENSMUSP00000154644,ENSMUST00000227232,100312477,IPI00955653,Mm.480246,E9Q2N4
Vmn1r185,ENSMUSG00000091924,ENSMUSP00000154357,ENSMUST00000228467,171265,IPI00153533,Mm.377217,Q8R299
Vmn1r189,ENSMUSG00000099611,ENSMUSP00000153757,ENSMUST00000227357,252906,IPI00170111,Mm.377265,Q8K3N3
Vmn1r191,ENSMUSG00000095916,ENSMUSP00000072206,ENSMUST00000072369,632534,IPI00170203,Mm.479517,Q8K4D0
Vmn1r194,ENSMUSG00000069297,ENSMUSP00000089331,ENSMUST00000091737,626299,IPI00153481,Mm.436604,J3JS27
Vmn1r195,ENSMUSG00000069296,ENSMUSP00000154274,ENSMUST00000228711,171257,IPI00153477,Mm.377211,Q5SVD6
Vmn1r196,ENSMUSG00000069295,ENSMUSP00000154358,ENSMUST00000228382,100312484,IPI00320778,Mm.480290,Q5SVD5
Vmn1r197,ENSMUSG00000069294,ENSMUSP00000153747,ENSMUST00000226225,171278,IPI00153486,Mm.378582,Q8R265
Vmn1r198,ENSMUSG00000095125,ENSMUSP00000153942,ENSMUST00000226909,171254,IPI00153482,Mm.377208,Q8R263
Vmn1r2,ENSMUSG00000115072,ENSMUSP00000154142,ENSMUST00000226198,100312470,IPI00649433,Mm.480297,A2AMT6
Vmn1r204,ENSMUSG00000094637,ENSMUSP00000154519,ENSMUST00000228195,632793,,Mm.432450,I7HIK1
Vmn1r208,ENSMUSG00000071493,ENSMUSP00000153904,ENSMUST00000227136,171252,IPI00153499,Mm.390562,Q8R275
Vmn1r209,ENSMUSG00000071491,ENSMUSP00000154503,ENSMUST00000227038,432736,IPI00153494,Mm.377950,Q5NC97
Vmn1r21,ENSMUSG00000115343,ENSMUSP00000154295,ENSMUST00000226191,171201,IPI00153559,Mm.377179,Q8R2C6
Vmn1r211,ENSMUSG00000063998,ENSMUSP00000154146,ENSMUST00000228645,171277,IPI00273995,Mm.377228,Q8R266
Vmn1r212,ENSMUSG00000071490,ENSMUSP00000093655,ENSMUST00000226881,171275,IPI00153489,Mm.377227,Q8R268
Vmn1r213,ENSMUSG00000060024,ENSMUSP00000153766,ENSMUST00000228758,171249,IPI00153503,Mm.378580,Q8R278
Vmn1r218,ENSMUSG00000115020,ENSMUSP00000154543,ENSMUST00000227050,171256,IPI00153478,Mm.377210,Q8R261
Vmn1r219,ENSMUSG00000061376,ENSMUSP00000154796,ENSMUST00000226845,171272,IPI00153494,Mm.377224,Q8R271
Vmn1r223,ENSMUSG00000069280,ENSMUSP00000089312,ENSMUST00000091719,100036518,IPI00170112,Mm.455332,Q5SSA0
Vmn1r224,ENSMUSG00000091151,ENSMUSP00000132957,ENSMUST00000170076,665525,IPI00955745,Mm.480265,E9PWK2
Vmn1r225,ENSMUSG00000043537,ENSMUSP00000056068,ENSMUST00000061660,171228,IPI00153540,Mm.377186,Q8R2A5
Vmn1r226,ENSMUSG00000042848,ENSMUSP00000058266,ENSMUST00000061756,171225,IPI00153543,Mm.377184,Q8R2A8
Vmn1r228,ENSMUSG00000060245,ENSMUSP00000072243,ENSMUST00000072410,171226,IPI00153542,Mm.222639,Q8R2A7
Vmn1r229,ENSMUSG00000061150,ENSMUSP00000076045,ENSMUST00000076759,171224,IPI00153544,Mm.377183,Q8R2A9
Vmn1r230,ENSMUSG00000045417,ENSMUSP00000061330,ENSMUST00000053974,171231,IPI00153537,Mm.377188,Q8R2A2
Vmn1r231,ENSMUSG00000050933,ENSMUSP00000056228,ENSMUST00000061278,171230,IPI00153538,Mm.222642,Q8R2A3
Vmn1r232,ENSMUSG00000062165,ENSMUSP00000076261,ENSMUST00000077001,171227,IPI00153541,Mm.451646,A2RTT5
Vmn1r233,ENSMUSG00000045575,ENSMUSP00000062473,ENSMUST00000056339,171236,IPI00153528,Mm.377192,Q8R294
Vmn1r234,ENSMUSG00000057203,ENSMUSP00000078579,ENSMUST00000079633,171232,IPI00153531,Mm.377189,Q8R298
Vmn1r236,ENSMUSG00000054142,ENSMUSP00000064103,ENSMUST00000066998,171235,IPI00944205,Mm.432089,Q05A06
Vmn1r237,ENSMUSG00000058030,ENSMUSP00000076531,ENSMUST00000077301,171234,IPI00111755,Mm.405416,Q8R296
Vmn1r238,ENSMUSG00000091539,ENSMUSP00000129804,ENSMUST00000165255,100312476,IPI00955695,Mm.480293,E9Q373
Vmn1r26,ENSMUSG00000048697,ENSMUSP00000154463,ENSMUST00000228951,171190,IPI00153569,Mm.377170,Q8R2D7
Vmn1r3,ENSMUSG00000115466,ENSMUSP00000100790,ENSMUST00000105159,100312471,IPI00853716,Mm.377218,A2AMT7
Vmn1r31,ENSMUSG00000115404,ENSMUSP00000135555,ENSMUST00000177318,626828,,Mm.480268,
Vmn1r35,ENSMUSG00000060699,ENSMUSP00000154707,ENSMUST00000227749,171185,IPI00153574,Mm.377166,Q8R2E2
Vmn1r37,ENSMUSG00000115467,ENSMUSP00000154344,ENSMUST00000226974,171183,IPI00162868,Mm.377164,Q8R2E4
Vmn1r55,ENSMUSG00000074402,ENSMUSP00000096443,ENSMUST00000098844,384522,IPI00955705,Mm.480286,E9Q8I6
Vmn1r57,ENSMUSG00000091652,ENSMUSP00000153848,ENSMUST00000228062,665150,,Mm.480266,K7N731
Vmn1r58,ENSMUSG00000078808,ENSMUSP00000154393,ENSMUST00000228728,81014,,Mm.261621,G3X9U3
Vmn1r60,ENSMUSG00000090794,ENSMUSP00000133943,ENSMUST00000173782,636697,,Mm.480267,G3UY47
Vmn1r66,ENSMUSG00000043066,ENSMUSP00000154063,ENSMUST00000226202,171264,IPI00153535,Mm.222637,Q8K4I0
Vmn1r67,ENSMUSG00000046716,ENSMUSP00000154237,ENSMUST00000226237,171263,IPI00153536,Mm.377216,A6H640
Vmn1r68,ENSMUSG00000047031,ENSMUSP00000050927,ENSMUST00000058362,628580,IPI00663068,Mm.480301,E9Q0V3
Vmn1r69,ENSMUSG00000091662,ENSMUSP00000129646,ENSMUST00000163658,252904,IPI00129259,Mm.222635,Q8VIC1
Vmn1r7,ENSMUSG00000093696,ENSMUSP00000135571,ENSMUST00000176252,434016,,Mm.480245,E9Q8T0
Vmn1r70,ENSMUSG00000045340,ENSMUSP00000154041,ENSMUST00000226255,171262,IPI00454128,Mm.222634,Q8R254
Vmn1r71,ENSMUSG00000059206,ENSMUSP00000078116,ENSMUST00000079113,252910,IPI00129257,Mm.451639,Q8VIC0
Vmn1r72,ENSMUSG00000095430,ENSMUSP00000154511,ENSMUST00000227010,252905,IPI00170114,Mm.377264,Q8K3N7
Vmn1r73,ENSMUSG00000051687,ENSMUSP00000153827,ENSMUST00000226516,171237,IPI00153526,Mm.377193,Q8R293
Vmn1r74,ENSMUSG00000047655,ENSMUSP00000154746,ENSMUST00000228471,171240,IPI00153522,Mm.377196,Q8R290
Vmn1r75,ENSMUSG00000043308,ENSMUSP00000154079,ENSMUST00000227611,171241,IPI00153521,Mm.377197,Q8R289
Vmn1r76,ENSMUSG00000115267,ENSMUSP00000154710,ENSMUST00000226947,171239,IPI00153523,Mm.377195,F8VQ63
Vmn1r77,ENSMUSG00000095864,ENSMUSP00000154253,ENSMUST00000228213,628946,IPI00153517,Mm.484974,E9PY60
Vmn1r78,ENSMUSG00000061602,ENSMUSP00000154797,ENSMUST00000228664,171242,,Mm.377198,K7N608
Vmn1r80,ENSMUSG00000115744,ENSMUSP00000154216,ENSMUST00000228047,171238,,Mm.438893,L7N1Z3
Vmn1r81,ENSMUSG00000115027,ENSMUSP00000154529,ENSMUST00000227973,171244,IPI00153517,Mm.377200,Q8R286
Vmn1r82,ENSMUSG00000058132,ENSMUSP00000072580,ENSMUST00000072801,171268,IPI00153512,Mm.377220,Q8R283
Vmn1r83,ENSMUSG00000066804,ENSMUSP00000154521,ENSMUST00000226701,171243,IPI00153519,Mm.377199,Q8R287
