SYMBOL,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,IPI,UNIGENE,UNIPROT
Efemp1,ENSMUSG00000020467,,,216616,IPI00223457,Mm.44176,Q8BPB5
Efemp2,ENSMUSG00000024909,,,58859,IPI00126055,Mm.276367,G5E8D6
Eogt,ENSMUSG00000035245,,,101351,IPI00227372,Mm.116802,Q8BYW9
Egfem1,ENSMUSG00000063600,,,75740,IPI00223688,Mm.330948,Q8C088
Edil3,ENSMUSG00000034488,,,13612,IPI00466651,Mm.125580,O35474
Egln1,ENSMUSG00000031987,ENSMUSP00000034469,ENSMUST00000034469,112405,IPI00130155,Mm.140619,Q91YE3
Egln2,ENSMUSG00000058709,,,112406,IPI00314778,Mm.29978,Q80X29
Egln3,ENSMUSG00000035105,ENSMUSP00000041874,ENSMUST00000039516,112407,IPI00126252,Mm.133037,A0A0R4J0H9
Ehbp1,ENSMUSG00000042302,,,216565,IPI00515576,Mm.491265,Q69ZW3
Ehbp1l1,ENSMUSG00000024937,,,114601,IPI00845738,Mm.210447,G5E8Y6
Ehd1,ENSMUSG00000024772,ENSMUSP00000025684,ENSMUST00000025684,13660,IPI00126083,Mm.30169,Q80ZZ0
Ehd2,ENSMUSG00000074364,ENSMUSP00000096397,ENSMUST00000098799,259300,IPI00402968,Mm.138215,Q8BH64
Ehd3,ENSMUSG00000024065,ENSMUSP00000024860,ENSMUST00000024860,57440,IPI00135677,Mm.18526,Q9QXY6
Ehd4,ENSMUSG00000027293,,,98878,IPI00318671,Mm.132226,Q3TM70
Gcn1,,,,,,,
Eif2ak4,ENSMUSG00000005102,,,27103,IPI00553375,Mm.217616,Q9QZ05
Lce3c,ENSMUSG00000045475,ENSMUSP00000050666,ENSMUST00000055375,94060,IPI00125908,Mm.301748,Q91V05
Lage3,ENSMUSG00000015289,ENSMUSP00000109790,ENSMUST00000114153,66192,IPI00133277,Mm.21705,A0A158SIT5
Tprkb,ENSMUSG00000054226,,,69786,IPI00154086,Mm.218434,Q8QZZ7
Eln,ENSMUSG00000029675,,,13717,IPI00134505,Mm.275320,P54320
Elavl1,ENSMUSG00000040028,,,15568,IPI00108271,Mm.119162,P70372
Elavl2,ENSMUSG00000008489,,,15569,IPI00121676,Mm.318042,Q3UR02
Elavl3,ENSMUSG00000003410,ENSMUSP00000003501,ENSMUST00000003501,15571,IPI00222990,Mm.390167,Q60900
Elavl4,ENSMUSG00000028546,,,15572,IPI00649229,Mm.3970,Q8BVA9
Slc4a4,ENSMUSG00000060961,,,54403,IPI00857092,Mm.41044,A2VDF7
Slc4a8,ENSMUSG00000023032,,,59033,IPI00890144,Mm.209856,Q3UR07
Mettl20,,,,,,,
Etfrf1,ENSMUSG00000040370,,,67636,IPI00471097,Mm.486359,Q91V16
Etfa,ENSMUSG00000032314,,,110842,IPI00116753,Mm.290853,Q99LC5
Etfb,ENSMUSG00000004610,ENSMUSP00000004729,ENSMUST00000004729,110826,IPI00121440,Mm.30200,Q9DCW4
Etfdh,ENSMUSG00000027809,,,66841,IPI00121322,Mm.28336,Q921G7
Erc1,ENSMUSG00000030172,,,111173,IPI00226953,Mm.288860,F8VPM7
Eaf1,ENSMUSG00000021890,ENSMUSP00000022446,ENSMUST00000022446,74427,IPI00187572,Mm.491208,Q9D4C5
Eaf2,ENSMUSG00000022838,,,106389,IPI00131085,Mm.432078,Q91ZD6
Evc,ENSMUSG00000029122,,,59056,IPI00117801,Mm.479678,P57680
Elmsan1,ENSMUSG00000042507,,,238317,IPI00225777,Mm.31256,E9Q2I4
Elmod1,ENSMUSG00000041986,,,270162,IPI00228907,Mm.259791,Q3V1U8
Elmod2,ENSMUSG00000035151,,,244548,IPI00467315,Mm.38762,Q8BGF6
Elmod3,ENSMUSG00000056698,,,232089,IPI00754833,Mm.167232,Q91YP6
Eef1a1,ENSMUSG00000037742,,,13627,IPI00307837,Mm.138471,P10126
Eef1a2,ENSMUSG00000016349,,,13628,IPI00119667,Mm.2645,P62631
Eef1b,,,,,,,
Eef1d,ENSMUSG00000055762,,,66656,IPI00620302,Mm.258927,P57776
Eef1g,ENSMUSG00000071644,,,67160,IPI00318841,Mm.247762,Q4FZK2
Eef2,ENSMUSG00000034994,,,13629,IPI00466069,Mm.2903,P58252
Gfm1,ENSMUSG00000027774,,,28030,IPI00230283,Mm.122466,Q8K0D5
Efl1,ENSMUSG00000038563,,,101592,IPI00453532,Mm.238020,Q8C0D5
Tsfm,ENSMUSG00000040521,,,66399,IPI00113052,Mm.29900,Q9CZR8
Tufm,ENSMUSG00000073838,,,233870,IPI00460132,Mm.197829,Q8BFR5
Elovl1,ENSMUSG00000006390,,,54325,IPI00648941,Mm.282096,Q4V9V3
Elovl2,ENSMUSG00000021364,,,54326,IPI00268157,Mm.2567,A0A0R4J1P7
Elovl3,ENSMUSG00000038754,ENSMUSP00000036357,ENSMUST00000043739,12686,IPI00136210,Mm.21806,O35949
Elovl4,ENSMUSG00000032262,,,83603,IPI00111014,Mm.83949,Q9EQC4
Elovl5,ENSMUSG00000032349,,,68801,IPI00308278,Mm.430736,Q8BHI7
Elovl6,ENSMUSG00000041220,,,170439,IPI00461438,Mm.314113,Q920L5
Elovl7,ENSMUSG00000021696,ENSMUSP00000022207,ENSMUST00000022207,74559,IPI00331371,Mm.286127,Q9D2Y9
Ikbkap,ENSMUSG00000028431,,,230233,IPI00380780,Mm.282743,Q7TT37
Elp2,ENSMUSG00000024271,ENSMUSP00000025120,ENSMUST00000025120,58523,IPI00461189,Mm.25298,Q91WG4
Elp3,ENSMUSG00000022031,ENSMUSP00000153462,ENSMUST00000225355,74195,IPI00224682,Mm.29719,Q9CZX0
Elp4,ENSMUSG00000027167,,,77766,IPI00308066,Mm.3608,Q9ER73
Elp5,ENSMUSG00000018565,,,54351,IPI00117321,Mm.13430,Q99L85
Elp6,ENSMUSG00000054836,,,72341,IPI00406523,Mm.374250,Q8BK75
Eloa,ENSMUSG00000028668,ENSMUSP00000030427,ENSMUST00000030427,27224,IPI00317167,Mm.27663,Q8CB77
Elob,ENSMUSG00000055839,ENSMUSP00000066210,ENSMUST00000069579,67673,IPI00131224,Mm.153758,P62869
Epop,ENSMUSG00000043439,ENSMUSP00000051211,ENSMUST00000052281,103551,IPI00223156,Mm.24506,Q7TNS8
Eloc,ENSMUSG00000079658,ENSMUSP00000140422,ENSMUST00000188641,67923,IPI00323130,Mm.289248,A0A087WNT1
Emb,ENSMUSG00000021728,ENSMUSP00000153512,ENSMUST00000225981,13723,IPI00129968,Mm.274926,P21995
Efs,ENSMUSG00000022203,ENSMUSP00000022813,ENSMUST00000022813,13644,IPI00133429,Mm.236438,Q64355
Gdf1,ENSMUSG00000087408,ENSMUSP00000146749,ENSMUST00000207684,14559,IPI00117666,Mm.258280,A2RT05
Pabpn1l,ENSMUSG00000069867,ENSMUSP00000090747,ENSMUST00000093059,382035,IPI00381169,Mm.25449,Q5XFR0
Hmces,ENSMUSG00000030060,,,232210,IPI00621898,Mm.246241,Q8R1M0
Emd,ENSMUSG00000001964,,,13726,IPI00114401,Mm.18892,A2AM95
Emid1,ENSMUSG00000034164,,,140703,IPI00126831,Mm.840,Q5SUT2
Emilin1,ENSMUSG00000029163,ENSMUSP00000031055,ENSMUST00000031055,100952,IPI00115516,Mm.286375,Q99K41
Emilin2,ENSMUSG00000024053,,,246707,IPI00284848,Mm.23462,Q3U1J9
Emilin3,ENSMUSG00000050700,,,280635,IPI00338031,Mm.330747,A2A4B4
Ebpl,ENSMUSG00000021928,ENSMUSP00000022494,ENSMUST00000022494,68177,IPI00315582,Mm.22758,Q9D0P0
Enam,ENSMUSG00000029286,,,13801,IPI00116066,Mm.8014,O55196
Evl,ENSMUSG00000021262,,,14026,IPI00757247,Mm.238841,P70429
Erv3,ENSMUSG00000037482,ENSMUSP00000047030,ENSMUST00000040941,71995,IPI00119133,Mm.22,Q9DAX3
Eng,ENSMUSG00000026814,,,13805,IPI00756031,Mm.225297,Q3UAM9
Emcn,ENSMUSG00000054690,,,59308,IPI00454147,Mm.27343,Q9R0H2
Neil1,ENSMUSG00000032298,,,72774,IPI00170254,Mm.35749,Q8K4Q6
Neil2,ENSMUSG00000035121,ENSMUSP00000045200,ENSMUST00000038229,382913,IPI00986134,Mm.239490,Q1LZM6
Neil3,ENSMUSG00000039396,,,234258,IPI00169796,Mm.281749,Q8K203
Endod1,ENSMUSG00000037419,ENSMUSP00000127751,ENSMUST00000167549,71946,IPI00470004,Mm.41423,Q69ZY2
Eepd1,ENSMUSG00000036611,ENSMUSP00000047083,ENSMUST00000040677,67484,IPI00464138,Mm.112977,Q3TGW2
Endog,ENSMUSG00000015337,ENSMUSP00000015481,ENSMUST00000015481,13804,IPI00114840,Mm.474473,O08600
Nthl1,ENSMUSG00000041429,ENSMUSP00000047413,ENSMUST00000047611,18207,IPI01008651,Mm.148315,O35980
Endov,ENSMUSG00000039850,,,338371,IPI00876081,Mm.271946,Q8C9A2
Sh3gl2,ENSMUSG00000028488,,,20404,IPI00331110,Mm.143603,Q62420
Sh3gl1,ENSMUSG00000003200,ENSMUSP00000003268,ENSMUST00000003268,20405,IPI00312752,Mm.1773,Q3TRJ7
Sh3gl3,ENSMUSG00000030638,,,20408,IPI00312771,Mm.736,Q497N4
Sh3glb1,ENSMUSG00000037062,,,54673,IPI00128778,Mm.271775,Q9JK48
Sh3glb2,ENSMUSG00000026860,,,227700,IPI00169647,Mm.33343,B0LDS3
Erap1,ENSMUSG00000021583,ENSMUSP00000133166,ENSMUST00000169114,80898,IPI00318595,Mm.83526,Q9EQH2
Ergic1,ENSMUSG00000001576,,,67458,IPI00321744,Mm.30496,Q4FK22
Ergic2,ENSMUSG00000030304,,,67456,IPI00133365,Mm.59812,Q9CR89
Ergic3,ENSMUSG00000005881,,,66366,IPI00626555,Mm.141276,Q9CQE7
Erlec1,ENSMUSG00000020311,,,66753,IPI00338270,Mm.294641,Q8VEH8
Man1b1,ENSMUSG00000036646,,,227619,IPI00124093,Mm.270798,A2AJ15
Ermp1,ENSMUSG00000046324,,,226090,IPI00672093,Mm.267131,Q3UVK0
Erp27,ENSMUSG00000030219,,,69187,IPI00112034,Mm.33692,Q9D8U3
Erp29,ENSMUSG00000029616,ENSMUSP00000122522,ENSMUST00000153758,67397,IPI00118832,Mm.154570,P57759
Erp44,ENSMUSG00000028343,,,76299,IPI00134058,Mm.317701,Q9D1Q6
Hsp90b1,ENSMUSG00000020048,,,22027,IPI00129526,Mm.87773,P08113
Dicer1,ENSMUSG00000041415,,,192119,IPI00987202,Mm.21135,F8VQ54
Lactb2,ENSMUSG00000025937,ENSMUSP00000027071,ENSMUST00000027071,212442,IPI00116221,Mm.89572,Q99KR3
Zc3h12a,ENSMUSG00000042677,ENSMUSP00000037172,ENSMUST00000036188,230738,IPI00170391,Mm.402,Q5D1E7
Cd248,ENSMUSG00000056481,ENSMUSP00000070847,ENSMUST00000070630,70445,IPI00262127,Mm.29597,Q91V98
Tmem175,ENSMUSG00000013495,,,72392,IPI00319980,Mm.258324,Q8BM80
Esam,ENSMUSG00000001946,,,69524,IPI00126827,Mm.41751,Q3U102
Ecscr,ENSMUSG00000073599,ENSMUSP00000095223,ENSMUST00000097618,68545,IPI00918731,Mm.329362,Q3TZW0
Esm1,ENSMUSG00000042379,ENSMUSP00000040187,ENSMUST00000038144,71690,IPI00136934,Mm.38929,B9EJX9
Edf1,ENSMUSG00000015092,ENSMUSP00000015236,ENSMUST00000015236,59022,IPI00471325,Mm.29945,Q9JMG1
Lipg,ENSMUSG00000053846,ENSMUSP00000066536,ENSMUST00000066532,16891,IPI00323023,Mm.299647,C0LQ91
Epas1,ENSMUSG00000024140,ENSMUSP00000024954,ENSMUST00000024954,13819,IPI00312615,Mm.1415,P97481
Procr,ENSMUSG00000027611,,,19124,IPI00943437,Mm.3243,Q64695
Gata2,ENSMUSG00000015053,,,14461,IPI00114226,Mm.491156,O09100
Edn1,ENSMUSG00000021367,ENSMUSP00000021796,ENSMUST00000021796,13614,IPI00127462,Mm.14543,P22387
Ednra,ENSMUSG00000031616,ENSMUSP00000034029,ENSMUST00000034029,13617,IPI00322634,Mm.283168,Q61614
Edn2,ENSMUSG00000028635,ENSMUSP00000030384,ENSMUST00000030384,13615,IPI00127468,Mm.284855,P22389
Edn3,ENSMUSG00000027524,ENSMUSP00000029030,ENSMUST00000162473,13616,IPI00110015,Mm.9478,A2APU5
Ednrb,ENSMUSG00000022122,,,13618,IPI00110848,Mm.229532,P48302
Ece1,ENSMUSG00000057530,,,230857,IPI00648026,Mm.401062,A0A183ZRM3
Ece2,ENSMUSG00000022842,ENSMUSP00000111184,ENSMUST00000115522,107522,IPI01008527,Mm.263319,B2RQR8
Ecel1,ENSMUSG00000026247,,,13599,IPI00125697,Mm.140765,Q3TX93
Elmo1,ENSMUSG00000041112,,,140580,IPI00310489,Mm.342392,Q8BPU7
Elmo2,ENSMUSG00000017670,,,140579,IPI00468079,Mm.35064,Q8BHL5
Elmo3,ENSMUSG00000014791,,,234683,IPI00420790,Mm.237966,Q8BYZ7
Nedd9,ENSMUSG00000021365,,,18003,IPI00127755,Mm.288980,O35177
Edc3,ENSMUSG00000038957,,,353190,IPI00169888,Mm.268104,A0ELI5
Edc4,ENSMUSG00000036270,,,234699,IPI00330066,Mm.28979,G5E896
Epc1,ENSMUSG00000024240,,,13831,IPI00227740,Mm.312133,Q6PBH3
Epc2,ENSMUSG00000069495,,,227867,IPI00223821,Mm.29167,Q3TNY4
Erh,ENSMUSG00000021131,,,13877,IPI00403589,Mm.246551,G3UW85
Enkur,ENSMUSG00000026679,ENSMUSP00000027992,ENSMUST00000027992,71233,IPI00136569,Mm.27658,Q4KL11
Enkd1,ENSMUSG00000013155,,,102124,IPI00355223,Mm.276087,Q7TSV9
Eno4,ENSMUSG00000048029,,,226265,IPI00903390,Mm.103154,A0A0J9YUP0
Enoph1,ENSMUSG00000029326,,,67870,IPI00798544,Mm.11311,Q8BGB7
Mecr,ENSMUSG00000028910,,,26922,IPI00121276,Mm.192706,Q9DCS3
Eci1,ENSMUSG00000024132,ENSMUSP00000024946,ENSMUST00000024946,13177,IPI00114416,Mm.291743,P42125
Eci2,ENSMUSG00000021417,,,23986,IPI00877214,Mm.491141,Q9WUR2
Eci3,ENSMUSG00000021416,,,69123,IPI00112190,Mm.482475,Q78JN3
Echdc2,ENSMUSG00000028601,,,52430,IPI00875372,Mm.270783,Q3TLP5
Echdc3,ENSMUSG00000039063,ENSMUSP00000037371,ENSMUST00000042658,67856,IPI00318283,Mm.38342,Q9D7J9
Echs1,ENSMUSG00000025465,,,93747,IPI00454049,Mm.24452,Q8BH95
Map7,ENSMUSG00000019996,,,17761,IPI01008688,Mm.20928,D3YWN7
Gm4559,ENSMUSG00000056885,ENSMUSP00000079498,ENSMUST00000080669,100043627,IPI00874855,Mm.388589,A4IF42
Tmprss15,ENSMUSG00000022857,,,19146,IPI00278660,Mm.5184,P97435
Enthd1,ENSMUSG00000050439,ENSMUSP00000094072,ENSMUST00000096347,383075,IPI00943412,Mm.297626,E9Q1Z2
Syna,ENSMUSG00000085957,ENSMUSP00000116437,ENSMUST00000149604,214292,IPI00269609,Mm.425290,Q5G5D5
D930020E02Rik,,,,,,,
Evpl,ENSMUSG00000034282,ENSMUSP00000037850,ENSMUST00000037007,14027,IPI00410954,Mm.293683,Q9D952
Eomes,ENSMUSG00000032446,,,13813,IPI00830520,Mm.200692,O54839
Ear10,ENSMUSG00000090166,ENSMUSP00000123872,ENSMUST00000159175,93725,IPI00162964,Mm.429087,Q923L6
Rnase2a,ENSMUSG00000047222,ENSMUSP00000056418,ENSMUST00000061936,93726,IPI00321604,Mm.153688,Q8K196
Ear14,ENSMUSG00000050766,ENSMUSP00000153887,ENSMUST00000228064,503847,IPI00553552,Mm.377124,Q5GAN2
Ear1,ENSMUSG00000072601,ENSMUSP00000098256,ENSMUST00000100691,13586,IPI00125293,Mm.86948,P97426
Ear2,ENSMUSG00000072596,ENSMUSP00000074386,ENSMUST00000074839,13587,IPI00125288,Mm.327386,P97425
Ear3,,,,53876,IPI00128862,Mm.327386,O35290
Epx,ENSMUSG00000052234,ENSMUSP00000050497,ENSMUST00000049768,13861,IPI00113854,Mm.1315,P49290
Ccl11,ENSMUSG00000020676,ENSMUSP00000000342,ENSMUST00000000342,20292,IPI00110013,Mm.4686,P48298
2210407C18Rik,ENSMUSG00000037145,,,78354,IPI00124006,Mm.58038,Q6YI28
Eid1,ENSMUSG00000091337,ENSMUSP00000129413,ENSMUST00000164756,58521,IPI00850982,Mm.425101,Q9DCR4
Eid2,ENSMUSG00000046058,ENSMUSP00000062345,ENSMUST00000059596,386655,IPI00387461,Mm.258201,Q6X7S9
Eid2b,ENSMUSG00000070705,ENSMUSP00000092235,ENSMUST00000094651,434156,IPI00956800,Mm.118535,E9Q2Y0
Eid3,ENSMUSG00000109864,ENSMUSP00000147261,ENSMUST00000211623,66341,IPI00229176,Mm.443284,Q3V124
Ngef,ENSMUSG00000026259,,,53972,IPI01007823,Mm.435439,E9QK62
Efna1,ENSMUSG00000027954,ENSMUSP00000029566,ENSMUST00000029566,13636,IPI00881293,Mm.15675,D3YTT5
Efna2,ENSMUSG00000003070,ENSMUSP00000003154,ENSMUST00000003154,13637,IPI00131353,Mm.1478,P52801
Efna3,ENSMUSG00000028039,,,13638,IPI00350390,Mm.331159,O08545
Efna4,ENSMUSG00000028040,ENSMUSP00000029674,ENSMUST00000029674,13639,IPI00222613,Mm.16332,O08542
Efna5,ENSMUSG00000048915,,,13640,IPI00224678,Mm.7978,O08543
Efnb1,ENSMUSG00000031217,ENSMUSP00000050716,ENSMUST00000052839,13641,IPI00130754,Mm.3374,P52795
Efnb2,ENSMUSG00000001300,,,13642,IPI00762720,Mm.209813,P52800
Efnb3,ENSMUSG00000003934,ENSMUSP00000004036,ENSMUST00000004036,13643,IPI00130008,Mm.249637,O35393
Epha1,ENSMUSG00000029859,ENSMUSP00000073099,ENSMUST00000073387,13835,IPI00120222,Mm.133330,Q60750
Epha10,ENSMUSG00000028876,ENSMUSP00000118801,ENSMUST00000151791,230735,IPI00227100,Mm.171490,Q8BYG9
Epha2,ENSMUSG00000006445,ENSMUSP00000006614,ENSMUST00000006614,13836,IPI00129220,Mm.2581,Q03145
Epha3,ENSMUSG00000052504,ENSMUSP00000066554,ENSMUST00000064405,13837,IPI00331045,Mm.1977,Q8BRB1
Epha4,ENSMUSG00000026235,,,13838,IPI00230383,Mm.400747,Q03137
Epha5,ENSMUSG00000029245,,,13839,IPI00309958,Mm.137991,Q60629
Epha6,ENSMUSG00000055540,,,13840,,Mm.455790,G1K381
Epha7,ENSMUSG00000028289,,,13841,IPI00648754,Mm.257266,Q8CC52
Epha8,ENSMUSG00000028661,ENSMUSP00000030420,ENSMUST00000030420,13842,IPI00263411,Mm.1390,O09127
Ephb1,ENSMUSG00000032537,,,270190,IPI00808241,Mm.22897,Q8CA63
Ephb2,ENSMUSG00000028664,,,13844,IPI00648802,Mm.250981,P54763
Ephb3,ENSMUSG00000005958,,,13845,IPI00130442,Mm.6972,P54754
Ephb4,ENSMUSG00000029710,,,13846,IPI00758066,Mm.34533,Q8C7S3
Ephb6,ENSMUSG00000029869,ENSMUSP00000110380,ENSMUST00000114732,13848,IPI00114909,Mm.271976,O08644
Egfbp2,,,,13647,IPI00121818,Mm.439663,P36368
Egfl6,ENSMUSG00000000402,ENSMUSP00000000412,ENSMUST00000000412,54156,IPI00122435,Mm.37707,Q9JJZ5
Egfl7,ENSMUSG00000026921,,,353156,IPI00395207,Mm.268933,Q3UTJ7
Egfl8,ENSMUSG00000015467,,,81701,IPI00130763,Mm.231343,B9EJ41
Egfr,ENSMUSG00000020122,,,13649,IPI00411099,Mm.8534,Q9WVF5
Eps8,ENSMUSG00000015766,,,13860,IPI00856503,Mm.235346,Q08509
Eps8l1,ENSMUSG00000006154,,,67425,IPI00154007,Mm.360392,Q8R5F8
Eps8l2,ENSMUSG00000025504,,,98845,IPI00115492,Mm.27451,Q99K30
Eps8l3,ENSMUSG00000040600,ENSMUSP00000143754,ENSMUST00000199990,99662,IPI00261895,Mm.108491,Q91WL0
Eps15,ENSMUSG00000028552,,,13858,IPI00117454,Mm.318250,A0A0R4J0A0
Eps15l1,ENSMUSG00000006276,,,13859,IPI00420185,Mm.288894,A0A1D5RLS1
Sdr16c5,ENSMUSG00000028236,ENSMUSP00000046298,ENSMUST00000040925,242285,IPI00336464,Mm.98096,Q7TQA3
Eddm3b,ENSMUSG00000072575,ENSMUSP00000098210,ENSMUST00000100645,219026,IPI00169555,Mm.297297,Q8K0E4
Teddm2,ENSMUSG00000045968,ENSMUSP00000050017,ENSMUST00000059607,240817,IPI00265191,Mm.439405,Q208S0
Gpx5,ENSMUSG00000004344,,,14780,IPI00127653,Mm.1332,P21765
Npc2,ENSMUSG00000021242,ENSMUSP00000021668,ENSMUST00000021668,67963,IPI00129186,Mm.282556,Q9Z0J0
Lcn10,ENSMUSG00000047356,ENSMUSP00000059353,ENSMUST00000058912,332578,IPI00323793,Mm.246797,Q0VBF7
Lcn12,ENSMUSG00000026943,,,77701,IPI00453887,Mm.99123,Q2TA58
Lcn5,ENSMUSG00000026937,,,13863,IPI00622017,Mm.12867,A2AJB7
Lcn8,ENSMUSG00000036449,ENSMUSP00000043902,ENSMUST00000038482,78076,IPI00125871,Mm.196708,Q924P3
Lcn9,ENSMUSG00000023210,ENSMUSP00000023978,ENSMUST00000023978,77704,IPI00134333,Mm.159974,Q9D267
Man2b2,ENSMUSG00000029119,ENSMUSP00000031002,ENSMUST00000031002,17160,IPI00117842,Mm.761,O54782
Epgn,ENSMUSG00000035020,,,71920,IPI00126167,Mm.197319,Q0VEB7
Sdr39u1,ENSMUSG00000022223,ENSMUSP00000153845,ENSMUST00000227211,654795,IPI00830314,Mm.486218,Q5M8N4
Epyc,ENSMUSG00000019936,,,13516,IPI00136419,Mm.148886,P70186
Eppk1,ENSMUSG00000115388,ENSMUSP00000154609,ENSMUST00000226781,223650,IPI00320459,Mm.259929,Q8R0W0
Epcam,ENSMUSG00000045394,ENSMUSP00000061935,ENSMUST00000053577,17075,IPI00115558,Mm.4259,Q99JW5
Ect2l,ENSMUSG00000071392,ENSMUSP00000146490,ENSMUST00000215232,100045792,IPI00990187,Mm.380617,F7CKP4
Ddr1,ENSMUSG00000003534,,,12305,IPI00129221,Mm.5021,Q03146
Emp1,ENSMUSG00000030208,,,13730,IPI00112326,Mm.182785,P47801
Emp2,ENSMUSG00000022505,ENSMUSP00000077466,ENSMUST00000078357,13731,IPI00404025,Mm.246009,O88662
Emp3,ENSMUSG00000040212,,,13732,IPI00136093,Mm.20829,O35912
Esrp1,ENSMUSG00000040728,,,207920,IPI00649037,Mm.387719,Q3US41
Esrp2,ENSMUSG00000084128,,,77411,IPI00276878,Mm.183003,Q8K0G8
Epsti1,ENSMUSG00000022014,,,108670,IPI00399540,Mm.68134,A0A140T8I6
Epm2aip1,ENSMUSG00000046785,ENSMUSP00000120245,ENSMUST00000135807,77781,IPI00124614,Mm.209005,Q8VEH5
Ephx1,ENSMUSG00000038776,,,13849,IPI00316509,Mm.9075,E9PWK1
Ephx3,ENSMUSG00000037577,,,71932,IPI00347896,Mm.176240,A0A0R4J127
Ephx4,ENSMUSG00000033805,,,384214,IPI00420889,Mm.489863,Q6IE26
Eppin,ENSMUSG00000017733,ENSMUSP00000099389,ENSMUST00000103100,75526,IPI00117827,Mm.159533,Q9DA01
Sgce,ENSMUSG00000004631,,,20392,IPI00623136,Mm.8739,O70258
Epn1,ENSMUSG00000035203,,,13854,IPI00407944,Mm.3091,Q80VP1
Epn2,ENSMUSG00000001036,,,13855,IPI00336844,Mm.139695,J3QNT7
Epn3,ENSMUSG00000010080,,,71889,IPI00127364,Mm.248620,Q91W69
Eqtn,ENSMUSG00000028575,,,67753,IPI00319423,Mm.25097,Q9D9V2
Slc29a1,ENSMUSG00000023942,,,63959,IPI00416751,Mm.29744,Q3TCZ2
Slc29a2,ENSMUSG00000024891,ENSMUSP00000025826,ENSMUST00000025826,13340,IPI00123715,Mm.4930,Q61672
Slc29a3,ENSMUSG00000020100,,,71279,IPI00321909,Mm.284462,Q99P65
Slc29a4,ENSMUSG00000050822,,,243328,IPI00153278,Mm.125942,Q8R139
Errfi1,ENSMUSG00000028967,,,74155,IPI00115648,Mm.318841,Q3TK48
Erbin,ENSMUSG00000021709,,,59079,IPI00457485,Mm.277354,B2RUK2
Erc2,ENSMUSG00000040640,,,238988,IPI00228623,Mm.318004,Q3UHT7
Edem1,ENSMUSG00000030104,ENSMUSP00000144901,ENSMUST00000204804,192193,IPI00467435,Mm.21596,Q925U4
Edem3,ENSMUSG00000043019,,,66967,IPI00127672,Mm.337691,Q2HXL6
Eri2,ENSMUSG00000030929,,,71151,IPI00404329,Mm.274160,Q5BKS4
Eri3,ENSMUSG00000033423,,,140546,IPI00471104,Mm.235891,Q8C460
Erlin1,ENSMUSG00000025198,,,226144,IPI00989450,Mm.279865,A0A0R4J1G5
Erlin2,ENSMUSG00000031483,ENSMUSP00000148192,ENSMUST00000209795,244373,IPI00221540,Mm.277699,Q8BFZ9
Kdelr1,ENSMUSG00000002778,,,68137,IPI00115317,Mm.298433,Q99JH8
Kdelr2,ENSMUSG00000079111,ENSMUSP00000106359,ENSMUST00000110731,66913,IPI00132727,Mm.181880,Q9CQM2
Kdelr3,ENSMUSG00000010830,ENSMUSP00000010974,ENSMUST00000010974,105785,IPI00320629,Mm.298199,Q8R1L4
Ermard,ENSMUSG00000036552,,,381062,IPI00462481,Mm.393767,Q3TVE4
Emc1,ENSMUSG00000078517,,,230866,IPI00785382,Mm.394288,Q8C7X2
Emc10,ENSMUSG00000008140,,,69683,IPI00480280,Mm.294759,A0A0X1KG67
Emc2,ENSMUSG00000022337,ENSMUSP00000022962,ENSMUST00000022962,66736,IPI00133612,Mm.244512,Q6A0D1
Emc3,ENSMUSG00000030286,ENSMUSP00000032425,ENSMUST00000032425,66087,IPI00116077,Mm.275989,Q99KI3
Emc4,ENSMUSG00000027131,ENSMUSP00000028551,ENSMUST00000028551,68032,IPI00113243,Mm.220942,Q9CZX9
Emc6,ENSMUSG00000047260,ENSMUSP00000060892,ENSMUST00000054952,66048,IPI00315230,Mm.73608,Q9CQW0
Emc7,ENSMUSG00000055943,ENSMUSP00000068610,ENSMUST00000069747,73024,IPI00109253,Mm.268027,Q14C26
Emc8,ENSMUSG00000031819,,,18117,IPI00117416,Mm.2136,O70378
Emc9,ENSMUSG00000022217,,,85308,IPI00119136,Mm.40667,Q793L1
Ermn,ENSMUSG00000026830,ENSMUSP00000088458,ENSMUST00000090940,77767,IPI00624843,Mm.91712,Q5EBJ4
Ero1a,,,,,,,
Ero1b,,,,,,,
Stom,ENSMUSG00000026880,,,13830,IPI00323748,Mm.295284,P54116
Epb42,ENSMUSG00000023216,,,13828,IPI00421166,Mm.240051,P49222
Erfe,ENSMUSG00000047443,,,227358,IPI00461966,Mm.389157,Q6PGN1
Edrf1,ENSMUSG00000039990,,,214764,IPI00454066,Mm.174044,E9Q9F9
Ermap,ENSMUSG00000028644,,,27028,IPI00124515,Mm.290753,A2A7P7
Gata1,ENSMUSG00000031162,,,14460,IPI01019208,Mm.335973,P17679
Epo,ENSMUSG00000029711,,,13856,IPI00127648,Mm.349116,B7ZMY9
Epor,ENSMUSG00000006235,ENSMUSP00000006397,ENSMUST00000006397,13857,IPI00129864,Mm.2653,P14753
D10Jhu81e,ENSMUSG00000053329,ENSMUSP00000001242,ENSMUST00000001242,28295,IPI00133284,Mm.268691,Q9D172
Sele,ENSMUSG00000026582,ENSMUSP00000027874,ENSMUST00000027874,20339,IPI00225751,Mm.5245,Q00690
