FLYBASE,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE,UNIPROT
FBgn0039290,FBgn0039290,FBpp0308363,FBtr0339256,43028,CG13654,,A0A0B4LIM4
FBgn0030206,FBgn0030206,FBpp0071385,FBtr0071450,31977,CG2889,Dm.5117,Q9W2U6
FBgn0027600,FBgn0027600,FBpp0079524,FBtr0079934,34336,obst-B,Dm.3170,Q9Y156
FBgn0001257,FBgn0001257,FBpp0073105,FBtr0073249,38513,ImpL2,Dm.2799,M9PEL7
FBgn0040519,FBgn0040519,FBpp0085298,FBtr0085944,49992,CG15219,Dm.14875,Q8MS60
FBgn0033448,FBgn0033448,FBpp0087570,FBtr0088486,36011,hebe,Dm.7813,Q7K568
FBgn0038466,FBgn0038466,FBpp0293795,FBtr0305271,42050,CG8907,Dm.4116,H9ZYQ1
FBgn0004228,FBgn0004228,FBpp0292798,FBtr0303786,39677,mex1,Dm.2763,C0PV11
FBgn0003057,FBgn0003057,FBpp0074174,FBtr0074400,32713,CG10598,Dm.5345,Q9VX65
FBgn0035435,FBgn0035435,FBpp0422629,FBtr0472668,38410,PIG-C,Dm.15764,Q9VZR1
FBgn0036574,FBgn0036574,FBpp0088654,FBtr0089713,39770,elg1,Dm.11503,Q9VUZ2
FBgn0038944,FBgn0038944,FBpp0083634,FBtr0084241,42612,CG5388,Dm.16615,Q9VD32
CG8771,,,,,,,
FBgn0036964,FBgn0036964,FBpp0074616,FBtr0074847,40228,FRG1,Dm.15115,Q9VWA8
FBgn0035593,FBgn0035593,FBpp0076867,FBtr0077164,38603,CG4603,Dm.2192,M9PED6
FBgn0010213,FBgn0010213,FBpp0086226,FBtr0087078,36878,Sod2,Dm.4800,A0A0B4LGQ1
FBgn0003731,FBgn0003731,FBpp0071571,FBtr0071654,37455,Egfr,,Q8MLW0
FBgn0031959,FBgn0031959,FBpp0079183,FBtr0079561,34077,spz3,Dm.3500,Q9VLV7
FBgn0033648,FBgn0033648,FBpp0087185,FBtr0088080,36254,Ir48b,Dm.27745,A1Z8N9
FBgn0043825,FBgn0043825,FBpp0290029,FBtr0300805,34460,CG18284,Dm.7862,Q9VKS9
FBgn0017457,FBgn0017457,FBpp0305600,FBtr0333408,33201,U2af38,Dm.4117,M9PBM1
FBgn0037038,FBgn0037038,FBpp0077990,FBtr0078334,40317,CG11037,Dm.5058,Q8T429
FBgn0038129,FBgn0038129,FBpp0082246,FBtr0082778,41628,TBC1D5,Dm.20756,Q9VFX6
FBgn0028491,FBgn0028491,FBpp0070582,FBtr0070609,31341,CG2930,Dm.3023,X2JCG8
FBgn0039927,FBgn0039927,FBpp0088259,FBtr0089195,43822,CG11155,Dm.10449,Q9V4A0
FBgn0036066,FBgn0036066,FBpp0076045,FBtr0076316,39177,CG14160,Dm.27105,Q9VT78
FBgn0036449,FBgn0036449,FBpp0289427,FBtr0300190,39611,bmm,Dm.4521,E1JI03
FBgn0029687,FBgn0029687,FBpp0089170,FBtr0070618,31349,Vap33,Dm.4003,Q9W4N8
FBgn0011581,FBgn0011581,FBpp0083991,FBtr0084607,44324,Ms,Dm.5527,A0A0B4KGT7
FBgn0052461,FBgn0052461,FBpp0078218,FBtr0078567,318042,CG32461,Dm.15042,Q8IPS1
FBgn0266708,FBgn0266708,FBpp0086454,FBtr0087320,36733,Cep89,Dm.37818,Q7JVA5
FBgn0033785,FBgn0033785,FBpp0086904,FBtr0087791,36427,Sans,Dm.6493,Q7JQL2
FBgn0050096,FBgn0050096,FBpp0288433,FBtr0289994,246454,CG30096,Dm.21471,Q4V6F7
FBgn0001987,FBgn0001987,FBpp0080328,FBtr0080769,34927,Gli,Dm.6515,Q7KT70
FBgn0033550,FBgn0033550,FBpp0087346,FBtr0088251,36137,CG12341,Dm.19071,Q7JV61
FBgn0000274,FBgn0000274,FBpp0085089,FBtr0085727,43644,Pka-C2,Dm.1908,A0A0C4DHB5
FBgn0262114,FBgn0262114,FBpp0087358,FBtr0088263,36102,RanBPM,Dm.1508,Q4Z8K6
FBgn0069354,FBgn0069354,FBpp0079773,FBtr0080184,34499,Porin2,Dm.7986,Q9VKP2
CG2993,,,,,,,
FBgn0028517,FBgn0051827,FBpp0080318,FBtr0080759,34923,CG18478,Dm.26822,Q7KT71
FBgn0085271,FBgn0085271,FBpp0111351,FBtr0112436,5740417,CG34242,Dm.33383,A1A6X2
FBgn0085334,FBgn0085334,FBpp0111414,FBtr0112501,5740825,CG34305,Dm.34972,A2VEX9
FBgn0261976,FBgn0261976,FBpp0303866,FBtr0331449,33641,Psf2,Dm.23522,Q9VQY9
FBgn0260990,FBgn0260990,FBpp0084843,FBtr0085477,43508,yata,Dm.6905,Q9VAH7
FBgn0026059,FBgn0026059,FBpp0304712,FBtr0332439,41955,Mhcl,Dm.7971,Q0KI67
FBgn0051459,FBgn0051459,FBpp0083222,FBtr0083812,318746,CG31459,Dm.13406,Q8IN66
FBgn0030737,FBgn0030737,FBpp0074019,FBtr0074240,32592,CG9914,Dm.17379,Q9VXI1
FBgn0042135,FBgn0042135,FBpp0088010,FBtr0088936,59173,CG18812,Dm.11989,D1Z396
FBgn0038511,FBgn0038511,FBpp0082883,FBtr0083442,42100,cysu,Dm.31258,Q9VEJ9
FBgn0026239,FBgn0026239,FBpp0310440,FBtr0343991,53563,gukh,Dm.1249,Q4AB30
FBgn0038037,FBgn0038037,FBpp0082070,FBtr0082598,41520,Cyp9f2,Dm.1169,Q9VG82
FBgn0002931,FBgn0002931,FBpp0288762,FBtr0290323,45339,net,Dm.1799,Q9VPI8
FBgn0040754,,,,50227,CG17059,Dm.20680,Q7JVR7
FBgn0030594,FBgn0030594,FBpp0310035,FBtr0343380,32420,CG9509,,Q9VY04
Dmel_CG42775,,,,,,,
FBgn0039300,FBgn0039300,FBpp0293236,FBtr0304693,43039,RpS27,Dm.20253,Q9VBU9
FBgn0011705,FBgn0011705,FBpp0303871,FBtr0331454,34222,rost,Dm.7302,M9PD01
FBgn0020545,FBgn0020545,FBpp0306841,FBtr0334794,33265,kraken,Dm.8454,M9PBM0
FBgn0052774,FBgn0052774,FBpp0310173,FBtr0343573,31368,Muc4B,,Q9W4M2
FBgn0037655,FBgn0037655,FBpp0289972,FBtr0300748,41082,Kcmf1,Dm.1112,Q95RX5
FBgn0019985,FBgn0019985,FBpp0088248,FBtr0089184,43838,mGluR,Dm.1789,L0MPZ9
FBgn0030946,FBgn0030946,FBpp0074384,FBtr0074613,32854,CG6659,Dm.11562,Q9VWR8
FBgn0030640,FBgn0030640,FBpp0073851,FBtr0074034,32474,CG6294,Dm.21389,Q9VXV2
FBgn0062442,FBgn0062442,FBpp0084774,FBtr0085405,43459,Cisd2,Dm.5782,Q9VAM6
FBgn0051926,FBgn0051926,FBpp0306853,FBtr0334818,326174,CG31926,Dm.26647,Q9VQ13
FBgn0032858,FBgn0032858,FBpp0312085,FBtr0346417,35310,CG10949,Dm.4268,Q9VIM6
FBgn0003062,FBgn0003062,FBpp0071892,FBtr0071982,37662,Fib,Dm.2821,E4NKN3
FBgn0035585,FBgn0035585,FBpp0073228,FBtr0073372,38592,ATPsynCF6L,Dm.15642,Q9VZ72
FBgn0036441,FBgn0036441,FBpp0075437,FBtr0075687,39602,CG13476,Dm.15291,Q7KUL3
FBgn0031002,FBgn0031002,FBpp0074460,FBtr0074691,32915,CG14196,Dm.26669,Q9VWK0
FBgn0027497,FBgn0027497,FBpp0078371,FBtr0078722,40710,Madm,Dm.1075,A0A126GUQ5
FBgn0032511,FBgn0032511,FBpp0080051,FBtr0080472,34747,ND-B22,Dm.6297,Q9VJZ4
FBgn0033883,FBgn0033883,FBpp0308976,FBtr0339954,36540,CG16935,Dm.30974,H8F4T6
FBgn0036620,FBgn0036620,FBpp0075142,FBtr0075384,39817,CG4842,Dm.7978,Q9VV47
FBgn0035036,FBgn0035036,FBpp0072245,FBtr0072338,37935,CG4707,Dm.778,Q9W137
FBgn0004652,FBgn0004652,FBpp0089355,FBtr0083648,42226,fru,Dm.4626,E1JIP5
FBgn0024293,FBgn0024293,FBpp0099762,FBtr0100356,45040,Spn43Ab,Dm.1808,A1Z6V5
FBgn0085454,FBgn0085454,FBpp0111638,FBtr0112726,5740837,CG34425,Dm.7538,A8JQT2
FBgn0037519,FBgn0037519,FBpp0310945,FBtr0344624,40922,CG3014,,Q9VHZ9
FBgn0020414,FBgn0020414,FBpp0080419,FBtr0080862,34981,Idgf3,Dm.4646,Q8MLZ7
FBgn0013674,FBgn0013674,FBpp0100176,FBtr0100861,19893533,COX1,,A0A075E6K7
FBgn0040743,FBgn0040743,FBpp0086183,FBtr0087032,50216,CG15919,,A1ZAJ6
FBgn0035907,FBgn0035907,FBpp0076376,FBtr0076652,38975,GstO1,Dm.5896,Q9VSL6
FBgn0028422,FBgn0028422,FBpp0083346,FBtr0083938,44483,GluRIID,Dm.3353,Q9TVI0
FBgn0030598,FBgn0030598,FBpp0073791,FBtr0073974,32424,CG9503,,Q9VY00
FBgn0026150,FBgn0026150,FBpp0293470,FBtr0304931,35029,ApepP,Dm.443,Q9VJG0
FBgn0085370,FBgn0085370,FBpp0111457,FBtr0112545,35107,Pde11,Dm.13948,Q9VJ79
FBgn0034972,FBgn0034972,FBpp0072195,FBtr0072288,37854,CG10339,,Q9W1B3
FBgn0034473,FBgn0034473,FBpp0085645,FBtr0086344,37269,Or56a,Dm.26971,Q9V8Y7
FBgn0035309,FBgn0035309,FBpp0072793,FBtr0072916,38274,CG15879,Dm.27805,Q9W048
FBgn0028646,FBgn0028646,FBpp0303322,FBtr0330290,43616,aralar1,Dm.20778,A0A0B4K6V1
FBgn0021800,FBgn0021800,FBpp0077186,FBtr0077497,47399,Reph,Dm.10972,Q9VQV2
FBgn0032913,FBgn0032913,FBpp0304346,FBtr0332034,35372,CG9259,Dm.23894,Q9VIG3
FBgn0052695,FBgn0052695,FBpp0309785,FBtr0343033,31918,CG32695,Dm.20408,Q9W312
FBgn0085425,FBgn0085425,FBpp0111557,FBtr0112645,37398,CG34396,Dm.26989,Q9W2L9
FBgn0031065,FBgn0031065,FBpp0074559,FBtr0074790,32988,CG14234,Dm.13235,Q9VWD2
FBgn0262081,FBgn0262081,FBpp0289775,FBtr0300548,41398,Csk,Dm.22408,Q8INJ8
CG43371,,,,,,,
FBgn0265189,FBgn0265189,FBpp0308258,FBtr0339113,19834718,sud1,Dm.3511,Q9I7H9
CG43060,,,,,,,
FBgn0037811,FBgn0037811,FBpp0081711,FBtr0082233,41263,CG12592,Dm.20786,Q9VGZ8
FBgn0029006,FBgn0029006,FBpp0086011,FBtr0086833,36999,Smurf,Dm.2783,A0A0B4KFU5
FBgn0030717,FBgn0030717,FBpp0073939,FBtr0074134,32564,CG8931,Dm.4581,Q9VXK8
FBgn0261975,FBgn0261975,FBpp0292991,FBtr0304022,10178814,CG42806,Dm.38157,F3YD72
FBgn0035838,FBgn0035838,FBpp0076410,FBtr0076687,38900,ldbr,Dm.21614,Q9VSD7
FBgn0031518,FBgn0031518,FBpp0112952,FBtr0114460,33543,CG3277,Dm.23838,Q8IQ00
FBgn0051229,FBgn0051229,FBpp0083078,FBtr0083663,318636,CG31229,Dm.23788,Q8IN78
FBgn0043025,FBgn0043025,FBpp0074956,FBtr0075192,64879,Adgf-A2,Dm.1714,Q0E8D8
FBgn0015924,FBgn0015924,FBpp0077747,FBtr0078087,33219,crq,Dm.19756,Q27367
FBgn0032289,FBgn0032289,FBpp0271827,FBtr0273319,34476,CG6431,Dm.18141,M9MRT1
FBgn0264725,FBgn0264725,FBpp0306228,FBtr0334108,14462850,CG43993,Dm.38791,M9PEY3
FBgn0259174,FBgn0259174,FBpp0304228,FBtr0331844,39958,Nedd4,Dm.988,B7Z067
FBgn0262126,FBgn0262126,FBpp0303000,FBtr0329965,33409,Sec24CD,Dm.269,Q9VQ94
FBgn0015393,FBgn0015393,FBpp0307465,FBtr0335494,44173,hoip,Dm.20299,D2NUK9
FBgn0266918,FBgn0266918,FBpp0072874,FBtr0073004,38367,CG32486,Dm.830,Q9VZV5
FBgn0052832,FBgn0052832,FBpp0309160,FBtr0340177,318237,CG32832,Dm.30846,Q8INZ7
FBgn0030687,FBgn0030687,FBpp0290035,FBtr0300811,32524,CG17209,,A8JUY3
FBgn0036476,FBgn0036476,FBpp0075410,FBtr0075657,39643,sstn,Dm.14930,Q9VUK7
FBgn0259204,FBgn0259204,FBpp0288973,FBtr0299695,7354414,CG42308,Dm.6633,B7Z0X7
FBgn0050178,FBgn0050178,FBpp0072068,FBtr0072159,246501,CG30178,,Q8MLQ2
FBgn0087013,FBgn0087013,FBpp0078500,FBtr0078860,40581,Karybeta3,Dm.2493,Q9VN44
FBgn0036978,FBgn0036978,FBpp0077898,FBtr0078240,40245,Toll-9,Dm.13641,M9NDW9
FBgn0033168,FBgn0033168,FBpp0088076,FBtr0089004,35663,CG11145,Dm.30945,A1Z6Y3
FBgn0022338,FBgn0022338,FBpp0302815,FBtr0321263,42273,dnk,Dm.1248,Q540Z9
FBgn0036361,FBgn0036361,FBpp0292212,FBtr0303093,39509,CG10154,Dm.10828,Q9VU72
FBgn0053293,FBgn0053293,FBpp0078466,FBtr0078824,2768659,CG33293,Dm.7315,Q95TA8
FBgn0264502,FBgn0264502,FBpp0305152,FBtr0332933,32024,CG43901,Dm.18602,A8JUR1
FBgn0032430,FBgn0032430,FBpp0079949,FBtr0080367,34656,CG6388,Dm.413,Q9VK89
FBgn0016797,FBgn0016797,FBpp0304981,FBtr0332735,40090,fz2,Dm.2524,B7Z072
FBgn0010356,FBgn0010356,FBpp0087335,FBtr0088240,47900,Taf5,Dm.19905,P49846
FBgn0051438,FBgn0051438,FBpp0083489,FBtr0084090,318736,CheB93b,Dm.26564,Q8IN27
FBgn0031935,FBgn0031935,FBpp0291680,FBtr0302518,34047,CG13793,,Q9VLY5
FBgn0030085,FBgn0030085,FBpp0071225,FBtr0071288,31837,CG6999,Dm.11688,Q9W393
FBgn0034011,FBgn0034011,FBpp0086521,FBtr0087389,36701,CG8160,Dm.6074,Q8SZ23
FBgn0267366,FBgn0267366,FBpp0084615,FBtr0085246,43343,mil,Dm.7897,Q9VAZ1
FBgn0029688,FBgn0029688,FBpp0070596,FBtr0070626,31350,lva,,Q8MSS1
FBgn0261113,FBgn0261113,FBpp0083114,FBtr0083700,42267,Xrp1,Dm.7819,Q8IN74
FBgn0030088,FBgn0030088,FBpp0071229,FBtr0071293,31841,Arfrp1,Dm.3677,Q9W389
FBgn0038084,FBgn0038084,FBpp0082127,FBtr0082658,41575,beat-Vc,Dm.16935,Q9VG28
FBgn0037283,FBgn0037283,FBpp0078514,FBtr0078874,40603,CG14658,Dm.23739,Q9VN64
FBgn0250785,FBgn0250785,FBpp0088885,FBtr0089946,35343,vari,Dm.480,M9PDB2
FBgn0011474,FBgn0011474,FBpp0301702,FBtr0309996,41743,PR-Set7,Dm.36781,A0A0B4K680
FBgn0024150,FBgn0024150,FBpp0290915,FBtr0301701,40333,Ac78C,Dm.2507,M9NG95
FBgn0003358,FBgn0003358,FBpp0084877,FBtr0085511,43545,Jon99Ci,Dm.5661,P17207
FBgn0036916,FBgn0036916,FBpp0074687,FBtr0074918,40173,Mtr3,Dm.27179,Q9VW53
FBgn0085464,FBgn0085464,FBpp0111648,FBtr0112736,31471,CG34435,Dm.35831,Q9W4B1
FBgn0259194,FBgn0259194,FBpp0288956,FBtr0299678,42765,Ir94e,Dm.37055,Q9VCM4
FBgn0010590,FBgn0010590,FBpp0086400,FBtr0087262,46058,Prosbeta1,Dm.20314,A0AQH0
FBgn0002522,FBgn0002522,FBpp0081194,FBtr0081696,40817,lab,Dm.4752,A0A0B4K629
FBgn0030752,FBgn0030752,FBpp0074076,FBtr0074301,32615,CG9947,Dm.5304,X2JKP3
FBgn0036690,FBgn0036690,FBpp0288660,FBtr0290221,39909,Ilp8,Dm.15206,Q4V5V6
FBgn0023143,FBgn0023143,FBpp0087583,FBtr0088499,35998,Uba1,Dm.5488,A0A0B4KF46
FBgn0034383,FBgn0034383,FBpp0085824,FBtr0086642,37159,CG17821,Dm.15899,A1ZBD2
FBgn0034825,FBgn0034825,FBpp0071884,FBtr0071974,37672,CG3215,,Q9W1U3
FBgn0040736,FBgn0040736,FBpp0085846,FBtr0086665,50209,IM3,,A0A0B4LGW9
FBgn0262857,FBgn0262857,FBpp0401603,FBtr0445728,12797992,CG43221,,A0A1W5PZ55
FBgn0027794,FBgn0027794,FBpp0070221,FBtr0070230,31095,Lrpprc2,Dm.10730,Q9W592
FBgn0030384,FBgn0030384,FBpp0073476,FBtr0073643,32188,CG2577,Dm.5007,Q9VYN5
CG43208,,,,,,,
FBgn0004047,FBgn0004047,FBpp0311924,FBtr0346090,32339,Yp3,,P06607
FBgn0011273,FBgn0011273,FBpp0084278,FBtr0084904,44913,Acam,Dm.3202,A0A1B2AJ49
FBgn0020392,FBgn0020392,FBpp0076451,FBtr0076728,38909,Nmt,Dm.7798,O61613
Dmel_CG12806,,,,,,,
FBgn0031381,FBgn0031381,FBpp0077492,FBtr0077816,33374,Npc2a,Dm.7263,Q9VQ62
FBgn0004513,FBgn0004513,FBpp0076719,FBtr0077011,38726,Mdr65,Dm.4740,Q00748
FBgn0036905,FBgn0036905,FBpp0074718,FBtr0074950,40154,ms(3)76Ca,Dm.33350,Q9VW36
FBgn0035455,FBgn0035455,FBpp0072998,FBtr0073139,38437,CG10862,Dm.15743,Q9I7T6
FBgn0031971,FBgn0031971,FBpp0310037,FBtr0343382,34089,Sirup,Dm.6977,A0A1B3Q3M8
FBgn0050049,FBgn0050049,FBpp0087017,FBtr0087906,246416,CG30049,Dm.26388,A1Z8X5
FBgn0031042,FBgn0031042,FBpp0288525,FBtr0290086,32961,CG14221,Dm.26671,M9PHK6
FBgn0036768,FBgn0036768,FBpp0074909,FBtr0075143,39994,CG7402,Dm.13635,Q9VVM4
FBgn0029754,FBgn0029754,FBpp0291095,FBtr0301881,31446,CG15930,Dm.17692,Q9W4D3
FBgn0038425,FBgn0038425,FBpp0082738,FBtr0083287,41990,CG14881,Dm.5795,Q8SY94
FBgn0032345,FBgn0032345,FBpp0079814,FBtr0080227,34547,CG14921,Dm.7567,Q9VKJ5
FBgn0001202,FBgn0001202,FBpp0080722,FBtr0081180,35169,hook,Dm.2576,Q24185
FBgn0038674,FBgn0038674,FBpp0083125,FBtr0083711,42281,CG14285,,Q9VE10
FBgn0034639,FBgn0034639,FBpp0309701,FBtr0342900,37459,CG15673,,Q9W2F5
FBgn0032280,FBgn0032280,FBpp0079695,FBtr0080106,34466,CG17105,,Q9VKS3
FBgn0032034,FBgn0032034,FBpp0079268,FBtr0079652,34158,Rcd4,Dm.14430,Q9VLM6
FBgn0027287,FBgn0027287,FBpp0310129,FBtr0343525,32483,Gmap,Dm.4376,Q9VXU1
FBgn0039403,FBgn0039403,FBpp0084348,FBtr0084975,43166,Sld5,Dm.3048,Q9VBI1
FBgn0031479,FBgn0031479,FBpp0077368,FBtr0077684,33493,Prx6005,Dm.19773,Q9VQI7
FBgn0034552,FBgn0034552,FBpp0071489,FBtr0071561,37357,CG17999,Dm.710,Q9W2R2
FBgn0040333,FBgn0040333,FBpp0309091,FBtr0340092,31246,brv3,Dm.12236,X2JI61
FBgn0032768,FBgn0032768,FBpp0080766,FBtr0081225,35205,CG17564,Dm.11949,Q9VIY3
FBgn0031736,FBgn0031736,FBpp0078766,FBtr0079135,33805,CG11030,Dm.30769,Q9VMM7
FBgn0024734,FBgn0024734,FBpp0080413,FBtr0080856,34952,PRL-1,Dm.2983,O61722
CG44954,,,,,,,
FBgn0030674,FBgn0030674,FBpp0073898,FBtr0074082,32510,CG8184,,X2JF73
FBgn0033292,FBgn0033292,FBpp0087839,FBtr0088760,35821,Cyp4ad1,Dm.527,H1UUE5
FBgn0039150,FBgn0039150,FBpp0289929,FBtr0300705,42858,CG13605,Dm.11197,Q9VCD3
FBgn0005771,FBgn0005771,FBpp0080215,FBtr0080643,34847,noc,Dm.5413,Q24423
FBgn0030460,FBgn0030460,FBpp0073568,FBtr0073737,32272,CG2453,,Q9VYF8
FBgn0014870,FBgn0014870,FBpp0086222,FBtr0087074,36889,Psi,Dm.7661,A1ZAK7
CG30381,,,,,,,
FBgn0036352,FBgn0036352,FBpp0075580,FBtr0075844,39500,CG14110,Dm.4908,Q8SXH1
FBgn0042085,FBgn0042085,FBpp0085442,FBtr0086107,35560,Bap170,Dm.3134,A1Z6M0
FBgn0037322,FBgn0037322,FBpp0078441,FBtr0078797,40648,Or83a,Dm.5196,Q9VNB3
FBgn0033274,FBgn0033274,FBpp0087881,FBtr0088805,35797,CG14757,Dm.8950,A0A1B2AJ40
FBgn0036335,FBgn0036335,FBpp0075631,FBtr0075897,39477,mRpL20,Dm.2752,Q9VU36
FBgn0030431,FBgn0030431,FBpp0073528,FBtr0073695,32240,CG4407,Dm.150,Q9VYI5
FBgn0038973,FBgn0038973,FBpp0083648,FBtr0084255,42644,Pebp1,Dm.20618,Q9VD01
FBgn0038475,FBgn0038475,FBpp0082865,FBtr0083424,42062,Keap1,Dm.1228,Q9VEN5
FBgn0052462,FBgn0052462,FBpp0078229,FBtr0078579,318043,CG32462,Dm.38609,Q8IPS5
FBgn0264810,FBgn0264810,FBpp0080207,FBtr0080634,34845,Pburs,Dm.26812,Q9VJS7
FBgn0263772,FBgn0263772,FBpp0302632,FBtr0310494,31353,CG43689,,M9PGE8
FBgn0262730,FBgn0262730,FBpp0297994,FBtr0307165,31555,dtn,,Q9W427
FBgn0040322,FBgn0040322,FBpp0074863,FBtr0075096,40033,GNBP2,Dm.1608,C6TP47
FBgn0038449,FBgn0038449,FBpp0082779,FBtr0083329,42021,CG17562,Dm.16803,Q9VES7
FBgn0261697,FBgn0261697,FBpp0292198,FBtr0303079,33866,tctn,Dm.13488,Q9VMH0
FBgn0261260,FBgn0261260,FBpp0310026,FBtr0343369,8674055,mgl,,A8JTM7
FBgn0038311,FBgn0038311,FBpp0110108,FBtr0110811,41846,CG14864,Dm.16853,Q0KI69
FBgn0030900,FBgn0030900,FBpp0074321,FBtr0074549,32801,Him,Dm.5332,Q9VWX6
FBgn0036774,FBgn0036774,FBpp0074887,FBtr0075121,40001,mRpS26,Dm.6602,Q9VVN2
FBgn0003093,FBgn0003093,FBpp0308294,FBtr0339149,43428,Pkc98E,Dm.4053,Q4QQA3
FBgn0028893,FBgn0028893,FBpp0080379,FBtr0080821,260658,CG31819,Dm.5629,Q8T908
FBgn0051612,FBgn0051612,FBpp0290221,FBtr0300999,35427,CG31612,Dm.4930,Q9V9Q2
FBgn0260655,FBgn0260655,FBpp0074734,FBtr0074966,40140,l(3)76BDm,Dm.4125,Q9VW22
FBgn0034121,FBgn0034121,FBpp0086295,FBtr0087151,36833,CG6262,Dm.12111,A1ZAE9
FBgn0001990,FBgn0001990,FBpp0080323,FBtr0080764,48785,wek,Dm.1625,M9PFY1
FBgn0051619,FBgn0051619,FBpp0308276,FBtr0339131,35424,nolo,Dm.6934,Q0E8N3
FBgn0029866,FBgn0029866,FBpp0303811,FBtr0331394,31576,CG3842,Dm.17654,Q9W404
FBgn0037754,FBgn0037754,FBpp0312544,FBtr0347364,41203,CG8500,Dm.23313,Q9VH66
FBgn0029888,FBgn0029888,FBpp0070950,FBtr0070990,31604,ND-ASHI,Dm.11606,Q9W3X7
FBgn0029697,FBgn0029697,FBpp0070613,FBtr0070645,31366,CG15570,Dm.26454,Q9W4M4
FBgn0265784,FBgn0265784,FBpp0074329,FBtr0074557,32817,CrebB,Dm.26256,M9PHW9
FBgn0039297,FBgn0039297,FBpp0084184,FBtr0084809,43035,CG11852,Dm.6582,Q9VBV4
FBgn0261057,FBgn0261057,FBpp0291149,FBtr0301937,8674048,Sfp36F,Dm.37548,C4NAP2
FBgn0052226,FBgn0052226,FBpp0074615,FBtr0074846,40229,Pex23,Dm.15114,Q9VWB0
FBgn0035977,FBgn0035977,FBpp0076167,FBtr0076439,39064,PGRP-LF,Dm.20049,Q8SXQ7
FBgn0261261,FBgn0261261,FBpp0306963,FBtr0334947,40704,plx,Dm.2012,E1JJ52
FBgn0031360,FBgn0031360,FBpp0077552,FBtr0077884,326177,CG31937,Dm.262,Q9VQ39
FBgn0030878,FBgn0030878,FBpp0306150,FBtr0334034,32770,CG6769,Dm.199,Q9VX08
FBgn0046763,FBgn0046763,FBpp0083449,FBtr0084047,50050,CG17278,Dm.3976,Q9VDG1
CG44013,,,,,,,
FBgn0086129,FBgn0086129,FBpp0298003,FBtr0307174,37857,snama,Dm.3196,D5SHU1
FBgn0015770,FBgn0015770,FBpp0081104,FBtr0081585,40890,MstProx,Dm.3402,Q9VIA4
FBgn0015032,FBgn0015032,FBpp0085074,FBtr0085712,43663,Cyp4c3,Dm.1904,Q9VA27
FBgn0083068,FBgn0083068,FBpp0312530,FBtr0347287,26067039,CG33947,,A0A0S0WJP9
FBgn0262595,FBgn0262595,FBpp0091020,FBtr0091722,3772206,CheA56a,Dm.28797,A1ZBB5
FBgn0004569,FBgn0004569,FBpp0075166,FBtr0075408,39833,aos,Dm.2987,Q00805
FBgn0030441,FBgn0030441,FBpp0073548,FBtr0073717,32250,CG2209,Dm.6660,Q9I7S5
FBgn0038535,FBgn0038535,FBpp0088963,FBtr0089417,42127,alt,Dm.7290,Q9VEH0
FBgn0033836,FBgn0033836,FBpp0086833,FBtr0087716,36487,CG18278,Dm.28273,Q5BIL9
FBgn0039875,FBgn0039875,FBpp0303146,FBtr0330113,43747,sip3,Dm.1395,A0A0B4KHH2
FBgn0035413,FBgn0035413,FBpp0072903,FBtr0073039,38387,CG14958,Dm.31137,Q9VZT5
FBgn0052133,FBgn0052133,FBpp0075526,FBtr0075784,39552,Ptip,Dm.24000,Q9VUB7
FBgn0036139,FBgn0036139,FBpp0075950,FBtr0076221,39257,CG6216,Dm.15401,Q7KUE8
FBgn0032733,FBgn0032733,FBpp0309282,FBtr0340321,35160,CG15170,Dm.26837,X2J957
FBgn0032818,FBgn0032818,FBpp0080855,FBtr0081323,35263,CG10628,,Q9I7M2
FBgn0037456,FBgn0037456,FBpp0081201,FBtr0081703,40805,CG1138,Dm.17133,Q9VI34
FBgn0034162,FBgn0034162,FBpp0086191,FBtr0087042,36891,CG6426,Dm.5810,Q7JYZ0
FBgn0033826,FBgn0033826,FBpp0086867,FBtr0087754,36477,CG4734,Dm.13548,A1Z9B8
FBgn0259185,FBgn0259185,FBpp0288947,FBtr0299669,7354400,Ir60b,,B7YZQ4
FBgn0035431,FBgn0035431,FBpp0072949,FBtr0073087,38406,CG14968,Dm.6486,Q9VZR5
FBgn0262601,FBgn0262601,FBpp0293061,FBtr0304118,34426,SmB,Dm.3699,Q05856
FBgn0003300,FBgn0003300,FBpp0311837,FBtr0345922,33059,run,Dm.2688,M9NHG0
FBgn0261055,FBgn0261055,FBpp0291147,FBtr0301935,8673981,Sfp26Ad,,Q6IHT7
FBgn0030483,FBgn0030483,FBpp0073619,FBtr0073788,32298,CG12725,Dm.25292,Q9VYD4
FBgn0033528,FBgn0033528,FBpp0087398,FBtr0088306,36110,trsn,Dm.12127,Q7JVK6
FBgn0031051,FBgn0031051,FBpp0309478,FBtr0340614,32970,Ranbp21,Dm.3479,Q9VWE7
FBgn0035092,FBgn0035092,FBpp0288531,FBtr0290092,38003,Nplp1,Dm.4031,Q0E8W0
FBgn0041239,FBgn0041239,FBpp0071644,FBtr0071728,117344,Gr58a,Dm.26351,P58962
FBgn0259210,FBgn0259210,FBpp0288977,FBtr0299699,246493,prom,Dm.15004,A0AVW1
FBgn0043791,FBgn0043791,FBpp0081538,FBtr0082060,41135,phu,Dm.1122,Q9VHD0
Dmel_CG4062,,,,,,,
