FLYBASE,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE,UNIPROT
FBgn0030294,FBgn0030294,FBpp0073312,FBtr0073456,32079,Pa1,Dm.14003,Q9VYZ8
FBgn0037881,FBgn0037881,FBpp0081842,FBtr0082366,41350,GCC88,Dm.13682,Q9VGR1
FBgn0000022,FBgn0000022,FBpp0070071,FBtr0070072,30981,ac,Dm.25370,P10083
FBgn0031384,FBgn0031384,FBpp0290289,FBtr0301067,33377,CG4238,Dm.13322,A8DYT3
FBgn0284225,FBgn0284225,FBpp0402875,FBtr0452124,30522398,CG46309,,A0A1W5Q0T5
FBgn0041588,FBgn0041588,FBpp0084779,FBtr0085410,64874,eIF2D,Dm.20371,Q9NG60
FBgn0038691,FBgn0038691,FBpp0083157,FBtr0083743,42308,CG5250,Dm.5146,Q9VDY7
FBgn0052590,FBgn0052590,FBpp0073805,FBtr0073988,318103,CG32590,Dm.11034,Q8IR45
FBgn0025833,FBgn0025833,FBpp0086219,FBtr0087071,36896,CG8910,Dm.12110,A1ZAL4
FBgn0027074,FBgn0027074,FBpp0290042,FBtr0300818,35137,CG17324,Dm.11984,Q9VJ47
FBgn0030011,FBgn0030011,FBpp0071137,FBtr0071189,31744,Gbeta5,Dm.11050,Q9W3J1
FBgn0002571,FBgn0002571,FBpp0087837,FBtr0088758,35826,Mal-A3,Dm.529,P07192
FBgn0019952,FBgn0019952,FBpp0306893,FBtr0334870,42891,Orct,Dm.2997,A0A0B4KI00
FBgn0267727,FBgn0267727,FBpp0079527,FBtr0079937,34338,Pen,Dm.3560,P52295
FBgn0259678,FBgn0259678,FBpp0289206,FBtr0299929,36002,sqa,Dm.3888,A1Z7Y7
FBgn0015360,FBgn0015360,FBpp0072782,FBtr0072904,38288,oxt,Dm.12587,Q7KVA1
FBgn0086909,FBgn0086909,FBpp0310473,FBtr0344023,35118,CG31751,Dm.30744,Q9VJ68
FBgn0015278,FBgn0015278,FBpp0304365,FBtr0332055,39329,Pi3K68D,Dm.7619,Q7K3H0
FBgn0033821,FBgn0033821,FBpp0086861,FBtr0087748,36472,CG10799,Dm.7966,A1Z9B5
FBgn0036203,FBgn0036203,FBpp0075850,FBtr0076119,39326,Muc68D,Dm.20068,Q9VTN2
FBgn0260442,FBgn0260442,FBpp0305319,FBtr0333107,38978,rhea,Dm.894,Q9VSL8
FBgn0038218,FBgn0038218,FBpp0082410,FBtr0082951,41735,CG14841,Dm.5251,Q9VFL3
FBgn0053689,FBgn0053689,FBpp0312384,FBtr0346809,3771798,CG33689,,Q4ABJ1
FBgn0030956,FBgn0030956,FBpp0074432,FBtr0074661,32866,CG18259,Dm.19742,Q9VWQ6
FBgn0005386,FBgn0005386,FBpp0297152,FBtr0306010,40133,ash1,Dm.7698,Q9VW15
FBgn0038672,FBgn0038672,FBpp0310441,FBtr0343992,42279,CG6005,Dm.11255,Q9VE12
FBgn0032906,FBgn0032906,FBpp0080967,FBtr0081438,35364,RPA2,Dm.2209,Q9VIH1
FBgn0034470,FBgn0034470,FBpp0311727,FBtr0345676,37266,Obp56d,Dm.5754,A0A0B4LGZ8
FBgn0003375,FBgn0003375,FBpp0082902,FBtr0083461,42114,Sgs5,Dm.20635,A0A1B2AKL6
FBgn0003313,FBgn0003313,FBpp0300458,FBtr0308136,34570,sala,Dm.2686,M9NCT5
FBgn0051065,FBgn0051065,FBpp0112295,FBtr0113383,318575,ppk31,Dm.16403,A8JPJ8
FBgn0052344,FBgn0052344,FBpp0072475,FBtr0072576,326208,CG32344,Dm.796,Q8SY39
FBgn0039527,FBgn0039527,FBpp0084572,FBtr0085202,43314,CG5639,Dm.11827,Q9VB21
FBgn0034521,FBgn0034521,FBpp0085571,FBtr0086259,37323,Mgat1,Dm.1662,Q60GL7
FBgn0037835,FBgn0037835,FBpp0081757,FBtr0082280,41297,CG14687,Dm.13922,Q9VGW5
FBgn0261786,FBgn0261786,FBpp0071967,FBtr0072058,37723,mi,Dm.13577,Q9W1N8
FBgn0039554,FBgn0039554,FBpp0084641,FBtr0085272,43344,CG5003,Dm.11535,Q9VAZ0
FBgn0032115,FBgn0032115,FBpp0292903,FBtr0303900,34257,CG4438,Dm.25218,Q9VLC4
FBgn0036495,FBgn0036495,FBpp0075368,FBtr0075615,2768950,CG33259,Dm.29141,Q7KUM2
FBgn0260749,FBgn0260749,FBpp0079665,FBtr0080076,34377,Utx,Dm.11404,M9MRG4
FBgn0034921,FBgn0034921,FBpp0072132,FBtr0072223,37790,DCP1,,Q9W1H5
FBgn0031359,FBgn0031359,FBpp0294064,FBtr0305618,33350,Rim2,Dm.4115,M9ND06
FBgn0052113,FBgn0052113,FBpp0271898,FBtr0273390,39448,CG32113,,Q9VU08
FBgn0033763,FBgn0033763,FBpp0290455,FBtr0301237,36394,CG8646,Dm.6132,Q8SZ72
Dmel_CG6120,,,,,,,
FBgn0002973,FBgn0002973,FBpp0079419,FBtr0079821,34263,numb,Dm.4492,M9PCN6
FBgn0039337,FBgn0039337,FBpp0084211,FBtr0084836,43079,MED28,Dm.13862,Q9VBQ9
FBgn0031501,FBgn0031501,FBpp0077341,FBtr0077656,33522,CG17261,Dm.7579,Q9VQL5
FBgn0035916,FBgn0035916,FBpp0076372,FBtr0076648,38987,GAPsec,Dm.4252,Q9VSM8
FBgn0034539,FBgn0034539,FBpp0085560,FBtr0086248,37341,CG11159,Dm.26978,A1ZBX7
FBgn0030500,FBgn0030500,FBpp0073681,FBtr0073850,32316,Ndc80,Dm.158,Q9VYB1
FBgn0031069,FBgn0031069,FBpp0307156,FBtr0335157,32992,Pmp70,Dm.7943,Q9VWC8
FBgn0029849,FBgn0029849,FBpp0070840,FBtr0070875,31553,Efr,,A4V408
FBgn0035243,FBgn0035243,FBpp0072703,FBtr0072823,38192,CG13926,,Q9W0C7
FBgn0004910,FBgn0004910,FBpp0292482,FBtr0303421,47878,Eip63F-1,Dm.36728,M9MSK2
FBgn0003983,FBgn0003983,FBpp0080099,FBtr0080521,34758,Vm34Ca,Dm.4788,A0A1B2AKN4
FBgn0260794,FBgn0260794,FBpp0290652,FBtr0301437,40596,ctrip,,Q9VN58
FBgn0038862,FBgn0038862,FBpp0083419,FBtr0084016,42509,Usp8,Dm.11085,H1UUC2
FBgn0031344,FBgn0031344,FBpp0077598,FBtr0077933,33332,CG7420,Dm.258,M9PAZ8
CG15186,,,,,,,
FBgn0036857,FBgn0036857,FBpp0074784,FBtr0075017,40097,CG9629,Dm.23289,Q8SXQ1
FBgn0261624,FBgn0261624,FBpp0292096,FBtr0302971,33068,I-3,Dm.17241,Q9VRC5
FBgn0031155,FBgn0031155,FBpp0293678,FBtr0305148,33088,CG15446,Dm.27632,M9NFI6
FBgn0040099,FBgn0040099,FBpp0310064,FBtr0343418,53542,lectin-28C,Dm.30776,Q9VLW1
FBgn0030662,FBgn0030662,FBpp0309305,FBtr0340347,32497,CG9220,,Q7KUZ9
FBgn0259998,FBgn0259998,FBpp0311699,FBtr0345635,35409,CG17571,,Q9W5U8
FBgn0040273,FBgn0040273,FBpp0085716,FBtr0086531,53442,Spt5,Dm.2263,Q9V460
FBgn0050073,FBgn0050073,FBpp0292335,FBtr0303243,246435,Obp50b,Dm.26391,A1Z9Q3
FBgn0000449,FBgn0000449,FBpp0073061,FBtr0073205,45282,dib,Dm.12704,Q9NGX9
FBgn0039234,FBgn0039234,FBpp0291079,FBtr0301865,42964,Nct,Dm.3407,E1JIV8
FBgn0021796,FBgn0021796,FBpp0080003,FBtr0080422,47396,Tor,Dm.1502,M9PFS0
FBgn0039469,FBgn0039469,FBpp0084447,FBtr0085075,43245,TwdlC,Dm.16416,Q9VB95
FBgn0037428,FBgn0037428,FBpp0078260,FBtr0078611,40775,Osi18,Dm.6183,Q9VNP0
FBgn0034441,FBgn0034441,FBpp0085712,FBtr0086524,37226,CG10081,Dm.15870,A0A0B4KG92
FBgn0030805,FBgn0030805,FBpp0309739,FBtr0342974,32683,wus,Dm.4178,Q9VX95
FBgn0038447,FBgn0038447,FBpp0082777,FBtr0083327,42016,CG14892,Dm.27314,Q9VET2
FBgn0029887,FBgn0029887,FBpp0070951,FBtr0070991,31602,CG3198,Dm.13995,Q9W3X8
FBgn0052594,FBgn0052594,FBpp0073773,FBtr0073956,32430,be,Dm.7134,Q9VXZ3
FBgn0054026,FBgn0054026,FBpp0099437,FBtr0100081,3885569,CG34026,Dm.30168,Q2PE22
CG13742,,,,,,,
FBgn0038186,FBgn0038186,FBpp0082344,FBtr0082881,41695,CG14362,Dm.27289,Q9VFQ4
FBgn0003189,FBgn0003189,FBpp0088675,FBtr0089734,32640,r,Dm.4956,P05990
FBgn0000482,,,,31118,dor,,Q24314
FBgn0029667,FBgn0029667,FBpp0070564,FBtr0070589,31321,Gas8,Dm.6659,Q8MT08
FBgn0030065,FBgn0030065,FBpp0071197,FBtr0071254,31815,CG12075,Dm.2094,Q9W3B8
FBgn0039833,FBgn0039833,FBpp0085132,FBtr0085770,43696,CG15564,Dm.16272,Q9V9Z4
FBgn0031143,FBgn0031143,FBpp0076960,FBtr0077268,33076,CG1532,,Q9VRD4
Dmel_CG31072,,,,,,,
FBgn0020443,FBgn0020443,FBpp0079951,FBtr0080369,34658,eRF3,Dm.6819,Q9VK85
FBgn0036046,FBgn0036046,FBpp0076058,FBtr0076329,39150,Ilp2,Dm.2285,E7BBS1
FBgn0010223,FBgn0010223,FBpp0075113,FBtr0075354,39861,Galphaf,Dm.2534,Q05337
FBgn0040230,FBgn0040230,FBpp0304443,FBtr0332133,53556,dbo,Dm.1730,M9PFL3
FBgn0030519,FBgn0030519,FBpp0073650,FBtr0073819,32335,CG11151,Dm.5342,Q9VY92
FBgn0263354,FBgn0263354,FBpp0301048,FBtr0308949,326165,CG42784,Dm.6262,M9MRJ1
FBgn0265974,FBgn0265974,FBpp0305368,FBtr0333165,36614,ttv,Dm.2966,A0A0B4KER9
FBgn0259831,FBgn0259831,FBpp0111418,FBtr0112505,5740636,CG34309,Dm.33386,A1A750
FBgn0028560,FBgn0028560,FBpp0088616,FBtr0089674,36055,sut4,Dm.2586,Q7K2U8
FBgn0022786,FBgn0022786,FBpp0071028,FBtr0071070,31680,Hira,,O17468
FBgn0031149,FBgn0031149,FBpp0311838,FBtr0345923,33082,Stt3A,,Q9VRE0
FBgn0031317,FBgn0031317,FBpp0077644,FBtr0077979,33303,Charon,Dm.11724,Q9VPY3
FBgn0024945,FBgn0024945,FBpp0072385,FBtr0072483,38029,NitFhit,Dm.1660,O76464
FBgn0039958,FBgn0039958,FBpp0289926,FBtr0300702,3355094,CG12567,Dm.1540,Q8SZ06
FBgn0262352,FBgn0262352,FBpp0293172,FBtr0304630,12798184,CG43050,Dm.37318,C0PDE1
FBgn0052201,FBgn0052201,FBpp0289328,FBtr0300051,317911,CG32201,Dm.26504,Q8IQS7
FBgn0262485,FBgn0262485,FBpp0293378,FBtr0304838,12797978,CG43075,,M9NF55
FBgn0010894,FBgn0010894,FBpp0076842,FBtr0077136,46187,sinu,Dm.2075,Q9VRM3
FBgn0039224,FBgn0039224,FBpp0084117,FBtr0084742,42951,CG13634,,Q9VC39
FBgn0001255,FBgn0001255,FBpp0302560,FBtr0310412,48239,ImpE3,Dm.1524,Q9VHW8
FBgn0054038,FBgn0054038,FBpp0298026,FBtr0307197,3885596,CG34038,Dm.26326,Q2PE11
FBgn0051803,FBgn0051803,FBpp0080563,FBtr0081010,318950,CG31803,Dm.29204,Q8T3V7
FBgn0013681,FBgn0013681,FBpp0100181,FBtr0100870,19893542,ND3,,B6E0P8
FBgn0034975,FBgn0034975,FBpp0072159,FBtr0072250,37859,enok,,Q9W1A9
FBgn0024921,FBgn0024921,FBpp0076708,FBtr0077000,38721,Tnpo,Dm.2969,Q9VRV8
FBgn0037822,FBgn0037822,FBpp0081744,FBtr0082267,41278,CG14683,Dm.14326,Q9VGY5
FBgn0001145,FBgn0001145,FBpp0089332,FBtr0073496,32087,Gs2,Dm.135,X2JDA5
Dmel_CG12809,,,,,,,
FBgn0260798,FBgn0260798,FBpp0311517,FBtr0345363,3355013,Gprk1,Dm.1704,E1JGX2
FBgn0030869,FBgn0030869,FBpp0074247,FBtr0074473,32760,Socs16D,Dm.6250,M9PHY7
FBgn0034033,FBgn0034033,FBpp0309024,FBtr0340005,36728,CG8204,,A1ZA28
FBgn0038690,FBgn0038690,FBpp0083158,FBtr0083744,42307,CG11703,Dm.2248,Q9V3Q7
FBgn0032407,FBgn0032407,FBpp0309544,FBtr0342602,34630,Pex19,,Q8IP97
FBgn0040350,FBgn0040350,FBpp0309602,FBtr0342734,31047,CG3690,,Q9V3J5
FBgn0036327,FBgn0036327,FBpp0075634,FBtr0075900,39469,CG10748,Dm.5587,Q9VU28
FBgn0028421,FBgn0028421,FBpp0309844,FBtr0343145,32071,Kap3,Dm.14732,A8JUR4
FBgn0036168,FBgn0036168,FBpp0112076,FBtr0113163,39289,CG7512,Dm.25450,Q9VTJ3
FBgn0038926,FBgn0038926,FBpp0083582,FBtr0084184,42592,CG13409,Dm.27368,Q9VD53
FBgn0037377,FBgn0037377,FBpp0078279,FBtr0078630,40718,CG1218,Dm.1076,Q9VNI3
FBgn0053777,FBgn0053777,FBpp0091038,FBtr0091778,3772311,CG33777,Dm.28878,Q4ABK1
FBgn0033750,FBgn0033750,FBpp0087050,FBtr0087939,36374,CG13151,,A1Z917
FBgn0023495,FBgn0023495,FBpp0082239,FBtr0082771,41643,Lip3,Dm.2990,O46108
FBgn0017456,FBgn0017456,FBpp0081076,FBtr0081552,40900,Ubc84D,Dm.5673,A0A1B2AJX4
FBgn0032023,FBgn0032023,FBpp0079224,FBtr0079604,34145,CG14274,Dm.23858,Q9VLP0
FBgn0032457,FBgn0032457,FBpp0079983,FBtr0080402,34687,CG15483,Dm.18079,Q9VK55
FBgn0031999,FBgn0031999,FBpp0079210,FBtr0079589,34118,CG8419,Dm.26759,Q9VLR7
FBgn0259923,FBgn0259923,FBpp0074140,FBtr0074366,32646,4-Sep,Dm.6782,Q0KHR7
FBgn0033558,FBgn0033558,FBpp0308561,FBtr0339478,36145,CG12344,Dm.19411,A0A0B4LF41
Dmel_CG7340,,,,,,,
FBgn0000097,FBgn0000097,FBpp0303508,FBtr0330658,33392,aop,Dm.267,M9PC88
FBgn0014464,FBgn0014464,FBpp0099518,FBtr0100003,3885650,Cp7Fa,Dm.23618,Q5BI73
FBgn0039532,FBgn0039532,FBpp0084563,FBtr0085193,43319,Mtl,Dm.7867,Q7JWS8
FBgn0011259,FBgn0011259,FBpp0292882,FBtr0303879,34192,Sema1a,Dm.13264,Q0E8S4
FBgn0000042,FBgn0000042,FBpp0070787,FBtr0070822,31521,Act5C,Dm.2951,P10987
FBgn0031000,FBgn0031000,FBpp0074444,FBtr0074673,32913,Muc18B,Dm.23696,Q9VWK2
CG43341,,,,,,,
Dmel_CG1891,,,,,,,
FBgn0033313,FBgn0033313,FBpp0293619,FBtr0305082,35846,Cirl,Dm.21990,A0A0B4K6T3
FBgn0022936,FBgn0022936,FBpp0078093,FBtr0078439,40429,CycH,Dm.2503,O76513
FBgn0038145,FBgn0038145,FBpp0082222,FBtr0082754,41646,Droj2,Dm.6717,Q9VFV9
FBgn0032769,FBgn0032769,FBpp0080737,FBtr0081196,35206,CG10750,Dm.470,X2J6Y3
FBgn0013955,,,,,,,
FBgn0023545,FBgn0023545,FBpp0070333,FBtr0070347,31163,PIG-K,Dm.5160,Q8T4E1
FBgn0260987,FBgn0260987,FBpp0112469,FBtr0113746,3354896,vtd,Dm.3062,O96689
FBgn0040694,FBgn0040694,FBpp0312388,FBtr0346813,50167,CG14974,Dm.7571,A0A0R4YDN3
FBgn0033602,FBgn0033602,FBpp0087215,FBtr0088114,36193,Cpr47Ee,Dm.14040,A1Z8H6
FBgn0260860,FBgn0260860,FBpp0084936,FBtr0085570,43590,Bet5,Dm.16301,Q9VA95
FBgn0031407,FBgn0031407,FBpp0077435,FBtr0077755,33408,CG4270,Dm.19766,Q9VQA2
FBgn0030794,FBgn0030794,FBpp0074108,FBtr0074334,32670,CG13005,,Q9VXA7
FBgn0032101,FBgn0032101,FBpp0303253,FBtr0330220,34241,CG9586,Dm.5990,M9PD03
FBgn0035936,FBgn0035936,FBpp0076234,FBtr0076507,39017,Tsp66E,Dm.2645,Q9V3E5
FBgn0036397,FBgn0036397,FBpp0075528,FBtr0075786,39550,Nprl3,Dm.3626,B6IDY8
FBgn0037165,FBgn0037165,FBpp0078157,FBtr0078505,40470,CG11437,Dm.12899,Q9VNU0
FBgn0031273,FBgn0031273,FBpp0077664,FBtr0077999,33244,CG2839,,Q9VPS3
FBgn0030551,FBgn0030551,FBpp0073743,FBtr0073926,32374,CG11674,Dm.31096,Q9VY49
FBgn0031603,FBgn0031603,FBpp0303851,FBtr0331434,33647,CG15432,Dm.23843,Q9VQZ5
FBgn0022724,FBgn0022724,FBpp0074288,FBtr0074514,32792,Taf8,Dm.2709,H1UUC4
FBgn0085476,FBgn0085476,FBpp0303630,FBtr0331203,5740813,CG34447,Dm.26712,Q4V566
FBgn0053144,FBgn0053144,FBpp0291679,FBtr0302517,36131,CG33144,Dm.10908,Q7JR34
FBgn0032391,FBgn0032391,FBpp0309536,FBtr0342581,34611,escl,Dm.21544,Q9VKD5
FBgn0031948,FBgn0031948,FBpp0310052,FBtr0343406,34063,CG7149,Dm.344,X2J9T3
FBgn0032839,FBgn0032839,FBpp0080882,FBtr0081350,35285,CG10659,Dm.27711,Q9VIQ1
FBgn0050147,FBgn0050147,FBpp0085568,FBtr0086256,37328,Hil,,Q0E908
FBgn0267363,FBgn0267363,FBpp0312297,FBtr0346692,5740846,JYalpha,,A8QI34
FBgn0032184,FBgn0032184,FBpp0079556,FBtr0079966,34345,CG13135,Dm.18166,Q9VL37
FBgn0037862,FBgn0037862,FBpp0081812,FBtr0082336,41326,CG4706,Dm.5156,Q8T4D6
FBgn0035569,FBgn0035569,FBpp0073221,FBtr0073365,38573,CG15876,Dm.31171,Q9VZ92
FBgn0031985,FBgn0031985,FBpp0290447,FBtr0301229,326157,mon2,Dm.21374,Q9VLT1
FBgn0040918,FBgn0040918,FBpp0070898,FBtr0070937,50392,schlank,Dm.1552,Q9W423
FBgn0036935,FBgn0036935,FBpp0074639,FBtr0074870,40196,CG14186,Dm.11137,Q9VW76
FBgn0035106,FBgn0035106,FBpp0294000,FBtr0305549,38027,rno,Dm.15967,Q7YZH1
FBgn0262976,FBgn0262976,FBpp0291291,FBtr0302081,318164,lawc,Dm.20924,Q8SXG2
FBgn0052971,FBgn0052971,FBpp0112954,FBtr0114462,318271,CG32971,Dm.34173,Q86BK9
FBgn0034748,FBgn0034748,FBpp0071849,FBtr0071938,37585,CG17807,,Q9W232
FBgn0086444,FBgn0086444,FBpp0080706,FBtr0081163,35192,l(2)37Cb,Dm.468,Q9VIZ3
FBgn0030159,FBgn0030159,FBpp0071325,FBtr0071390,31922,CG9689,Dm.7089,Q9W308
FBgn0004431,FBgn0004431,FBpp0072533,FBtr0072637,38122,LysX,Dm.19201,A0A1B2AJT6
FBgn0263289,FBgn0263289,FBpp0300850,FBtr0308626,44448,scrib,Dm.16441,Q7KRY7
FBgn0051157,FBgn0051157,FBpp0306586,FBtr0334519,318608,CG31157,Dm.26551,Q8INH8
CG43666,,,,,,,
FBgn0264753,FBgn0264753,FBpp0306399,FBtr0334284,14462605,Rgk1,Dm.15871,A0A0B4KFV9
FBgn0038275,FBgn0038275,FBpp0082462,FBtr0083003,41805,CG3817,,Q9VFE6
FBgn0036337,FBgn0036337,FBpp0075629,FBtr0075895,39479,AdenoK,Dm.3895,Q9VU39
FBgn0031088,FBgn0031088,FBpp0309860,FBtr0343166,33012,CG15322,,Q9W5X2
CG14664,,,,,,,
FBgn0031103,FBgn0031103,FBpp0077024,FBtr0077332,33031,CG12679,Dm.6287,Q9VR87
FBgn0037638,FBgn0037638,FBpp0081405,FBtr0081922,41060,CG8379,Dm.2106,Q9VHK5
FBgn0001216,FBgn0001216,FBpp0075503,FBtr0075761,39542,Hsc70-1,Dm.1176,P29843
FBgn0262002,FBgn0262002,FBpp0292806,FBtr0303799,34161,CG42820,Dm.30818,Q7KTH6
FBgn0005655,FBgn0005655,FBpp0089395,FBtr0086308,37290,PCNA,Dm.4751,P17917
FBgn0267905,FBgn0267905,FBpp0312569,FBtr0347428,26067071,CG46193,,A0A0S0X9R6
FBgn0036707,FBgn0036707,FBpp0074976,FBtr0075214,39927,CG13724,Dm.27161,Q9VVF1
FBgn0032402,FBgn0032402,FBpp0079878,FBtr0080294,34623,CG14945,,Q9VKC3
FBgn0011669,FBgn0011669,FBpp0084289,FBtr0084915,43122,Mst57Db,,Q9VBL7
FBgn0039149,FBgn0039149,FBpp0293857,FBtr0305314,42857,CG18428,Dm.18732,A0A0B4K6I2
FBgn0053767,FBgn0053767,FBpp0091029,FBtr0091768,3772047,CG33767,Dm.29017,Q4ABH9
FBgn0025716,FBgn0025716,FBpp0086115,FBtr0086960,36956,Bap55,Dm.1445,Q7K012
FBgn0037607,FBgn0037607,FBpp0081370,FBtr0081881,41027,CG8036,Dm.1104,Q9VHN7
FBgn0038986,FBgn0038986,FBpp0083674,FBtr0084281,42658,sit,Dm.16602,Q9VCY6
FBgn0012036,FBgn0012036,FBpp0079406,FBtr0079806,34256,Aldh,Dm.6449,Q9VLC5
FBgn0035043,FBgn0035043,FBpp0072242,FBtr0072335,37943,CG4781,Dm.5919,Q9W128
FBgn0036579,FBgn0036579,FBpp0075212,FBtr0075457,39775,CG5027,Dm.37980,Q961B9
FBgn0010395,FBgn0010395,FBpp0312322,FBtr0346711,35368,Itgbn,Dm.19859,A0A0S0WGT1
FBgn0039219,FBgn0039219,FBpp0084120,FBtr0084745,42943,CG13630,Dm.20249,Q9VC48
FBgn0029906,FBgn0029906,FBpp0070931,FBtr0070970,31623,xit,Dm.59,Q9W3V8
FBgn0000079,FBgn0000079,FBpp0311627,FBtr0345521,47764,Amy-p,Dm.20319,A0A0B4LGS0
FBgn0053270,FBgn0053270,FBpp0075880,FBtr0076149,2768982,CG33270,Dm.38631,Q7KUG3
FBgn0015336,FBgn0015336,FBpp0074149,FBtr0074375,32641,CG15865,,Q9VXD4
FBgn0063493,FBgn0063493,FBpp0085856,FBtr0086675,37112,GstE7,,A1ZB72
FBgn0050502,FBgn0050502,FBpp0290181,FBtr0300959,35670,fa2h,Dm.5462,Q8SXY2
FBgn0031045,FBgn0031045,FBpp0074511,FBtr0074742,32964,CG14212,,Q9VWF3
FBgn0033544,FBgn0033544,FBpp0087312,FBtr0088217,36129,CG7220,Dm.20487,A1Z8B5
FBgn0039476,FBgn0039476,FBpp0084519,FBtr0085149,43252,CG6271,Dm.1349,Q9VB88
FBgn0262003,FBgn0262003,FBpp0292835,FBtr0303828,3885579,CG42821,Dm.38339,Q2PDQ6
FBgn0002631,FBgn0002631,FBpp0084352,FBtr0084979,43158,E(spl)m5-HLH,Dm.2352,P13096
FBgn0031197,FBgn0031197,FBpp0077053,FBtr0077361,33143,CG17601,Dm.26689,Q9VR65
FBgn0015926,FBgn0015926,FBpp0073824,FBtr0074007,32459,dah,Dm.19712,M9PHN1
FBgn0035065,FBgn0035065,FBpp0072282,FBtr0072375,37966,CG3589,Dm.783,Q9W106
FBgn0040336,FBgn0040336,FBpp0070426,FBtr0070442,31245,Seipin,Dm.8118,Q9V3X4
FBgn0263235,FBgn0263235,FBpp0311761,FBtr0345718,34638,Phae2,Dm.23873,Q9VKA8
FBgn0004620,FBgn0004620,FBpp0078739,FBtr0079106,33788,GluRIIA,Dm.2601,Q9VMP4
FBgn0038750,FBgn0038750,FBpp0083260,FBtr0083851,42374,CG4465,Dm.13719,Q9VDS2
Dmel_CG5580,,,,,,,
FBgn0003034,FBgn0003034,FBpp0075572,FBtr0075836,39494,SP,Dm.2898,E3W289
FBgn0032109,FBgn0032109,FBpp0307605,FBtr0336622,34249,CG17005,Dm.5616,M9PCN2
FBgn0035076,FBgn0035076,FBpp0072325,FBtr0072420,37980,Ance-5,Dm.4207,Q9W0Z1
FBgn0035316,FBgn0035316,FBpp0072789,FBtr0072911,38281,CG15878,Dm.13971,Q9W041
FBgn0029925,FBgn0029925,FBpp0070997,FBtr0071038,31642,CG3040,Dm.88,Q9W3T9
FBgn0035878,FBgn0035878,FBpp0311665,FBtr0345596,38944,CG7182,Dm.4184,Q9VSI1
FBgn0028342,FBgn0028342,FBpp0071373,FBtr0071438,31950,ATPsyndelta,Dm.5360,Q9W2X6
FBgn0050122,FBgn0050122,FBpp0290145,FBtr0300923,37146,CG30122,Dm.12100,E1JGL8
FBgn0030966,FBgn0030966,FBpp0074426,FBtr0074655,32878,CG7280,Dm.213,Q9VWP4
FBgn0000358,FBgn0000358,FBpp0076300,FBtr0076573,39000,Cp19,Dm.27088,P07186
FBgn0038097,FBgn0038097,FBpp0082199,FBtr0082731,41588,CG14384,Dm.16929,Q8INI2
FBgn0037039,FBgn0037039,FBpp0308923,FBtr0339891,40318,CG10587,Dm.27192,B7Z091
FBgn0266268,FBgn0266268,FBpp0085210,FBtr0085851,43757,FeCH,Dm.1893,Q9V9S8
FBgn0039118,FBgn0039118,FBpp0083852,FBtr0084461,42814,CG10208,Dm.7927,Q9VCH7
FBgn0000412,FBgn0000412,FBpp0081468,FBtr0081988,41095,D1,Dm.5095,A4V2K7
FBgn0003865,FBgn0003865,FBpp0073426,FBtr0073582,32160,tsg,Dm.27553,D3PFG0
FBgn0038702,FBgn0038702,FBpp0308297,FBtr0339153,42320,CG3739,,Q9VDX5
FBgn0263387,FBgn0263387,FBpp0301083,FBtr0309074,12798365,CG43439,Dm.2230,M9NFN9
FBgn0034572,FBgn0034572,FBpp0071455,FBtr0071526,37381,CG9346,,Q9W2N6
FBgn0000028,FBgn0000028,FBpp0288503,FBtr0290064,47080,acj6,Dm.33472,P24350
FBgn0031848,FBgn0031848,FBpp0078948,FBtr0079319,33938,Nse1,Dm.4529,M9PCC6
FBgn0051864,FBgn0051864,FBpp0079872,FBtr0080288,318990,Qtzl,Dm.38549,Q8IPA0
Dmel_CG12250,,,,,,,
FBgn0029501,FBgn0029501,FBpp0072206,FBtr0072299,44276,Crtp,,Q9W164
FBgn0000246,FBgn0000246,FBpp0082650,FBtr0083196,47765,c(3)G,Dm.4907,Q9VF37
FBgn0243586,FBgn0243586,FBpp0084408,FBtr0085036,43212,Tb,Dm.19296,Q9VBD0
FBgn0030223,FBgn0030223,FBpp0071421,FBtr0071492,31995,CG2111,Dm.26601,Q9W2S7
FBgn0002878,FBgn0002878,FBpp0073648,FBtr0073817,48309,mus101,Dm.21710,Q9VY97
FBgn0025624,FBgn0025624,FBpp0070359,FBtr0070375,31177,CG4025,Dm.12243,O77262
FBgn0051224,FBgn0051224,FBpp0083106,FBtr0083691,42237,CG31224,,Q9VE54
FBgn0031634,FBgn0031634,FBpp0304756,FBtr0332480,33683,Ir25a,Dm.23844,E9NA96
FBgn0036818,FBgn0036818,FBpp0300969,FBtr0308812,40051,CG14074,Dm.15162,Q9VVT4
FBgn0025583,FBgn0025583,FBpp0085845,FBtr0086664,49802,IM2,Dm.21715,O77150
FBgn0000259,FBgn0000259,FBpp0300330,FBtr0307896,32132,CkIIbeta,Dm.142,A4V4C1
FBgn0283535,FBgn0283535,FBpp0311965,FBtr0346137,40679,Vha26,Dm.3165,A0A0B4LGS4
FBgn0033214,FBgn0033214,FBpp0088001,FBtr0088927,35718,CG1941,Dm.5504,Q7JYK2
FBgn0029907,FBgn0029907,FBpp0289092,FBtr0299814,31624,Atx-1,Dm.59,Q9W3V7
FBgn0034326,FBgn0034326,FBpp0298014,FBtr0307185,37097,CG18540,Dm.26961,A1ZB58
