SGD,COMMON,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,UNIPROT
S000005897,GTPase-activating protein MRS6,YOR370C,YOR370C_mRNA,YOR370C_mRNA,854552,P32864
S000003924,DNM1,YLL001W,YLL001W_mRNA,YLL001W_mRNA,850686,P54861
S000001148,TRR2,YHR106W,YHR106W_mRNA,YHR106W_mRNA,856506,P38816
S000001712,ECM9,YKR004C,YKR004C_mRNA,YKR004C_mRNA,853873,Q02202
S000004365,VID22,YLR373C,YLR373C_mRNA,YLR373C_mRNA,851088,Q05934
S000003406,CBP4,,,,853085,P37267
S000000178,ALG3,YBL082C,YBL082C_mRNA,YBL082C_mRNA,852196,P38179
S000002457,TPI1,YDR050C,YDR050C_mRNA,YDR050C_mRNA,851620,P00942
S000005792,PNT1,YOR266W,YOR266W_mRNA,YOR266W_mRNA,854440,P38969
S000003343,,YGR111W,YGR111W_mRNA,YGR111W_mRNA,853008,P53265
S000000051,PEX22,YAL055W,YAL055W_mRNA,YAL055W_mRNA,851244,P39718
S000005391,SIL1,YOL031C,YOL031C_mRNA,YOL031C_mRNA,854126,Q08199
S000001525,SPC42,YKL042W,YKL042W_mRNA,YKL042W_mRNA,853824,P36094
S000006370,MRP2,YPR166C,YPR166C_mRNA,YPR166C_mRNA,856295,P10663
S000002270,TRM3,YDL112W,YDL112W_mRNA,YDL112W_mRNA,851446,Q07527
S000002577,Arf family guanine nucleotide exchange factor SEC7,YDR170C,YDR170C_mRNA,YDR170C_mRNA,851748,P11075
S000005940,PHM2,YPL019C,YPL019C_mRNA,YPL019C_mRNA,856088,Q02725
S000005755,WTM2,YOR229W,YOR229W_mRNA,YOR229W_mRNA,854404,Q12206
S000002761,TRR1,YDR353W,YDR353W_mRNA,YDR353W_mRNA,851955,P29509
S000001763,RHO4,YKR055W,YKR055W_mRNA,YKR055W_mRNA,853929,Q00246
S000004857,COA6,YMR244C-A,YMR244C-A_mRNA,YMR244C-A_mRNA,855287,Q3E846
S000000900,UBP9,YER098W,YER098W_mRNA,YER098W_mRNA,856835,P39967
S000005823,TIM18,YOR297C,YOR297C_mRNA,YOR297C_mRNA,854472,Q08749
S000000277,DNA-dependent ATPase RDH54,YBR073W,YBR073W_mRNA,YBR073W_mRNA,852365,P38086
S000005045,AVT4,YNL101W,YNL101W_mRNA,YNL101W_mRNA,855622,P50944
S000003915,,YJR154W,YJR154W_mRNA,YJR154W_mRNA,853619,P47181
S000001205,MPC2,YHR162W,YHR162W_mRNA,YHR162W_mRNA,856567,P38857
S000005957,H(+)-exporting P2-type ATPase PMA2,YPL036W,YPL036W_mRNA,YPL036W_mRNA,856071,P19657
S000001733,C37,YKR025W,YKR025W_mRNA,YKR025W_mRNA,853895,P36121
S000003300,ART5,YGR068C,YGR068C_mRNA,YGR068C_mRNA,852960,P53244
S000005631,,YOR105W,YOR105W_mRNA,YOR105W_mRNA,854272,Q08504
S000004258,SEC22,YLR268W,YLR268W_mRNA,YLR268W_mRNA,850973,P22214
S000002895,"3,4-dihydroxy-2-butanone-4-phosphate synthase RIB3",YDR487C,YDR487C_mRNA,YDR487C_mRNA,852098,Q99258
S000005005,NOP2,YNL061W,YNL061W_mRNA,YNL061W_mRNA,855664,P40991
S000003269,ACB1,YGR037C,YGR037C_mRNA,YGR037C_mRNA,852925,P31787
S000005212,LYP1,YNL268W,YNL268W_mRNA,YNL268W_mRNA,855453,P32487
S000004530,ORC1,YML065W,YML065W_mRNA,YML065W_mRNA,854937,P54784
S000003775,RBF22,YJR014W,YJR014W_mRNA,YJR014W_mRNA,853471,P47089
S000006282,,YPR078C,YPR078C_mRNA,YPR078C_mRNA,856193,Q06813
S000001059,YSC83,YHR017W,YHR017W_mRNA,YHR017W_mRNA,856410,P32792
S000003439,CIR1,YGR207C,YGR207C_mRNA,YGR207C_mRNA,853121,P42940
S000004027,DAN2,YLR037C,YLR037C_mRNA,YLR037C_mRNA,850726,Q07987
S000003696,PIR5,YJL160C,YJL160C_mRNA,YJL160C_mRNA,853280,P46999
S000001154,putative cystathionine beta-lyase,YHR112C,YHR112C_mRNA,YHR112C_mRNA,856512,P38716
S000003064,TOS8,YGL096W,YGL096W_mRNA,YGL096W_mRNA,852783,P53147
S000001600,CST18,YKL117W,YKL117W_mRNA,YKL117W_mRNA,853743,P28707
S000002909,PLM2,YDR501W,YDR501W_mRNA,YDR501W_mRNA,852112,Q04383
S000005128,,YNL184C,YNL184C_mRNA,YNL184C_mRNA,855537,P53876
S000003739,PRP21,YJL203W,YJL203W_mRNA,YJL203W_mRNA,853227,P32524
S000004105,CFT2,YLR115W,YLR115W_mRNA,YLR115W_mRNA,850806,Q12102
S000000915,TMN3,YER113C,YER113C_mRNA,YER113C_mRNA,856849,P40071
S000001229,KOG1,YHR186C,YHR186C_mRNA,YHR186C_mRNA,856593,P38873
S000028696,,YMR272W-B,YMR272W-B_mRNA,YMR272W-B_mRNA,1466507,Q8TGS5
S000001908,DCV1,YFR012W,YFR012W_mRNA,YFR012W_mRNA,850565,P43595
S000000878,,YER076C,YER076C_mRNA,YER076C_mRNA,856809,P40049
S000005677,B150,YOR151C,YOR151C_mRNA,YOR151C_mRNA,854322,P08518
S000005769,PUS7,YOR243C,YOR243C_mRNA,YOR243C_mRNA,854417,Q08647
S000005970,DIG1,YPL049C,YPL049C_mRNA,YPL049C_mRNA,856058,Q03063
S000005756,WTM1,YOR230W,YOR230W_mRNA,YOR230W_mRNA,854405,Q12363
S000004803,SPG5,YMR191W,YMR191W_mRNA,YMR191W_mRNA,855229,P42933
S000001731,,YKR023W,YKR023W_mRNA,YKR023W_mRNA,853893,P36119
S000000177,,YBL081W,YBL081W_mRNA,YBL081W_mRNA,852197,P38180
S000005951,TRM44,YPL030W,YPL030W_mRNA,YPL030W_mRNA,856077,Q02648
S000004482,,YML020W,YML020W_mRNA,YML020W_mRNA,854988,Q03722
S000007496,IGO2,YHR132W-A,YHR132W-A_mRNA,YHR132W-A_mRNA,856534,Q9P305
S000005290,APG3,YNR007C,YNR007C_mRNA,YNR007C_mRNA,855741,P40344
S000005990,BTS1,YPL069C,YPL069C_mRNA,YPL069C_mRNA,856036,Q12051
S000000699,,YCR102C,YCR102C_mRNA,YCR102C_mRNA,850466,P25608
S000001340,THS1,YIL078W,YIL078W_mRNA,YIL078W_mRNA,854732,P04801
S000004107,CLF1,YLR117C,YLR117C_mRNA,YLR117C_mRNA,850808,Q12309
S000004941,HSP34,YMR322C,YMR322C_mRNA,YMR322C_mRNA,855372,Q04902
S000000123,L19B,YBL027W,YBL027W_mRNA,YBL027W_mRNA,852254,P0CX82
S000004583,LDB13,YML115C,YML115C_mRNA,YML115C_mRNA,854925,P23642
S000002852,putative hydrolase,YDR444W,YDR444W_mRNA,YDR444W_mRNA,852054,Q04093
S000002651,PRP28,YDR243C,YDR243C_mRNA,YDR243C_mRNA,851830,P23394
S000087085,,YBR201C-A,YBR201C-A_mRNA,YBR201C-A_mRNA,3799967,Q2V2Q3
S000001568,MDH1,YKL085W,YKL085W_mRNA,YKL085W_mRNA,853777,P17505
S000003382,CCM1,YGR150C,YGR150C_mRNA,YGR150C_mRNA,853053,P48237
S000000560,KAR4,YCL055W,YCL055W_mRNA,YCL055W_mRNA,850303,P25583
S000002770,TFC6,YDR362C,YDR362C_mRNA,YDR362C_mRNA,851964,Q06339
S000005828,,YOR302W,YOR302W_mRNA,YOR302W_mRNA,854478,P08521
S000005328,PET494,YNR045W,YNR045W_mRNA,YNR045W_mRNA,855781,P07390
S000005932,TAF3,YPL011C,YPL011C_mRNA,YPL011C_mRNA,856096,Q12297
S000006321,BSH1,YPR117W,YPR117W_mRNA,YPR117W_mRNA,856233,Q06116
S000003591,,YJL055W,YJL055W_mRNA,YJL055W_mRNA,853391,P47044
S000006218,,,,,856124,
S000006211,REC8,YPR007C,YPR007C_mRNA,YPR007C_mRNA,856115,Q12188
S000003234,EAF2,YGR002C,YGR002C_mRNA,YGR002C_mRNA,852885,P53201
S000002530,DIE1,YDR123C,YDR123C_mRNA,YDR123C_mRNA,851701,P26798
S000005575,RSB1,,,,854214,Q08417
S000005560,AKR2,YOR034C,YOR034C_mRNA,YOR034C_mRNA,854199,Q12013
S000000122,LSM2,YBL026W,YBL026W_mRNA,YBL026W_mRNA,852255,P38203
S000001296,CAP2,YIL034C,YIL034C_mRNA,YIL034C_mRNA,854777,P13517
S000000825,ORE2,YER023W,YER023W_mRNA,YER023W_mRNA,856744,P32263
S000000323,MUD1,YBR119W,YBR119W_mRNA,YBR119W_mRNA,852416,P32605
S000002681,DON1,YDR273W,YDR273W_mRNA,YDR273W_mRNA,851866,Q05610
S000002704,MHR1,YDR296W,YDR296W_mRNA,YDR296W_mRNA,851890,Q06630
S000007359,gag protein,,,,856258,P0CX57
S000002230,YET3,YDL072C,YDL072C_mRNA,YDL072C_mRNA,851487,Q07451
S000004431,MRPL4,YLR439W,YLR439W_mRNA,YLR439W_mRNA,851160,P36517
S000000640,COS16,YCR044C,YCR044C_mRNA,YCR044C_mRNA,850411,P25625
S000004862,GAD1,YMR250W,YMR250W_mRNA,YMR250W_mRNA,855291,Q04792
S000005252,KRI1,YNL308C,YNL308C_mRNA,YNL308C_mRNA,855408,P42846
S000005379,TOS7,YOL019W,YOL019W_mRNA,YOL019W_mRNA,854141,Q08157
S000004767,MRPS8,YMR158W,YMR158W_mRNA,YMR158W_mRNA,855190,Q03799
S000000455,MRPS5,YBR251W,YBR251W_mRNA,YBR251W_mRNA,852553,P33759
S000003148,APG1,YGL180W,YGL180W_mRNA,YGL180W_mRNA,852695,P53104
S000003288,RSC subunit protein RSC1,YGR056W,YGR056W_mRNA,YGR056W_mRNA,852947,P53236
S000003115,L6,YGL147C,YGL147C_mRNA,YGL147C_mRNA,852730,P05738
S000000884,KRE31,YER082C,YER082C_mRNA,YER082C_mRNA,856815,P40055
S000004403,CTR3,YLR411W,YLR411W_mRNA,YLR411W_mRNA,851129,Q06686
S000005916,,YOR389W,YOR389W_mRNA,YOR389W_mRNA,854571,Q08912
S000000408,LDH1,YBR204C,YBR204C_mRNA,YBR204C_mRNA,852503,P38139
S000007626,MHF1,YOL086W-A,YOL086W-A_mRNA,YOL086W-A_mRNA,854067,Q3E835
S000004468,MRPL39,YML009C,YML009C_mRNA,YML009C_mRNA,855002,P36533
S000005405,PSK2,YOL045W,YOL045W_mRNA,YOL045W_mRNA,854111,Q08217
S000028817,,YBR221W-A,YBR221W-A_mRNA,YBR221W-A_mRNA,1466450,Q3E781
S000001901,SAD1,YFR005C,YFR005C_mRNA,YFR005C_mRNA,850555,P43589
S000000208,FMP44,YBR004C,YBR004C_mRNA,YBR004C_mRNA,852289,P38211
S000002400,,YDL241W,YDL241W_mRNA,YDL241W_mRNA,851356,Q07738
S000002427,DAS2,YDR020C,YDR020C_mRNA,YDR020C_mRNA,851583,Q12084
S000002147,gag-pol fusion protein,,,,852280,Q12490
S000000280,ECM8,YBR076W,YBR076W_mRNA,YBR076W_mRNA,852368,P38246
S000004094,LCL2,YLR104W,YLR104W_mRNA,YLR104W_mRNA,850794,Q08045
S000005855,ATP-binding cassette multidrug transporter PDR10,YOR328W,YOR328W_mRNA,YOR328W_mRNA,854506,P51533
S000003913,DAL5,YJR152W,YJR152W_mRNA,YJR152W_mRNA,853617,P15365
S000003790,gag-pol fusion protein,,,,853486,P47100
